Time (s),Vocal Tract Length (cm),f1 (Hz),f2 (Hz)
0.0000,26.08,328.77,6669.28
0.1000,20.29,422.70,7232.88
0.1100,45.64,187.87,7185.91
0.5500,91.29,93.93,5870.84
0.5600,91.29,93.93,5870.84
0.8900,9.61,892.37,6951.08
0.9000,10.14,845.40,6904.11
0.9100,12.17,704.50,6293.54
0.9500,8.69,986.30,12681.02
1.0300,7.94,1080.23,16673.19
1.0400,7.94,1080.23,21557.73
1.0500,8.30,1033.27,17048.92
1.0700,9.13,939.33,12352.25
1.2300,15.21,563.60,7091.98
1.2400,8.30,1033.27,4978.47
1.4000,18.26,469.67,4790.61
1.4100,14.04,610.57,4931.51
1.4200,16.60,516.63,5307.24
1.4600,16.60,516.63,10332.68
1.4700,16.60,516.63,5589.04
1.4800,18.26,469.67,21275.93
1.4900,18.26,469.67,21416.83
1.5000,22.82,375.73,21510.76
1.5100,22.82,375.73,21369.86
1.7900,91.29,93.93,12868.88
1.8900,45.64,187.87,21369.86
1.9000,45.64,187.87,12868.88
2.0600,36.52,234.83,21135.03
2.0700,36.52,234.83,21510.76
2.0900,36.52,234.83,17095.89
2.1000,91.29,93.93,17283.76
2.1100,60.86,140.90,17283.76
2.1200,60.86,140.90,17189.82
2.1300,45.64,187.87,17189.82
2.1900,45.64,187.87,12727.98
2.2000,36.52,234.83,12681.02
2.2100,45.64,187.87,17236.79
2.2600,7.61,1127.20,15029.35
2.2800,22.82,375.73,17001.96
2.2900,26.08,328.77,16908.02
2.3000,26.08,328.77,21510.76
2.3200,45.64,187.87,21604.70
2.3300,26.08,328.77,21463.80
2.3400,60.86,140.90,21651.66
2.5000,45.64,187.87,17236.79
2.5100,36.52,234.83,19068.49
2.5700,16.60,516.63,21369.86
2.5800,15.21,563.60,21698.63
2.5900,14.04,610.57,21463.80
2.6000,15.21,563.60,18927.59
2.6100,15.21,563.60,5025.44
2.6200,16.60,516.63,10708.41
2.6300,16.60,516.63,10661.45
2.6600,22.82,375.73,19256.36
2.6900,26.08,328.77,21651.66
2.7000,20.29,422.70,17142.86
2.7100,36.52,234.83,12727.98
2.7200,36.52,234.83,8547.95
2.7400,26.08,328.77,12915.85
2.7500,22.82,375.73,17142.86
2.7600,26.08,328.77,19303.33
2.7800,22.82,375.73,17142.86
2.7900,30.43,281.80,17095.89
2.8200,20.29,422.70,13526.42
2.8700,15.21,563.60,12962.82
2.8800,14.04,610.57,4273.97
2.8900,10.14,845.40,4320.94
2.9100,7.61,1127.20,4602.74
2.9200,7.61,1127.20,4414.87
2.9700,8.30,1033.27,10520.55
2.9800,7.61,1127.20,10473.58
3.0900,60.86,140.90,5260.27
3.1500,45.64,187.87,5213.31
3.2800,91.29,93.93,5917.81
3.2900,91.29,93.93,6105.68
