Time (s),Vocal Tract Length (cm),f1 (Hz),f2 (Hz)
0.0000,11.91,720.16,1972.60
0.0100,8.83,970.65,7107.63
0.0200,8.30,1033.27,4227.01
0.0300,8.05,1064.58,4508.81
0.0400,8.56,1001.96,4477.50
0.0500,13.69,626.22,4352.25
0.0600,15.21,563.60,4258.32
0.0700,12.45,688.85,4227.01
0.0800,13.04,657.53,4133.07
0.0900,68.47,125.24,3851.27
0.1200,17.12,500.98,7201.57
0.1300,8.05,1064.58,7264.19
0.1400,7.82,1095.89,7295.50
0.1500,8.05,1064.58,7326.81
0.1600,8.05,1064.58,7232.88
0.1700,8.56,1001.96,7013.70
0.1800,8.56,1001.96,7201.57
0.2400,24.90,344.42,6637.96
0.2500,27.39,313.11,3444.23
0.2600,21.07,407.05,4007.83
0.2700,13.04,657.53,7295.50
0.2800,11.91,720.16,6168.30
0.2900,11.91,720.16,5949.12
0.3000,12.45,688.85,5886.50
0.3100,13.04,657.53,6512.72
0.3200,17.12,500.98,4039.14
0.3300,30.43,281.80,4602.74
0.3800,11.41,751.47,4227.01
0.3900,11.91,720.16,4289.63
0.4000,12.45,688.85,4477.50
0.4400,39.12,219.18,6418.79
0.4500,30.43,281.80,6763.21
0.6700,7.82,1095.89,6356.16
0.6800,8.05,1064.58,6230.92
0.6900,8.83,970.65,6324.85
0.7000,10.95,782.78,6199.61
0.7200,39.12,219.18,5823.87
0.8100,8.30,1033.27,5604.70
0.8200,7.40,1158.51,9706.46
0.8300,7.61,1127.20,9863.01
0.8400,9.13,939.33,9863.01
0.8500,10.95,782.78,9142.86
0.8600,10.14,845.40,8798.43
0.8700,10.95,782.78,9675.15
0.8800,13.04,657.53,9863.01
0.8900,30.43,281.80,9800.39
0.9000,22.82,375.73,9675.15
0.9100,34.23,250.49,9737.77
0.9200,24.90,344.42,9800.39
0.9300,15.21,563.60,9894.32
0.9400,13.69,626.22,9988.26
0.9500,14.41,594.91,9988.26
0.9600,15.21,563.60,10050.88
0.9700,15.21,563.60,5886.50
0.9800,15.21,563.60,6982.39
0.9900,54.77,156.56,6356.16
1.0100,34.23,250.49,2755.38
1.0200,39.12,219.18,5949.12
1.0500,34.23,250.49,1816.05
1.1000,17.12,500.98,5667.32
1.1100,17.12,500.98,5385.52
1.1200,17.12,500.98,5636.01
1.1300,18.26,469.67,5761.25
1.1400,21.07,407.05,2692.76
1.2500,27.39,313.11,3193.74
1.2600,24.90,344.42,6074.36
1.2700,24.90,344.42,6168.30
1.2800,24.90,344.42,2630.14
1.2900,30.43,281.80,6043.05
1.3000,68.47,125.24,6105.68
1.3100,21.07,407.05,6011.74
1.3200,18.26,469.67,2724.07
1.3300,18.26,469.67,9424.66
1.3400,19.56,438.36,9393.35
1.3500,24.90,344.42,10113.50
1.4800,91.29,93.93,10176.13
1.4900,34.23,250.49,10113.50
1.5000,39.12,219.18,6324.85
1.5100,34.23,250.49,6544.03
1.5200,34.23,250.49,6418.79
1.5300,54.77,156.56,9988.26
1.5600,91.29,93.93,10050.88
1.6000,27.39,313.11,5886.50
1.6100,24.90,344.42,2223.09
1.6200,24.90,344.42,2442.27
1.6300,24.90,344.42,2442.27
1.6400,27.39,313.11,2348.34
1.6500,24.90,344.42,5792.56
1.6600,24.90,344.42,5604.70
1.6700,24.90,344.42,8673.19
1.6800,24.90,344.42,8673.19
1.6900,24.90,344.42,8798.43
1.7000,24.90,344.42,9111.55
1.7100,22.82,375.73,9236.79
1.7200,22.82,375.73,9518.59
1.7300,22.82,375.73,9675.15
1.7400,24.90,344.42,9549.90
1.7500,24.90,344.42,5729.94
1.7600,24.90,344.42,6199.61
1.7700,54.77,156.56,6481.41
1.8100,19.56,438.36,6575.34
1.8200,22.82,375.73,6544.03
1.8300,45.64,187.87,5448.14
1.8400,18.26,469.67,6512.72
1.8500,16.11,532.29,6544.03
1.8600,15.21,563.60,9863.01
1.8700,14.41,594.91,9863.01
1.8800,13.69,626.22,14121.33
1.8900,13.04,657.53,14277.89
1.9000,15.21,563.60,5761.25
1.9100,19.56,438.36,9174.17
1.9200,21.07,407.05,8673.19
1.9300,18.26,469.67,8547.95
1.9400,17.12,500.98,9581.21
1.9500,16.11,532.29,9863.01
1.9600,17.12,500.98,6669.28
1.9700,21.07,407.05,4070.45
1.9800,24.90,344.42,4383.56
2.0600,34.23,250.49,4853.23
2.0700,17.12,500.98,4790.61
2.0800,15.21,563.60,4790.61
2.1100,18.26,469.67,2160.47
2.1200,14.41,594.91,5886.50
2.1300,14.41,594.91,2567.51
2.1400,14.41,594.91,2630.14
2.1500,14.41,594.91,2755.38
2.1600,13.69,626.22,2598.83
2.1700,13.69,626.22,2598.83
2.1800,14.41,594.91,2567.51
2.1900,14.41,594.91,2598.83
2.2000,14.41,594.91,2504.89
2.2100,17.12,500.98,2630.14
2.2200,18.26,469.67,9236.79
2.2300,19.56,438.36,8704.50
2.2400,21.07,407.05,8547.95
2.2500,22.82,375.73,8610.57
2.2600,27.39,313.11,14340.51
2.2700,27.39,313.11,14246.58
2.2800,21.07,407.05,14215.26
2.3100,30.43,281.80,8986.30
2.3200,39.12,219.18,9706.46
2.3300,39.12,219.18,5855.19
2.3400,54.77,156.56,6011.74
2.3700,30.43,281.80,9863.01
2.3800,15.21,563.60,5667.32
2.3900,12.45,688.85,5510.76
2.4000,11.41,751.47,9956.95
2.4100,11.41,751.47,10050.88
2.4200,12.45,688.85,10050.88
2.4600,45.64,187.87,5385.52
2.4700,21.07,407.05,5448.14
2.4800,14.41,594.91,5385.52
2.4900,13.69,626.22,5072.41
2.5000,13.69,626.22,9894.32
2.5100,13.04,657.53,9831.70
2.5200,13.69,626.22,9831.70
2.5300,14.41,594.91,9737.77
2.5400,14.41,594.91,9863.01
2.5500,14.41,594.91,5135.03
2.5600,14.41,594.91,5197.65
2.5700,14.41,594.91,5166.34
2.5800,15.21,563.60,5072.41
2.5900,16.11,532.29,5041.10
2.6000,16.11,532.29,9675.15
2.6100,17.12,500.98,9737.77
2.6200,17.12,500.98,9581.21
2.6300,16.11,532.29,9487.28
2.6400,16.11,532.29,9581.21
2.6500,15.21,563.60,9643.84
2.6600,15.21,563.60,10019.57
2.6700,16.11,532.29,10238.75
2.6800,16.11,532.29,10207.44
2.6900,16.11,532.29,10113.50
2.7000,17.12,500.98,4540.12
2.7100,17.12,500.98,4571.43
2.7200,16.11,532.29,9863.01
2.7300,15.21,563.60,9831.70
2.7400,17.12,500.98,9894.32
2.7500,18.26,469.67,9894.32
2.7600,19.56,438.36,9894.32
2.7700,19.56,438.36,9925.64
2.7800,18.26,469.67,4978.47
2.7900,16.11,532.29,4915.85
2.8000,17.12,500.98,4947.16
2.8100,19.56,438.36,4665.36
2.8200,19.56,438.36,10207.44
2.8300,18.26,469.67,4477.50
2.8700,17.12,500.98,2911.94
2.8800,16.11,532.29,5823.87
2.8900,16.11,532.29,5917.81
2.9000,17.12,500.98,2379.65
2.9100,18.26,469.67,2504.89
2.9200,19.56,438.36,2536.20
2.9300,22.82,375.73,2567.51
2.9400,22.82,375.73,2755.38
2.9500,22.82,375.73,2692.76
2.9600,22.82,375.73,9612.52
2.9700,24.90,344.42,9956.95
2.9800,24.90,344.42,9956.95
2.9900,24.90,344.42,9831.70
3.0000,27.39,313.11,8892.37
3.0100,27.39,313.11,9487.28
3.0200,34.23,250.49,14403.13
3.0900,8.56,1001.96,12994.13
3.1900,10.14,845.40,9956.95
3.2200,16.11,532.29,2191.78
3.2300,17.12,500.98,2692.76
3.3900,19.56,438.36,6168.30
3.4000,17.12,500.98,9518.59
3.4100,18.26,469.67,9455.97
3.4200,19.56,438.36,9675.15
3.4300,22.82,375.73,9831.70
3.4400,21.07,407.05,9925.64
3.4500,21.07,407.05,9925.64
3.4600,19.56,438.36,9988.26
3.4700,21.07,407.05,6825.83
3.4800,21.07,407.05,6825.83
3.4900,17.12,500.98,6794.52
3.5000,17.12,500.98,9675.15
3.5100,18.26,469.67,9831.70
3.5200,19.56,438.36,6011.74
3.5300,22.82,375.73,6199.61
3.5400,21.07,407.05,9956.95
3.5500,21.07,407.05,5354.21
3.5600,21.07,407.05,9769.08
3.5700,21.07,407.05,5166.34
3.5800,16.11,532.29,5041.10
3.5900,16.11,532.29,5197.65
3.6800,18.26,469.67,2410.96
