Time (s),Vocal Tract Length (cm),f1 (Hz),f2 (Hz)
0.0100,9.13,939.33,2724.07
0.0200,9.13,939.33,4320.94
0.0500,9.44,908.02,3225.05
0.0600,13.04,657.53,3225.05
0.0800,17.12,500.98,6919.77
0.0900,21.07,407.05,6575.34
0.1000,39.12,219.18,6637.96
0.1100,54.77,156.56,6700.59
0.1200,24.90,344.42,6825.83
0.1500,24.90,344.42,6888.45
0.1700,22.82,375.73,6700.59
0.1800,24.90,344.42,6763.21
0.2200,34.23,250.49,6888.45
0.2500,18.26,469.67,6481.41
0.2600,34.23,250.49,6512.72
0.2800,21.07,407.05,6606.65
0.2900,24.90,344.42,6168.30
0.3000,16.11,532.29,6387.48
0.3100,15.21,563.60,2630.14
0.3200,18.26,469.67,2724.07
0.3500,13.69,626.22,6293.54
0.3600,12.45,688.85,6230.92
0.3700,15.21,563.60,5604.70
0.3900,21.07,407.05,6575.34
0.4000,22.82,375.73,6606.65
0.4400,27.39,313.11,6794.52
0.4500,19.56,438.36,6763.21
0.4600,22.82,375.73,2974.56
0.4700,24.90,344.42,2943.25
0.4800,24.90,344.42,2692.76
0.8300,91.29,93.93,5291.59
0.8500,17.12,500.98,5322.90
0.8600,24.90,344.42,2348.34
0.8700,34.23,250.49,2348.34
0.8800,39.12,219.18,2348.34
0.9300,68.47,125.24,5761.25
1.0200,8.56,1001.96,2536.20
1.0300,8.56,1001.96,2536.20
1.0400,9.78,876.71,2504.89
1.0700,91.29,93.93,2379.65
1.0800,45.64,187.87,2536.20
1.0900,34.23,250.49,2630.14
1.1000,45.64,187.87,2724.07
1.2000,8.56,1001.96,2724.07
1.2100,7.61,1127.20,2661.45
1.2300,22.82,375.73,2285.71
1.2400,19.56,438.36,6669.28
1.2500,16.11,532.29,6418.79
1.2600,13.69,626.22,6575.34
1.2700,11.91,720.16,6700.59
1.2800,11.41,751.47,6731.90
1.2900,10.53,814.09,6418.79
1.3000,10.14,845.40,6356.16
1.3100,9.44,908.02,6387.48
1.3200,9.44,908.02,6512.72
1.3300,10.53,814.09,6637.96
1.3400,13.69,626.22,6763.21
1.3500,16.11,532.29,2786.69
1.3600,16.11,532.29,2598.83
1.3700,15.21,563.60,2598.83
1.3800,17.12,500.98,2598.83
1.4400,54.77,156.56,2442.27
1.5500,39.12,219.18,6857.14
1.5600,34.23,250.49,6825.83
1.6000,68.47,125.24,5166.34
1.6200,34.23,250.49,5166.34
1.6900,18.26,469.67,5135.03
1.7000,12.45,688.85,5542.07
1.7100,10.14,845.40,5041.10
1.7200,10.14,845.40,5041.10
1.7300,30.43,281.80,5009.78
1.7400,17.12,500.98,3099.80
1.7500,14.41,594.91,2786.69
1.7600,13.69,626.22,6951.08
1.7700,13.69,626.22,7170.25
1.7800,13.69,626.22,7232.88
1.7900,13.04,657.53,7170.25
1.8000,12.45,688.85,7107.63
1.8100,12.45,688.85,4947.16
1.8200,10.95,782.78,4508.81
1.8300,9.44,908.02,4665.36
1.8400,8.83,970.65,4508.81
1.8500,8.83,970.65,7232.88
1.8600,9.78,876.71,7608.61
1.8700,11.41,751.47,5041.10
1.8800,11.91,720.16,6011.74
1.8900,11.91,720.16,5698.63
1.9000,13.69,626.22,5823.87
1.9100,19.56,438.36,6074.36
1.9200,17.12,500.98,6011.74
1.9300,14.41,594.91,5917.81
1.9400,12.45,688.85,5573.39
1.9500,15.21,563.60,5542.07
1.9600,17.12,500.98,5416.83
1.9700,13.69,626.22,5354.21
1.9800,11.91,720.16,5448.14
2.0200,27.39,313.11,5072.41
2.0300,24.90,344.42,5448.14
2.0400,27.39,313.11,5510.76
2.0700,22.82,375.73,5103.72
2.0800,21.07,407.05,2129.16
2.0900,21.07,407.05,5166.34
2.1000,21.07,407.05,11585.13
2.1100,19.56,438.36,11428.57
2.1200,18.26,469.67,11209.39
2.1300,19.56,438.36,11146.77
2.1400,21.07,407.05,5385.52
2.1500,24.90,344.42,5698.63
2.1600,24.90,344.42,3099.80
2.1700,27.39,313.11,6324.85
2.1800,34.23,250.49,7076.32
2.2500,91.29,93.93,3037.18
2.2700,45.64,187.87,3538.16
2.2800,22.82,375.73,3694.72
2.2900,21.07,407.05,3726.03
2.3000,21.07,407.05,3632.09
2.3100,22.82,375.73,3663.41
2.3200,24.90,344.42,3694.72
2.3300,24.90,344.42,3632.09
2.3400,24.90,344.42,3663.41
2.3500,27.39,313.11,3600.78
2.3600,22.82,375.73,3569.47
2.3700,22.82,375.73,3569.47
2.3800,68.47,125.24,2724.07
2.3900,27.39,313.11,5479.45
2.4600,10.95,782.78,2348.34
2.4700,10.95,782.78,2223.09
2.4800,12.45,688.85,5761.25
2.5300,30.43,281.80,14340.51
2.5400,16.11,532.29,5823.87
2.5500,13.04,657.53,5698.63
2.5600,13.69,626.22,5886.50
2.5700,27.39,313.11,14371.82
2.5800,22.82,375.73,5166.34
2.5900,22.82,375.73,6011.74
2.6000,21.07,407.05,5980.43
2.6100,21.07,407.05,5886.50
2.6200,24.90,344.42,5510.76
2.6500,30.43,281.80,5416.83
2.6600,30.43,281.80,5573.39
2.6700,54.77,156.56,11240.70
2.6900,54.77,156.56,5354.21
2.7000,54.77,156.56,5291.59
2.7300,34.23,250.49,5322.90
2.7400,16.11,532.29,5510.76
2.7500,17.12,500.98,5322.90
2.7600,19.56,438.36,5260.27
2.7700,16.11,532.29,5322.90
2.7800,9.13,939.33,5291.59
2.7900,9.44,908.02,5260.27
2.8300,45.64,187.87,2724.07
2.8400,30.43,281.80,2598.83
2.8500,27.39,313.11,2504.89
2.8600,34.23,250.49,2536.20
2.8700,30.43,281.80,2630.14
2.8800,27.39,313.11,2598.83
2.8900,27.39,313.11,2379.65
2.9000,27.39,313.11,2223.09
2.9100,34.23,250.49,5636.01
2.9300,91.29,93.93,5949.12
2.9400,34.23,250.49,6293.54
2.9500,39.12,219.18,6168.30
3.0100,13.69,626.22,5385.52
3.0200,17.12,500.98,5479.45
3.0600,8.83,970.65,5072.41
3.0700,10.14,845.40,5009.78
3.0800,11.41,751.47,4915.85
3.0900,18.26,469.67,4915.85
3.1300,10.14,845.40,2911.94
3.1400,24.90,344.42,2880.63
3.1500,27.39,313.11,2880.63
3.1600,21.07,407.05,6105.68
3.1700,19.56,438.36,6168.30
3.1800,17.12,500.98,6450.10
3.1900,14.41,594.91,6168.30
3.2100,11.41,751.47,12868.88
3.2200,11.41,751.47,4133.07
3.2300,11.91,720.16,4540.12
3.2400,11.91,720.16,5636.01
3.2500,13.69,626.22,5260.27
3.2600,15.21,563.60,4884.54
3.2700,18.26,469.67,4853.23
3.2800,21.07,407.05,5510.76
3.2900,19.56,438.36,5573.39
3.3000,16.11,532.29,4164.38
3.3100,15.21,563.60,4195.69
3.3200,15.21,563.60,4133.07
3.3300,14.41,594.91,4320.94
3.3400,14.41,594.91,4665.36
3.3500,21.07,407.05,14246.58
3.3600,30.43,281.80,5980.43
3.3700,21.07,407.05,2504.89
3.3800,14.41,594.91,2755.38
3.3900,16.11,532.29,2755.38
3.4600,91.29,93.93,2630.14
3.4700,34.23,250.49,2692.76
3.4800,34.23,250.49,2849.32
3.5100,34.23,250.49,2567.51
3.5200,45.64,187.87,2911.94
3.6000,9.44,908.02,3538.16
3.6100,8.83,970.65,4101.76
3.6200,9.44,908.02,5792.56
3.6700,54.77,156.56,4133.07
3.7200,39.12,219.18,3475.54
3.7300,27.39,313.11,5949.12
3.7400,27.39,313.11,5729.94
3.7500,24.90,344.42,5573.39
3.7600,30.43,281.80,5729.94
3.7700,34.23,250.49,5980.43
3.7800,68.47,125.24,6105.68
3.8400,16.11,532.29,6043.05
3.8500,15.21,563.60,6043.05
3.8800,16.11,532.29,14371.82
3.8900,18.26,469.67,6387.48
3.9000,18.26,469.67,6043.05
3.9100,19.56,438.36,5886.50
3.9200,21.07,407.05,5855.19
3.9300,24.90,344.42,6011.74
3.9400,24.90,344.42,6074.36
3.9500,27.39,313.11,11428.57
3.9600,34.23,250.49,5917.81
4.0800,21.07,407.05,3068.49
4.0900,15.21,563.60,3005.87
4.1000,16.11,532.29,3037.18
4.1100,18.26,469.67,3068.49
4.1200,19.56,438.36,3131.12
4.1300,19.56,438.36,6825.83
