Time (s),Vocal Tract Length (cm),f1 (Hz),f2 (Hz)
0.8500,26.08,328.77,8876.71
1.5300,26.08,328.77,7608.61
2.6800,45.64,187.87,21557.73
2.6900,91.29,93.93,21604.70
2.7400,7.30,1174.17,6810.18
2.8700,36.52,234.83,3804.31
3.0700,18.26,469.67,4790.61
3.0800,18.26,469.67,4837.57
3.0900,20.29,422.70,4696.67
3.1300,18.26,469.67,4367.91
3.1400,16.60,516.63,21651.66
3.1500,16.60,516.63,21698.63
3.1600,18.26,469.67,12774.95
3.1700,18.26,469.67,3334.64
3.1800,18.26,469.67,3334.64
3.1900,18.26,469.67,3334.64
3.2000,30.43,281.80,17283.76
3.2100,30.43,281.80,17283.76
3.2200,22.82,375.73,8594.91
3.2300,20.29,422.70,17142.86
3.2400,18.26,469.67,16861.06
3.2500,26.08,328.77,17283.76
3.2600,22.82,375.73,8219.18
3.2700,16.60,516.63,8876.71
3.2800,15.21,563.60,8876.71
3.2900,15.21,563.60,8829.75
3.3000,15.21,563.60,8782.78
3.3100,36.52,234.83,8594.91
4.5100,36.52,234.83,9205.48
4.5200,30.43,281.80,9252.45
4.5300,26.08,328.77,8876.71
4.5600,91.29,93.93,8688.85
4.5700,26.08,328.77,8594.91
4.5800,26.08,328.77,8500.98
4.5900,45.64,187.87,8313.11
4.6000,36.52,234.83,12962.82
4.6100,26.08,328.77,12727.98
4.6200,22.82,375.73,7749.51
4.6300,22.82,375.73,8266.14
5.4500,45.64,187.87,6058.71
5.4700,30.43,281.80,5823.87
5.4800,45.64,187.87,13244.62
5.5200,30.43,281.80,12727.98
5.5300,26.08,328.77,21604.70
5.5500,22.82,375.73,8125.24
5.5600,22.82,375.73,8923.68
5.5700,22.82,375.73,2958.90
5.5800,30.43,281.80,2958.90
6.9900,30.43,281.80,5119.37
7.0000,45.64,187.87,5354.21
7.0100,91.29,93.93,5354.21
7.0200,60.86,140.90,5354.21
7.0300,91.29,93.93,5166.34
7.4900,26.08,328.77,4367.91
