Time (s),Vocal Tract Length (cm),f1 (Hz),f2 (Hz)
0.1100,18.26,469.67,4947.16
0.1200,19.56,438.36,4947.16
0.3200,27.39,313.11,6324.85
0.3400,91.29,93.93,3600.78
0.3500,30.43,281.80,4070.45
0.6200,30.43,281.80,3256.36
0.6300,30.43,281.80,3162.43
0.6400,27.39,313.11,3225.05
0.6500,30.43,281.80,3256.36
0.6600,39.12,219.18,3162.43
0.6700,45.64,187.87,3037.18
0.6800,54.77,156.56,2943.25
0.7300,30.43,281.80,14434.44
0.7400,27.39,313.11,8454.01
0.7500,27.39,313.11,14465.75
0.7600,30.43,281.80,14340.51
0.7800,24.90,344.42,9048.92
0.7900,24.90,344.42,9205.48
0.8000,22.82,375.73,9330.72
0.8100,22.82,375.73,9487.28
0.8200,22.82,375.73,9612.52
0.8300,22.82,375.73,8704.50
0.8400,19.56,438.36,8641.88
0.8500,22.82,375.73,6888.45
0.8600,27.39,313.11,4446.18
0.9800,45.64,187.87,4352.25
0.9900,45.64,187.87,4289.63
1.0100,91.29,93.93,3506.85
1.0200,24.90,344.42,7295.50
1.0300,19.56,438.36,7170.25
1.0400,18.26,469.67,7138.94
1.0500,18.26,469.67,7702.54
1.0600,16.11,532.29,8015.66
1.0700,15.21,563.60,11522.50
1.0800,14.41,594.91,11491.19
1.0900,15.21,563.60,8109.59
1.1000,17.12,500.98,8360.08
1.1100,19.56,438.36,7765.17
1.1200,21.07,407.05,7295.50
1.1300,22.82,375.73,8579.26
1.1400,19.56,438.36,8798.43
1.1500,19.56,438.36,8610.57
1.1700,19.56,438.36,11553.82
1.1800,18.26,469.67,11428.57
1.1900,18.26,469.67,8078.28
1.2000,16.11,532.29,8861.06
1.2100,15.21,563.60,12806.26
1.2200,16.11,532.29,9612.52
1.2300,19.56,438.36,9769.08
1.2500,54.77,156.56,10677.10
1.2600,34.23,250.49,6700.59
1.2700,30.43,281.80,10708.41
1.2800,30.43,281.80,9612.52
1.2900,30.43,281.80,9174.17
1.3000,27.39,313.11,5823.87
1.3100,27.39,313.11,5886.50
1.3200,27.39,313.11,6011.74
1.3300,30.43,281.80,2818.00
1.3400,24.90,344.42,2755.38
1.3800,68.47,125.24,3037.18
1.3900,30.43,281.80,3005.87
1.4000,24.90,344.42,3068.49
1.4100,24.90,344.42,3193.74
1.4200,34.23,250.49,3099.80
1.4500,45.64,187.87,3193.74
1.4600,30.43,281.80,3131.12
1.4700,30.43,281.80,3068.49
1.4800,30.43,281.80,9894.32
1.4900,27.39,313.11,10050.88
1.5000,24.90,344.42,9800.39
1.5100,27.39,313.11,9581.21
1.5200,30.43,281.80,9581.21
1.5300,39.12,219.18,9017.61
1.7600,22.82,375.73,10082.19
1.7700,18.26,469.67,10270.06
1.7800,17.12,500.98,10144.81
1.7900,17.12,500.98,6512.72
1.8000,17.12,500.98,7107.63
1.8100,16.11,532.29,6857.14
1.8200,17.12,500.98,6825.83
1.8400,17.12,500.98,6669.28
1.8500,16.11,532.29,14090.02
1.8600,17.12,500.98,5855.19
1.8900,17.12,500.98,9831.70
1.9000,18.26,469.67,10144.81
1.9100,22.82,375.73,14309.20
1.9200,27.39,313.11,14152.64
1.9400,21.07,407.05,7326.81
1.9500,18.26,469.67,7170.25
1.9600,17.12,500.98,7201.57
1.9700,17.12,500.98,7483.37
1.9800,16.11,532.29,6919.77
2.0000,8.83,970.65,7671.23
2.0100,12.45,688.85,7577.30
2.0200,11.91,720.16,7483.37
2.0300,12.45,688.85,7733.86
2.0400,11.41,751.47,7859.10
2.0800,30.43,281.80,10270.06
2.0900,22.82,375.73,10457.93
2.1000,22.82,375.73,9800.39
2.1100,24.90,344.42,8735.81
2.1200,24.90,344.42,14434.44
2.1300,30.43,281.80,14371.82
2.1400,45.64,187.87,9612.52
2.1500,45.64,187.87,9956.95
2.1600,45.64,187.87,10019.57
2.2200,7.40,1158.51,8641.88
2.2300,7.21,1189.82,4508.81
2.2800,8.05,1064.58,9205.48
2.2900,13.69,626.22,6199.61
2.3000,19.56,438.36,4634.05
2.3900,7.21,1189.82,4634.05
2.4000,7.21,1189.82,3600.78
2.4100,7.21,1189.82,7859.10
2.4200,7.21,1189.82,6857.14
2.4300,7.61,1127.20,6544.03
2.4400,7.61,1127.20,6637.96
2.4600,17.12,500.98,13745.60
2.4700,18.26,469.67,14152.64
2.4800,17.12,500.98,14465.75
2.4900,17.12,500.98,11428.57
2.5000,17.12,500.98,2974.56
2.5100,17.12,500.98,3099.80
2.5200,17.12,500.98,3162.43
2.5300,18.26,469.67,3005.87
2.5400,18.26,469.67,6544.03
2.5500,17.12,500.98,6136.99
2.5600,17.12,500.98,6168.30
2.5700,17.12,500.98,6481.41
2.5800,19.56,438.36,9612.52
2.6000,54.77,156.56,4759.30
2.6100,30.43,281.80,4884.54
2.6200,27.39,313.11,5041.10
2.6300,24.90,344.42,8829.75
2.6400,22.82,375.73,8454.01
2.6500,21.07,407.05,10614.48
2.6600,19.56,438.36,6919.77
2.6700,19.56,438.36,10614.48
2.6800,19.56,438.36,10395.30
2.6900,18.26,469.67,8767.12
2.7000,18.26,469.67,9236.79
2.7100,18.26,469.67,9205.48
2.7200,17.12,500.98,8266.14
2.7300,17.12,500.98,8297.46
2.7400,18.26,469.67,8391.39
2.7500,18.26,469.67,8767.12
2.7600,19.56,438.36,9612.52
2.7900,45.64,187.87,14277.89
2.8000,54.77,156.56,8704.50
3.1300,34.23,250.49,3851.27
3.1400,18.26,469.67,3976.52
3.1900,9.44,908.02,4070.45
