Time (s),Vocal Tract Length (cm),f1 (Hz),f2 (Hz)
0.0000,7.82,1095.89,2786.69
0.1400,8.56,1001.96,6136.99
0.1500,7.82,1095.89,6074.36
0.6500,10.95,782.78,3506.85
0.6600,10.53,814.09,3005.87
0.7100,39.12,219.18,11146.77
0.7400,91.29,93.93,11491.19
0.8400,22.82,375.73,4477.50
0.8500,22.82,375.73,4289.63
0.8700,18.26,469.67,14309.20
0.8800,18.26,469.67,11178.08
0.8900,18.26,469.67,11115.46
0.9000,18.26,469.67,8297.46
0.9100,19.56,438.36,8579.26
0.9200,22.82,375.73,14403.13
1.1300,8.30,1033.27,5604.70
1.2100,18.26,469.67,2818.00
1.2200,11.91,720.16,6700.59
1.2300,12.45,688.85,5197.65
1.2400,10.53,814.09,14277.89
1.2500,10.95,782.78,12868.88
1.2600,10.53,814.09,12931.51
1.2700,10.14,845.40,12962.82
1.2800,10.95,782.78,12837.57
1.3000,11.91,720.16,9894.32
1.3100,11.41,751.47,9956.95
1.6300,24.90,344.42,5135.03
1.6400,14.41,594.91,5322.90
1.6500,14.41,594.91,6356.16
1.6600,19.56,438.36,7045.01
1.6800,10.53,814.09,7045.01
1.6900,8.30,1033.27,6982.39
1.7000,8.30,1033.27,6919.77
1.7400,21.07,407.05,11303.33
1.7900,45.64,187.87,14340.51
1.8300,54.77,156.56,11428.57
1.8400,34.23,250.49,8516.63
1.8500,30.43,281.80,8360.08
1.8600,34.23,250.49,3882.58
1.8700,34.23,250.49,11240.70
1.8800,30.43,281.80,11240.70
1.8900,27.39,313.11,4133.07
1.9000,27.39,313.11,4289.63
1.9100,27.39,313.11,4289.63
1.9200,27.39,313.11,4195.69
1.9300,27.39,313.11,3788.65
1.9400,30.43,281.80,3600.78
1.9500,45.64,187.87,3350.29
2.1000,13.69,626.22,6293.54
2.1500,10.53,814.09,6418.79
2.1600,8.56,1001.96,6418.79
2.1800,34.23,250.49,6387.48
2.1900,30.43,281.80,5949.12
2.2000,30.43,281.80,5698.63
2.2100,30.43,281.80,11522.50
2.2200,34.23,250.49,11272.02
2.2400,34.23,250.49,9831.70
2.2900,45.64,187.87,9956.95
2.5500,39.12,219.18,3913.89
2.5600,39.12,219.18,6512.72
2.5700,45.64,187.87,6669.28
2.5800,54.77,156.56,6794.52
2.6600,54.77,156.56,3131.12
2.6700,54.77,156.56,5855.19
2.7200,68.47,125.24,8579.26
2.9700,54.77,156.56,2567.51
3.0000,91.29,93.93,8516.63
3.0100,54.77,156.56,11522.50
3.0700,68.47,125.24,11397.26
3.0800,34.23,250.49,14434.44
3.1000,30.43,281.80,11459.88
3.1100,30.43,281.80,11397.26
3.1200,34.23,250.49,14465.75
3.1300,39.12,219.18,8422.70
3.1400,45.64,187.87,8673.19
3.2300,39.12,219.18,2911.94
3.2400,34.23,250.49,3005.87
3.2500,39.12,219.18,5729.94
3.2600,54.77,156.56,11522.50
3.4000,21.07,407.05,11209.39
3.4100,10.14,845.40,11178.08
3.4400,12.45,688.85,6825.83
3.4500,13.69,626.22,7076.32
3.4600,15.21,563.60,7107.63
3.4700,17.12,500.98,7013.70
3.4800,21.07,407.05,7045.01
3.5200,45.64,187.87,2473.58
3.5700,45.64,187.87,14371.82
3.5800,45.64,187.87,13996.09
3.6800,30.43,281.80,9800.39
3.6900,13.69,626.22,5855.19
3.7000,10.95,782.78,5886.50
3.7100,10.14,845.40,3381.60
3.7200,10.14,845.40,3099.80
3.7300,10.14,845.40,5385.52
3.7400,10.14,845.40,14371.82
3.7600,10.14,845.40,14215.26
3.7700,9.78,876.71,4853.23
3.7800,9.13,939.33,5041.10
3.7900,8.05,1064.58,4477.50
3.8000,8.83,970.65,3913.89
3.8100,8.56,1001.96,6731.90
3.8200,8.05,1064.58,6951.08
3.8600,8.83,970.65,6011.74
3.8700,11.91,720.16,1471.62
3.8800,12.45,688.85,1471.62
3.8900,13.69,626.22,6919.77
3.9000,17.12,500.98,6857.14
3.9100,24.90,344.42,6825.83
3.9200,45.64,187.87,6731.90
3.9900,9.13,939.33,6356.16
4.2600,8.30,1033.27,4101.76
4.2700,8.56,1001.96,6982.39
4.2800,8.56,1001.96,7045.01
4.3000,9.13,939.33,14058.71
4.3100,8.56,1001.96,11209.39
4.3200,7.61,1127.20,6637.96
4.3300,7.61,1127.20,6606.65
4.3400,10.53,814.09,6951.08
4.3500,11.91,720.16,1409.00
4.3600,13.69,626.22,1377.69
4.3700,27.39,313.11,1346.38
4.3900,7.21,1189.82,7138.94
4.4000,7.61,1127.20,7138.94
4.4100,8.30,1033.27,6857.14
5.1100,10.95,782.78,3037.18
5.1200,7.61,1127.20,3287.67
5.1300,8.05,1064.58,3569.47
