Time (s),Vocal Tract Length (cm),f1 (Hz),f2 (Hz)
0.0200,8.69,986.30,3475.54
0.0500,10.14,845.40,4696.67
0.0600,7.61,1127.20,7326.81
0.0700,11.41,751.47,4790.61
0.0900,8.69,986.30,4180.04
0.1300,30.43,281.80,7514.68
0.1400,13.04,657.53,7373.78
0.4100,10.14,845.40,5260.27
0.4200,12.17,704.50,12117.42
0.4500,20.29,422.70,14277.89
0.5600,26.08,328.77,10661.45
0.5900,13.04,657.53,7561.64
0.6700,13.04,657.53,14136.99
0.6800,14.04,610.57,14747.55
0.7800,10.14,845.40,6105.68
0.7900,13.04,657.53,15217.22
0.8000,14.04,610.57,7279.84
0.8900,26.08,328.77,21510.76
0.9300,11.41,751.47,14841.49
0.9500,12.17,704.50,10661.45
0.9600,10.74,798.43,21651.66
0.9700,14.04,610.57,21839.53
1.1100,7.61,1127.20,21510.76
1.1200,9.13,939.33,14794.52
1.1300,10.74,798.43,7514.68
1.1400,13.04,657.53,14935.42
1.1500,10.74,798.43,7373.78
1.2400,22.82,375.73,4602.74
1.2500,14.04,610.57,4461.84
1.2800,26.08,328.77,6152.64
1.2900,12.17,704.50,5119.37
1.3000,10.14,845.40,5025.44
1.3500,60.86,140.90,6293.54
1.5100,30.43,281.80,8688.85
1.5200,26.08,328.77,3569.47
1.5300,36.52,234.83,8641.88
1.5400,30.43,281.80,8594.91
1.5500,26.08,328.77,8594.91
1.5600,26.08,328.77,8782.78
1.5700,26.08,328.77,8876.71
1.5800,26.08,328.77,3992.17
1.6500,60.86,140.90,8454.01
1.6600,22.82,375.73,8360.08
1.6700,30.43,281.80,12868.88
1.6800,91.29,93.93,12868.88
1.7600,18.26,469.67,10003.91
1.7700,15.21,563.60,21698.63
1.7800,14.04,610.57,21698.63
1.7900,14.04,610.57,17001.96
1.8000,14.04,610.57,17001.96
1.8100,14.04,610.57,17001.96
1.8200,14.04,610.57,17095.89
1.8300,14.04,610.57,17283.76
1.8400,14.04,610.57,17142.86
1.8500,14.04,610.57,21651.66
1.8600,15.21,563.60,16814.09
1.8700,15.21,563.60,8782.78
1.8800,15.21,563.60,8829.75
1.8900,16.60,516.63,14043.05
1.9000,20.29,422.70,13479.45
1.9300,14.04,610.57,19444.23
1.9800,45.64,187.87,4602.74
1.9900,26.08,328.77,4273.97
2.0000,22.82,375.73,4273.97
2.0100,22.82,375.73,4273.97
2.0200,26.08,328.77,4931.51
2.1100,18.26,469.67,5636.01
2.2900,91.29,93.93,3052.84
2.3000,26.08,328.77,3052.84
2.3100,26.08,328.77,2958.90
2.3200,22.82,375.73,3005.87
2.3300,22.82,375.73,3052.84
2.3900,45.64,187.87,8313.11
2.4200,30.43,281.80,8500.98
2.4300,26.08,328.77,8594.91
2.4400,36.52,234.83,8547.95
2.5100,30.43,281.80,4039.14
2.5200,22.82,375.73,4273.97
2.5700,22.82,375.73,4039.14
2.5800,22.82,375.73,4039.14
2.5900,22.82,375.73,9158.51
2.6000,26.08,328.77,8829.75
2.9000,91.29,93.93,4133.07
2.9100,30.43,281.80,4273.97
2.9200,36.52,234.83,4227.01
2.9500,36.52,234.83,4273.97
