Time (s),Vocal Tract Length (cm),f1 (Hz),f2 (Hz)
0.0000,9.13,939.33,3788.65
0.0200,11.41,751.47,4414.87
0.0400,16.11,532.29,4665.36
0.0500,10.14,845.40,4634.05
0.0600,9.44,908.02,4696.67
0.0700,9.44,908.02,5041.10
0.0800,11.91,720.16,5072.41
0.0900,14.41,594.91,4258.32
0.1700,11.41,751.47,4540.12
0.1800,10.95,782.78,4727.98
0.1900,9.78,876.71,5041.10
0.2000,9.13,939.33,5197.65
0.2100,8.83,970.65,5197.65
0.2200,8.30,1033.27,5072.41
0.2300,8.83,970.65,5009.78
0.2400,8.56,1001.96,4884.54
0.2500,8.30,1033.27,4947.16
0.2600,9.44,908.02,5135.03
0.2700,10.95,782.78,5166.34
0.2800,11.91,720.16,5291.59
0.2900,7.40,1158.51,5135.03
0.3000,7.61,1127.20,5041.10
0.3100,7.61,1127.20,5009.78
0.3200,7.61,1127.20,5166.34
0.3300,7.82,1095.89,5322.90
0.3400,8.30,1033.27,5636.01
0.3500,8.83,970.65,5385.52
0.4100,7.61,1127.20,6136.99
0.4200,8.05,1064.58,6230.92
0.4300,7.21,1189.82,5886.50
0.4900,7.21,1189.82,5354.21
0.5200,7.21,1189.82,5103.72
0.5300,7.40,1158.51,5792.56
0.5600,7.61,1127.20,6481.41
0.5700,8.56,1001.96,6043.05
0.5800,8.56,1001.96,5855.19
0.5900,8.05,1064.58,5604.70
0.6000,7.82,1095.89,9925.64
0.6100,8.30,1033.27,5228.96
0.6200,10.14,845.40,6043.05
0.6300,13.04,657.53,6450.10
0.6400,21.07,407.05,6794.52
0.6800,8.05,1064.58,6794.52
0.6900,10.14,845.40,6794.52
0.7000,8.56,1001.96,6637.96
0.7100,7.82,1095.89,9581.21
0.7400,7.40,1158.51,9142.86
0.7700,18.26,469.67,9643.84
0.7800,9.13,939.33,9737.77
0.7900,8.56,1001.96,5260.27
0.8000,8.05,1064.58,5980.43
0.8100,7.40,1158.51,7232.88
0.8300,45.64,187.87,3381.60
0.8400,19.56,438.36,3318.98
0.8500,18.26,469.67,3068.49
0.8600,19.56,438.36,3005.87
0.8700,19.56,438.36,3068.49
0.8800,21.07,407.05,2849.32
0.8900,22.82,375.73,8454.01
0.9000,21.07,407.05,3037.18
0.9100,21.07,407.05,3193.74
0.9200,22.82,375.73,2911.94
0.9300,24.90,344.42,8266.14
0.9400,22.82,375.73,2724.07
1.0400,45.64,187.87,2849.32
1.2200,45.64,187.87,2786.69
1.3800,27.39,313.11,3694.72
1.3900,22.82,375.73,3694.72
1.4000,22.82,375.73,3788.65
1.4100,22.82,375.73,3851.27
1.4200,91.29,93.93,3694.72
1.4300,91.29,93.93,3569.47
1.4400,21.07,407.05,3318.98
1.4600,18.26,469.67,14434.44
1.4700,17.12,500.98,3256.36
1.4800,19.56,438.36,3726.03
1.4900,19.56,438.36,3819.96
1.5000,19.56,438.36,14246.58
1.5100,21.07,407.05,7890.41
1.5200,24.90,344.42,7984.34
1.5300,22.82,375.73,3757.34
1.5400,21.07,407.05,14434.44
1.5500,45.64,187.87,7984.34
1.6000,39.12,219.18,2818.00
1.6100,24.90,344.42,2849.32
1.6200,24.90,344.42,3005.87
1.7600,22.82,375.73,5636.01
1.7700,27.39,313.11,9299.41
1.7800,34.23,250.49,9174.17
1.7900,24.90,344.42,14309.20
1.8000,39.12,219.18,8328.77
1.8100,30.43,281.80,5479.45
1.8200,27.39,313.11,8485.32
1.8300,30.43,281.80,14403.13
1.8400,30.43,281.80,11209.39
1.9000,68.47,125.24,2598.83
1.9100,39.12,219.18,2598.83
1.9200,34.23,250.49,2911.94
1.9300,30.43,281.80,3193.74
1.9400,30.43,281.80,3287.67
1.9500,45.64,187.87,14309.20
1.9700,24.90,344.42,3757.34
1.9900,18.26,469.67,3976.52
2.0100,16.11,532.29,12868.88
2.1200,15.21,563.60,12681.02
2.1300,16.11,532.29,12900.20
2.1500,18.26,469.67,8485.32
2.1600,18.26,469.67,3694.72
2.2900,17.12,500.98,4446.18
2.3000,14.41,594.91,4414.87
2.3100,13.04,657.53,4508.81
2.3200,11.91,720.16,4477.50
2.3300,10.53,814.09,4508.81
2.3400,10.14,845.40,4446.18
2.3500,10.95,782.78,4383.56
2.3600,12.45,688.85,4195.69
2.3700,13.04,657.53,3945.21
2.3800,12.45,688.85,3945.21
2.3900,12.45,688.85,4039.14
2.4000,11.91,720.16,4289.63
2.4100,10.95,782.78,4477.50
2.4200,10.53,814.09,4352.25
2.4300,10.14,845.40,4352.25
2.4400,10.95,782.78,4414.87
2.4500,10.53,814.09,4414.87
2.4600,10.95,782.78,4414.87
2.4700,10.95,782.78,4540.12
2.4800,13.04,657.53,2223.09
2.4900,13.69,626.22,2410.96
2.5000,14.41,594.91,2410.96
2.5100,15.21,563.60,9080.23
2.5200,16.11,532.29,8767.12
2.5300,17.12,500.98,8923.68
2.5400,18.26,469.67,9236.79
2.5500,16.11,532.29,6043.05
2.5600,13.69,626.22,2661.45
2.5700,14.41,594.91,5510.76
2.7400,39.12,219.18,4352.25
2.7500,34.23,250.49,4508.81
2.8000,39.12,219.18,3569.47
2.8100,34.23,250.49,3538.16
2.8200,34.23,250.49,3600.78
2.8300,39.12,219.18,3569.47
2.8400,68.47,125.24,3663.41
2.9500,34.23,250.49,3788.65
2.9600,19.56,438.36,3162.43
2.9700,22.82,375.73,2849.32
