Time (s),Vocal Tract Length (cm),f1 (Hz),f2 (Hz)
0.0400,7.61,1127.20,3318.98
0.4800,68.47,125.24,5729.94
0.5000,91.29,93.93,8641.88
1.0800,13.04,657.53,4477.50
1.0900,7.82,1095.89,4383.56
1.1000,10.14,845.40,3882.58
1.1100,30.43,281.80,3444.23
1.1200,24.90,344.42,5542.07
1.1300,22.82,375.73,5667.32
1.1400,22.82,375.73,2911.94
1.1500,24.90,344.42,2911.94
1.1600,30.43,281.80,2911.94
1.1700,39.12,219.18,8610.57
1.2000,39.12,219.18,5949.12
1.2100,34.23,250.49,3819.96
1.2800,30.43,281.80,3569.47
1.3200,7.21,1189.82,7107.63
1.3500,7.40,1158.51,3945.21
1.4000,54.77,156.56,6262.23
1.4100,45.64,187.87,6230.92
1.4200,45.64,187.87,6230.92
1.4300,54.77,156.56,6136.99
1.4700,68.47,125.24,8516.63
1.5000,91.29,93.93,6951.08
1.5100,27.39,313.11,6857.14
1.5200,22.82,375.73,6324.85
1.5300,19.56,438.36,6450.10
1.5400,19.56,438.36,6512.72
1.5500,24.90,344.42,2536.20
1.5600,27.39,313.11,6011.74
1.5700,27.39,313.11,2818.00
1.5800,34.23,250.49,3412.92
1.7000,11.91,720.16,4508.81
1.7100,39.12,219.18,4508.81
1.7500,8.05,1064.58,7733.86
1.7600,10.14,845.40,7389.43
1.7700,10.14,845.40,7138.94
1.7800,8.30,1033.27,7076.32
1.7900,7.40,1158.51,3757.34
1.8000,7.61,1127.20,3600.78
1.8100,7.82,1095.89,3663.41
1.8200,10.14,845.40,6575.34
1.8300,10.95,782.78,10082.19
1.8400,10.14,845.40,3788.65
1.8500,8.83,970.65,3663.41
1.8600,8.56,1001.96,3475.54
1.8700,8.56,1001.96,3600.78
1.8800,8.83,970.65,3819.96
1.8900,9.13,939.33,3976.52
1.9100,19.56,438.36,3945.21
1.9200,18.26,469.67,3976.52
1.9300,19.56,438.36,4133.07
1.9400,17.12,500.98,4320.94
1.9500,14.41,594.91,4289.63
1.9600,11.41,751.47,4414.87
1.9700,10.14,845.40,4320.94
1.9800,9.44,908.02,4227.01
1.9900,9.44,908.02,4133.07
2.0000,9.78,876.71,4320.94
2.0100,9.44,908.02,4446.18
2.1200,45.64,187.87,5823.87
2.1300,39.12,219.18,5792.56
2.1700,45.64,187.87,4320.94
2.1800,91.29,93.93,4133.07
2.2800,24.90,344.42,4320.94
2.2900,22.82,375.73,8485.32
2.3000,22.82,375.73,8579.26
2.3100,27.39,313.11,8547.95
2.3200,68.47,125.24,8422.70
2.5500,22.82,375.73,4195.69
2.6100,54.77,156.56,3099.80
2.6200,54.77,156.56,3131.12
2.6900,91.29,93.93,3475.54
2.7000,91.29,93.93,8641.88
2.7200,30.43,281.80,3538.16
2.7300,27.39,313.11,3663.41
2.7400,54.77,156.56,3569.47
2.7600,10.14,845.40,3945.21
2.7700,8.30,1033.27,3726.03
2.7800,7.61,1127.20,3788.65
2.7900,7.40,1158.51,3788.65
2.8000,7.40,1158.51,3851.27
2.8300,8.30,1033.27,3819.96
2.8400,7.61,1127.20,7107.63
2.8500,7.40,1158.51,7107.63
2.8600,7.21,1189.82,7013.70
2.9700,54.77,156.56,4759.30
2.9800,12.45,688.85,4790.61
2.9900,16.11,532.29,4947.16
3.0100,7.61,1127.20,4978.47
3.1200,68.47,125.24,8861.06
3.1300,45.64,187.87,8923.68
3.1400,39.12,219.18,9048.92
3.1500,34.23,250.49,8986.30
3.2100,13.69,626.22,4164.38
3.2600,54.77,156.56,4070.45
3.2700,39.12,219.18,9393.35
3.2800,39.12,219.18,8986.30
3.2900,39.12,219.18,14340.51
3.3000,34.23,250.49,14403.13
3.3100,27.39,313.11,9424.66
3.3200,27.39,313.11,9612.52
3.3300,27.39,313.11,9581.21
3.3400,27.39,313.11,9111.55
3.3500,24.90,344.42,8986.30
3.3600,24.90,344.42,9330.72
3.3700,24.90,344.42,9362.04
3.3800,27.39,313.11,9362.04
3.3900,68.47,125.24,4227.01
3.5300,34.23,250.49,3600.78
3.5400,91.29,93.93,5322.90
3.6500,45.64,187.87,6136.99
3.6600,39.12,219.18,6262.23
3.6700,45.64,187.87,11522.50
3.6800,45.64,187.87,8673.19
3.6900,68.47,125.24,11553.82
3.7200,91.29,93.93,4571.43
3.8500,9.78,876.71,3600.78
3.8600,27.39,313.11,3757.34
3.9400,8.56,1001.96,4289.63
3.9500,8.30,1033.27,4320.94
4.0300,68.47,125.24,11522.50
4.0400,45.64,187.87,5792.56
4.0500,45.64,187.87,5823.87
4.0600,45.64,187.87,5917.81
4.2000,45.64,187.87,3381.60
4.2100,27.39,313.11,3350.29
4.2200,30.43,281.80,9268.10
4.2300,34.23,250.49,9299.41
4.2400,34.23,250.49,9424.66
4.2500,39.12,219.18,9205.48
4.2800,39.12,219.18,3569.47
4.2900,34.23,250.49,3726.03
4.3000,45.64,187.87,3475.54
