Time (s),Vocal Tract Length (cm),f1 (Hz),f2 (Hz)
0.0000,20.29,422.70,3710.37
0.2900,8.69,986.30,3710.37
0.3200,7.61,1127.20,3663.41
0.5800,13.04,657.53,3569.47
0.6900,36.52,234.83,3710.37
0.7100,36.52,234.83,12681.02
0.7200,45.64,187.87,12821.92
0.7800,30.43,281.80,21651.66
0.7900,26.08,328.77,16908.02
0.8000,22.82,375.73,17001.96
0.8300,26.08,328.77,21604.70
0.8400,26.08,328.77,21651.66
0.8500,60.86,140.90,21651.66
1.1300,36.52,234.83,12587.08
1.1400,30.43,281.80,3569.47
1.1500,22.82,375.73,3663.41
1.1600,30.43,281.80,3287.67
1.3900,18.26,469.67,8454.01
1.4000,15.21,563.60,8782.78
1.4100,36.52,234.83,3522.50
1.4200,18.26,469.67,3522.50
1.4300,18.26,469.67,3428.57
1.4400,45.64,187.87,3428.57
1.5200,45.64,187.87,8172.21
1.5300,36.52,234.83,8313.11
1.5400,36.52,234.83,8454.01
1.5500,36.52,234.83,3757.34
1.7300,16.60,516.63,8641.88
1.7400,16.60,516.63,8594.91
1.7500,45.64,187.87,8500.98
1.7600,26.08,328.77,8594.91
1.7700,18.26,469.67,8641.88
1.7800,16.60,516.63,8407.05
1.8900,12.17,704.50,7984.34
2.0800,20.29,422.70,3193.74
2.0900,20.29,422.70,2911.94
2.1000,20.29,422.70,3099.80
2.1100,18.26,469.67,3099.80
2.1200,18.26,469.67,8407.05
2.1300,18.26,469.67,12727.98
2.1400,18.26,469.67,12774.95
2.1500,20.29,422.70,8407.05
2.1600,26.08,328.77,8454.01
2.1700,36.52,234.83,8407.05
2.1800,36.52,234.83,8313.11
2.3700,22.82,375.73,3381.60
2.3800,22.82,375.73,8407.05
2.3900,16.60,516.63,8688.85
2.4000,15.21,563.60,8688.85
2.4100,14.04,610.57,21651.66
2.4200,13.04,657.53,17283.76
2.4300,12.17,704.50,17236.79
2.4400,13.04,657.53,17189.82
2.4500,12.17,704.50,17189.82
2.4600,11.41,751.47,12681.02
2.4700,10.74,798.43,8219.18
2.4800,11.41,751.47,8266.14
2.4900,10.74,798.43,3616.44
2.5000,15.21,563.60,3710.37
3.0300,14.04,610.57,2864.97
3.1000,8.69,986.30,3757.34
3.1500,13.04,657.53,3710.37
3.1600,7.61,1127.20,3616.44
3.2000,8.30,1033.27,3945.21
3.2800,11.41,751.47,3992.17
3.4400,45.64,187.87,11225.05
