Time (s),Vocal Tract Length (cm),f1 (Hz),f2 (Hz)
0.0000,8.83,970.65,2786.69
0.0900,27.39,313.11,2818.00
0.1000,19.56,438.36,2880.63
0.1100,15.21,563.60,3005.87
0.1500,18.26,469.67,3131.12
0.1600,17.12,500.98,3162.43
0.1700,21.07,407.05,2786.69
0.1800,19.56,438.36,5636.01
0.1900,45.64,187.87,5573.39
0.2700,27.39,313.11,2661.45
0.3900,17.12,500.98,7577.30
0.4000,14.41,594.91,2943.25
0.4100,11.91,720.16,3037.18
0.4200,10.14,845.40,3099.80
0.4300,9.78,876.71,3162.43
0.4400,8.83,970.65,2630.14
0.5300,8.56,1001.96,2630.14
0.5400,8.56,1001.96,2724.07
0.5500,8.56,1001.96,2661.45
0.5600,8.30,1033.27,2567.51
0.5700,9.13,939.33,2504.89
0.7000,7.40,1158.51,3005.87
0.7100,7.61,1127.20,3005.87
0.7200,11.41,751.47,2943.25
0.7300,22.82,375.73,2880.63
0.7400,27.39,313.11,6418.79
0.7500,54.77,156.56,2473.58
0.8500,45.64,187.87,3538.16
0.8600,45.64,187.87,11553.82
0.8700,39.12,219.18,8579.26
0.8800,39.12,219.18,11522.50
0.8900,39.12,219.18,14465.75
0.9000,34.23,250.49,11522.50
0.9200,54.77,156.56,14434.44
1.0200,13.69,626.22,7138.94
1.0300,18.26,469.67,9988.26
1.0400,21.07,407.05,12931.51
1.0500,22.82,375.73,12837.57
1.0600,24.90,344.42,12837.57
1.0700,24.90,344.42,14434.44
1.0800,27.39,313.11,11334.64
1.0900,24.90,344.42,14340.51
1.1100,17.12,500.98,12900.20
1.1200,13.04,657.53,6825.83
1.1400,10.95,782.78,6982.39
1.1500,10.53,814.09,7045.01
1.1600,10.14,845.40,12900.20
1.1700,9.78,876.71,12931.51
1.1800,9.78,876.71,9956.95
1.1900,9.44,908.02,9894.32
1.2200,9.13,939.33,12900.20
1.2300,9.44,908.02,12931.51
1.2400,9.44,908.02,6982.39
1.3100,30.43,281.80,14434.44
1.3200,30.43,281.80,14340.51
1.3400,45.64,187.87,14403.13
1.3800,8.30,1033.27,14277.89
1.4800,24.90,344.42,8328.77
1.4900,22.82,375.73,8328.77
1.5200,21.07,407.05,14277.89
1.5300,22.82,375.73,14434.44
1.5400,22.82,375.73,11459.88
1.5500,24.90,344.42,11459.88
1.5600,24.90,344.42,11491.19
1.5700,34.23,250.49,11459.88
1.5800,39.12,219.18,11334.64
1.6000,27.39,313.11,12618.40
1.6100,24.90,344.42,14465.75
1.6500,16.11,532.29,14090.02
1.6600,17.12,500.98,11209.39
1.6700,17.12,500.98,5636.01
1.6800,17.12,500.98,5823.87
1.6900,18.26,469.67,5729.94
1.7000,18.26,469.67,8547.95
1.7100,19.56,438.36,11334.64
1.7200,21.07,407.05,14340.51
1.7500,18.26,469.67,3381.60
1.7600,18.26,469.67,3538.16
1.7700,18.26,469.67,3600.78
1.7800,17.12,500.98,3538.16
1.7900,16.11,532.29,3538.16
1.8000,16.11,532.29,3569.47
1.8100,18.26,469.67,3600.78
