Time (s),Vocal Tract Length (cm),f1 (Hz),f2 (Hz)
0.7600,7.21,1189.82,3788.65
0.8700,91.29,93.93,14403.13
0.8800,34.23,250.49,11272.02
0.8900,24.90,344.42,14403.13
0.9100,24.90,344.42,11428.57
0.9200,24.90,344.42,14465.75
0.9600,24.90,344.42,14371.82
0.9700,22.82,375.73,14340.51
0.9800,22.82,375.73,14371.82
0.9900,24.90,344.42,14434.44
1.0000,24.90,344.42,14371.82
1.0100,24.90,344.42,14371.82
1.1200,24.90,344.42,8109.59
1.2100,45.64,187.87,5041.10
1.2800,68.47,125.24,4571.43
1.2900,91.29,93.93,5354.21
1.3000,34.23,250.49,4665.36
1.3100,91.29,93.93,4665.36
1.3800,19.56,438.36,1753.42
1.4000,24.90,344.42,14309.20
1.4200,22.82,375.73,14246.58
1.4300,22.82,375.73,8454.01
1.4400,24.90,344.42,11522.50
1.4500,34.23,250.49,11397.26
1.4600,54.77,156.56,14434.44
1.5600,24.90,344.42,1377.69
1.5700,22.82,375.73,1502.94
1.5800,21.07,407.05,1534.25
1.6900,91.29,93.93,8203.52
1.7000,30.43,281.80,14277.89
1.7100,27.39,313.11,11459.88
1.7200,27.39,313.11,11397.26
1.7300,27.39,313.11,11334.64
1.7400,34.23,250.49,11428.57
1.7500,54.77,156.56,11459.88
1.9100,27.39,313.11,1909.98
1.9400,45.64,187.87,14434.44
1.9500,30.43,281.80,8422.70
1.9600,30.43,281.80,8547.95
1.9700,54.77,156.56,11334.64
1.9900,68.47,125.24,14309.20
2.0000,54.77,156.56,4821.92
2.1000,21.07,407.05,3538.16
2.1100,21.07,407.05,3506.85
2.1200,21.07,407.05,3600.78
2.1300,27.39,313.11,4727.98
2.3000,22.82,375.73,4508.81
2.3200,22.82,375.73,2223.09
2.3300,22.82,375.73,14340.51
2.3400,21.07,407.05,12837.57
2.3500,22.82,375.73,6857.14
2.4100,39.12,219.18,11365.95
2.4200,34.23,250.49,11334.64
2.4300,34.23,250.49,8516.63
2.4400,30.43,281.80,8610.57
2.4500,30.43,281.80,8547.95
2.4600,30.43,281.80,11491.19
2.4700,27.39,313.11,11428.57
2.4800,27.39,313.11,11303.33
2.4900,27.39,313.11,11303.33
2.5000,34.23,250.49,11428.57
2.5100,54.77,156.56,11365.95
2.5200,45.64,187.87,14465.75
2.5700,45.64,187.87,14434.44
2.6100,68.47,125.24,7953.03
2.6200,39.12,219.18,14434.44
2.6300,34.23,250.49,14215.26
2.6400,34.23,250.49,14246.58
2.6500,27.39,313.11,14309.20
2.6600,27.39,313.11,14309.20
2.6700,24.90,344.42,14403.13
2.6800,22.82,375.73,11303.33
2.6900,22.82,375.73,11334.64
2.7000,22.82,375.73,11209.39
2.7100,22.82,375.73,5886.50
2.7200,22.82,375.73,5886.50
2.7300,24.90,344.42,5855.19
2.9200,39.12,219.18,5479.45
2.9300,27.39,313.11,2410.96
2.9400,27.39,313.11,2317.03
2.9500,30.43,281.80,5698.63
2.9600,39.12,219.18,8610.57
2.9700,45.64,187.87,8454.01
3.1400,39.12,219.18,7671.23
3.1700,39.12,219.18,11428.57
3.1900,27.39,313.11,11272.02
3.2000,30.43,281.80,11428.57
3.2100,34.23,250.49,11491.19
3.2200,34.23,250.49,8454.01
3.2300,34.23,250.49,8547.95
3.2400,34.23,250.49,8579.26
3.2500,39.12,219.18,8547.95
3.2600,68.47,125.24,11491.19
3.3100,91.29,93.93,8297.46
3.3200,39.12,219.18,11365.95
3.4000,91.29,93.93,2724.07
3.4800,7.21,1189.82,3005.87
3.4900,8.05,1064.58,3068.49
3.5300,68.47,125.24,3005.87
3.5400,27.39,313.11,8641.88
3.5500,27.39,313.11,11459.88
3.5600,30.43,281.80,14371.82
3.5700,30.43,281.80,14340.51
3.5800,34.23,250.49,14434.44
3.5900,34.23,250.49,11459.88
3.6000,39.12,219.18,5479.45
3.6100,34.23,250.49,5636.01
3.6200,30.43,281.80,5729.94
3.9900,34.23,250.49,4446.18
4.0000,39.12,219.18,4164.38
4.0100,30.43,281.80,4101.76
4.0200,39.12,219.18,14090.02
4.0300,39.12,219.18,14309.20
4.0800,45.64,187.87,11428.57
4.0900,34.23,250.49,8422.70
4.2600,7.21,1189.82,4696.67
4.4200,27.39,313.11,4540.12
4.4400,9.44,908.02,4915.85
4.6100,8.83,970.65,3099.80
4.6200,10.95,782.78,3131.12
4.6300,10.14,845.40,3099.80
4.6400,10.53,814.09,4759.30
4.6500,10.53,814.09,4759.30
4.6600,10.53,814.09,4790.61
4.6700,10.14,845.40,4727.98
4.6800,10.53,814.09,3663.41
4.6900,10.53,814.09,3663.41
4.7000,10.95,782.78,3287.67
