Time (s),Vocal Tract Length (cm),f1 (Hz),f2 (Hz)
0.0000,9.13,939.33,2536.20
0.0500,24.90,344.42,5197.65
0.0600,13.69,626.22,5510.76
0.0700,13.04,657.53,5792.56
0.0800,11.91,720.16,5823.87
0.1000,9.44,908.02,14027.40
0.1100,7.40,1158.51,4414.87
0.1500,17.12,500.98,4947.16
0.1600,15.21,563.60,6324.85
0.1700,13.04,657.53,6450.10
0.1800,11.41,751.47,3256.36
0.1900,11.41,751.47,6199.61
0.2000,12.45,688.85,6105.68
0.2300,13.04,657.53,6700.59
0.2400,10.95,782.78,6512.72
0.2500,12.45,688.85,6230.92
0.2600,13.69,626.22,5573.39
0.2800,39.12,219.18,6481.41
0.2900,12.45,688.85,6199.61
0.3000,11.91,720.16,2473.58
0.3100,10.14,845.40,2473.58
0.3200,10.14,845.40,2442.27
0.3300,11.41,751.47,2317.03
0.3400,17.12,500.98,5573.39
0.3500,45.64,187.87,2379.65
0.4100,10.14,845.40,5041.10
0.4200,9.78,876.71,5041.10
0.4300,9.78,876.71,3037.18
0.4400,9.78,876.71,3099.80
0.4500,11.41,751.47,10833.66
0.4600,16.11,532.29,5072.41
0.4700,13.69,626.22,2097.85
0.4800,21.07,407.05,5636.01
0.5000,12.45,688.85,5448.14
0.5100,18.26,469.67,5103.72
0.5200,45.64,187.87,4821.92
0.6300,9.78,876.71,4383.56
0.6400,8.56,1001.96,4790.61
1.0400,18.26,469.67,3225.05
1.0500,18.26,469.67,3193.74
1.0600,68.47,125.24,3193.74
1.0800,17.12,500.98,3287.67
1.0900,24.90,344.42,3475.54
1.1000,21.07,407.05,3350.29
1.1100,21.07,407.05,3350.29
1.1200,19.56,438.36,3318.98
1.1300,21.07,407.05,3569.47
1.1400,21.07,407.05,3788.65
1.1500,21.07,407.05,3726.03
1.1600,21.07,407.05,3506.85
1.1700,22.82,375.73,3193.74
1.1800,27.39,313.11,6575.34
1.1900,30.43,281.80,3569.47
1.2300,21.07,407.05,6825.83
1.2400,13.69,626.22,3663.41
1.2500,14.41,594.91,6450.10
1.2600,13.04,657.53,5698.63
1.2700,13.69,626.22,5917.81
1.2800,14.41,594.91,6168.30
1.2900,15.21,563.60,6356.16
1.3000,16.11,532.29,6450.10
1.3100,17.12,500.98,2943.25
1.3200,16.11,532.29,3256.36
1.3300,16.11,532.29,3444.23
1.3400,17.12,500.98,3663.41
1.3500,18.26,469.67,3694.72
1.3600,21.07,407.05,3538.16
1.4400,21.07,407.05,6637.96
1.4500,18.26,469.67,6669.28
1.4600,19.56,438.36,6919.77
1.4700,22.82,375.73,6951.08
1.4800,12.45,688.85,2911.94
1.5000,18.26,469.67,6763.21
1.5100,15.21,563.60,6450.10
1.5200,15.21,563.60,6544.03
1.5300,15.21,563.60,6544.03
1.5400,15.21,563.60,6544.03
1.5500,15.21,563.60,3350.29
1.5600,15.21,563.60,3757.34
1.5700,16.11,532.29,6544.03
1.5800,16.11,532.29,3882.58
1.6000,16.11,532.29,14371.82
1.6200,17.12,500.98,3757.34
1.6300,21.07,407.05,3506.85
1.6400,34.23,250.49,14309.20
1.6500,18.26,469.67,14465.75
1.6600,17.12,500.98,6794.52
1.6700,17.12,500.98,6857.14
1.7000,17.12,500.98,6637.96
1.7100,17.12,500.98,6544.03
1.7200,18.26,469.67,3225.05
1.7300,19.56,438.36,3099.80
1.7400,22.82,375.73,6262.23
1.7500,34.23,250.49,6199.61
1.7600,34.23,250.49,14309.20
1.7700,45.64,187.87,14309.20
1.8100,17.12,500.98,6168.30
1.8200,19.56,438.36,6606.65
1.8300,19.56,438.36,6512.72
1.8400,18.26,469.67,3412.92
1.8500,18.26,469.67,3037.18
1.8600,17.12,500.98,2943.25
1.8700,16.11,532.29,6481.41
1.8800,16.11,532.29,6512.72
1.8900,16.11,532.29,6512.72
1.9000,16.11,532.29,2849.32
1.9100,17.12,500.98,6575.34
1.9200,18.26,469.67,6356.16
1.9300,17.12,500.98,3913.89
1.9400,16.11,532.29,4007.83
1.9500,18.26,469.67,4164.38
1.9600,22.82,375.73,3788.65
2.0000,10.95,782.78,3538.16
2.0100,10.14,845.40,3475.54
2.0200,10.14,845.40,3475.54
2.0300,11.91,720.16,3350.29
2.0400,18.26,469.67,6544.03
2.0500,16.11,532.29,6825.83
2.0600,17.12,500.98,6731.90
2.0800,30.43,281.80,14309.20
2.0900,34.23,250.49,14434.44
2.1000,30.43,281.80,5761.25
2.1100,30.43,281.80,5604.70
2.1200,34.23,250.49,4978.47
2.1300,68.47,125.24,11272.02
2.1600,17.12,500.98,4446.18
2.1700,15.21,563.60,4540.12
2.1800,17.12,500.98,4227.01
2.1900,19.56,438.36,12712.33
2.2300,54.77,156.56,3381.60
2.2400,19.56,438.36,3882.58
2.2500,19.56,438.36,3757.34
2.2600,34.23,250.49,3851.27
2.3200,27.39,313.11,4227.01
2.3300,27.39,313.11,4133.07
2.3400,24.90,344.42,3475.54
2.3500,24.90,344.42,5698.63
2.3600,22.82,375.73,6262.23
2.3700,21.07,407.05,6606.65
2.3800,21.07,407.05,6731.90
2.3900,24.90,344.42,6825.83
2.4500,27.39,313.11,5291.59
2.4600,24.90,344.42,4571.43
2.4700,21.07,407.05,4446.18
2.4800,19.56,438.36,4101.76
2.4900,21.07,407.05,6105.68
2.5300,10.95,782.78,3475.54
2.5400,10.95,782.78,3757.34
2.5500,10.95,782.78,3726.03
2.5600,10.95,782.78,3726.03
2.5700,10.53,814.09,3538.16
2.5800,10.95,782.78,3569.47
2.5900,13.04,657.53,6512.72
2.6000,13.04,657.53,6230.92
2.6100,13.69,626.22,3726.03
2.6200,13.04,657.53,3726.03
2.6300,13.69,626.22,3694.72
2.6400,14.41,594.91,3976.52
2.6600,13.04,657.53,12868.88
2.6700,12.45,688.85,12868.88
2.7000,16.11,532.29,12900.20
2.7100,17.12,500.98,3819.96
2.7200,17.12,500.98,12837.57
2.7300,17.12,500.98,9800.39
2.7400,18.26,469.67,3538.16
2.7500,22.82,375.73,3694.72
2.7600,68.47,125.24,3632.09
2.7700,24.90,344.42,3506.85
2.7800,21.07,407.05,3193.74
2.7900,22.82,375.73,3099.80
2.8100,39.12,219.18,6011.74
2.8200,22.82,375.73,2974.56
2.8500,27.39,313.11,3068.49
2.8600,24.90,344.42,3600.78
2.8700,17.12,500.98,6230.92
2.8800,22.82,375.73,6575.34
2.9700,10.14,845.40,3350.29
2.9800,27.39,313.11,3506.85
2.9900,10.95,782.78,3788.65
3.0000,10.53,814.09,3976.52
3.0100,11.41,751.47,4383.56
3.0200,15.21,563.60,5479.45
3.0300,11.41,751.47,6763.21
3.0400,11.91,720.16,3945.21
3.0800,27.39,313.11,6387.48
3.0900,27.39,313.11,3318.98
3.1000,27.39,313.11,3099.80
3.1100,27.39,313.11,2943.25
3.1200,27.39,313.11,6418.79
3.1300,30.43,281.80,6387.48
3.2300,9.44,908.02,3600.78
3.2400,10.14,845.40,3663.41
3.2500,9.78,876.71,3726.03
3.2600,21.07,407.05,3694.72
3.3000,22.82,375.73,3663.41
3.3100,21.07,407.05,3913.89
3.3200,21.07,407.05,2974.56
3.3300,21.07,407.05,3381.60
3.3400,19.56,438.36,9800.39
3.3600,19.56,438.36,6512.72
3.3700,22.82,375.73,3851.27
3.3800,24.90,344.42,4039.14
3.3900,27.39,313.11,4133.07
3.4600,34.23,250.49,3506.85
3.4700,19.56,438.36,3538.16
3.4800,19.56,438.36,3663.41
3.4900,19.56,438.36,4007.83
3.5000,18.26,469.67,3945.21
3.5100,18.26,469.67,3726.03
3.5500,24.90,344.42,12774.95
3.5600,27.39,313.11,3569.47
3.5700,27.39,313.11,3913.89
3.5800,27.39,313.11,4007.83
3.5900,27.39,313.11,4039.14
3.6000,27.39,313.11,4007.83
3.6300,27.39,313.11,14309.20
3.6400,30.43,281.80,14371.82
3.6900,19.56,438.36,14215.26
3.7000,14.41,594.91,12712.33
3.7100,11.41,751.47,14277.89
3.7200,11.41,751.47,14215.26
3.7300,12.45,688.85,12712.33
3.7400,12.45,688.85,12618.40
3.7600,11.41,751.47,14215.26
3.7800,11.41,751.47,12931.51
3.7900,11.41,751.47,7107.63
3.8000,11.91,720.16,12900.20
3.8100,13.04,657.53,4039.14
3.8200,13.04,657.53,4101.76
3.8300,15.21,563.60,3945.21
3.8700,27.39,313.11,6825.83
3.8800,24.90,344.42,6825.83
3.9000,39.12,219.18,3475.54
3.9700,21.07,407.05,4414.87
3.9800,19.56,438.36,6669.28
3.9900,18.26,469.67,6637.96
4.0000,19.56,438.36,6606.65
4.0100,19.56,438.36,6512.72
4.0200,19.56,438.36,6387.48
4.0300,19.56,438.36,8547.95
4.0400,19.56,438.36,6230.92
4.0500,22.82,375.73,6544.03
4.0600,22.82,375.73,6669.28
4.0700,22.82,375.73,6637.96
4.0800,22.82,375.73,6293.54
4.0900,22.82,375.73,6262.23
4.1000,22.82,375.73,6825.83
4.1100,19.56,438.36,6763.21
4.1200,18.26,469.67,6731.90
4.1300,18.26,469.67,6700.59
4.1400,19.56,438.36,4039.14
4.1500,19.56,438.36,4007.83
4.1600,18.26,469.67,3945.21
4.1900,34.23,250.49,4634.05
4.2000,18.26,469.67,4164.38
4.2100,16.11,532.29,12743.64
4.2200,16.11,532.29,14403.13
4.2300,16.11,532.29,14434.44
4.2500,16.11,532.29,12900.20
4.2600,15.21,563.60,12868.88
4.2700,16.11,532.29,12806.26
4.3000,21.07,407.05,14371.82
4.3100,19.56,438.36,11240.70
4.3200,18.26,469.67,11365.95
4.3300,19.56,438.36,11272.02
4.3400,19.56,438.36,11365.95
4.3500,19.56,438.36,14215.26
4.3600,19.56,438.36,14246.58
4.3800,22.82,375.73,14403.13
4.4000,30.43,281.80,14121.33
4.4100,30.43,281.80,6857.14
4.4200,39.12,219.18,6919.77
4.4900,21.07,407.05,3757.34
4.5000,18.26,469.67,6011.74
4.5100,17.12,500.98,2536.20
4.5200,17.12,500.98,2630.14
4.5300,17.12,500.98,2661.45
4.5400,17.12,500.98,2630.14
4.5500,17.12,500.98,2598.83
4.5600,17.12,500.98,8516.63
4.5700,16.11,532.29,8516.63
4.5800,16.11,532.29,8610.57
4.5900,17.12,500.98,5542.07
4.6000,18.26,469.67,8516.63
4.6100,17.12,500.98,8485.32
4.6200,17.12,500.98,8547.95
4.6300,17.12,500.98,8266.14
4.6400,17.12,500.98,5322.90
4.6500,17.12,500.98,11428.57
4.6600,17.12,500.98,11397.26
4.6700,18.26,469.67,8547.95
4.6800,19.56,438.36,8610.57
4.6900,22.82,375.73,5448.14
4.7000,24.90,344.42,2317.03
4.7100,24.90,344.42,2379.65
4.7200,27.39,313.11,2442.27
4.7300,27.39,313.11,2536.20
4.7400,27.39,313.11,2630.14
4.7500,30.43,281.80,2598.83
4.7600,34.23,250.49,2630.14
4.7700,34.23,250.49,2630.14
4.7800,68.47,125.24,11491.19
4.7900,68.47,125.24,14465.75
4.8000,54.77,156.56,14434.44
4.8100,45.64,187.87,14465.75
4.9000,8.56,1001.96,4289.63
4.9500,18.26,469.67,12868.88
4.9600,22.82,375.73,9863.01
5.1200,24.90,344.42,6606.65
5.1300,24.90,344.42,9706.46
5.1400,27.39,313.11,14183.95
5.1600,45.64,187.87,6356.16
5.2500,16.11,532.29,6700.59
5.2600,17.12,500.98,14403.13
5.2700,16.11,532.29,14246.58
5.2800,16.11,532.29,14058.71
5.2900,17.12,500.98,14309.20
5.3000,17.12,500.98,14058.71
5.3500,19.56,438.36,3632.09
5.3600,21.07,407.05,3882.58
5.3700,21.07,407.05,4227.01
5.3800,27.39,313.11,4289.63
5.5000,22.82,375.73,3632.09
5.5100,21.07,407.05,5761.25
5.5200,21.07,407.05,2724.07
5.5300,21.07,407.05,2630.14
5.5400,19.56,438.36,2818.00
5.5500,18.26,469.67,2911.94
5.5600,17.12,500.98,11459.88
5.5700,16.11,532.29,11240.70
5.5800,15.21,563.60,11115.46
5.5900,14.41,594.91,11365.95
5.6000,13.69,626.22,11397.26
5.6100,14.41,594.91,14152.64
5.6300,14.41,594.91,5260.27
5.6400,14.41,594.91,5260.27
5.8200,14.41,594.91,2285.71
5.8300,27.39,313.11,5416.83
5.8900,27.39,313.11,2661.45
5.9000,11.41,751.47,2317.03
5.9100,11.41,751.47,5761.25
5.9200,11.91,720.16,5698.63
5.9300,12.45,688.85,5729.94
5.9400,13.04,657.53,2317.03
5.9500,18.26,469.67,2191.78
5.9900,8.56,1001.96,6544.03
6.0000,9.44,908.02,2598.83
6.0100,11.41,751.47,2661.45
6.0200,14.41,594.91,2630.14
6.0600,24.90,344.42,2348.34
6.1400,54.77,156.56,6637.96
6.1600,10.14,845.40,6387.48
6.1700,10.95,782.78,6262.23
6.1800,11.41,751.47,6293.54
6.2700,7.21,1189.82,6450.10
6.2800,14.41,594.91,6450.10
6.2900,13.04,657.53,6544.03
6.3000,9.13,939.33,6450.10
6.3100,7.61,1127.20,6387.48
6.3200,7.40,1158.51,6168.30
6.3300,7.82,1095.89,6669.28
6.3400,7.61,1127.20,6794.52
6.4100,10.14,845.40,4446.18
6.4600,10.53,814.09,4227.01
6.4700,10.14,845.40,4634.05
6.4800,21.07,407.05,6888.45
6.5800,11.91,720.16,3788.65
6.5900,11.91,720.16,3757.34
6.6000,14.41,594.91,3788.65
6.6100,16.11,532.29,3851.27
6.6400,18.26,469.67,4853.23
6.7200,10.53,814.09,6700.59
6.7300,9.78,876.71,6387.48
6.7400,9.44,908.02,6544.03
6.8000,12.45,688.85,3506.85
6.8100,10.53,814.09,10332.68
6.8200,11.91,720.16,6356.16
6.8300,13.69,626.22,6481.41
6.8400,13.04,657.53,6168.30
6.8500,8.83,970.65,6324.85
6.8600,7.82,1095.89,6418.79
6.8700,7.61,1127.20,4696.67
6.8800,8.05,1064.58,4947.16
6.8900,10.14,845.40,5166.34
6.9300,9.78,876.71,6481.41
6.9400,9.44,908.02,2317.03
6.9500,9.44,908.02,2410.96
6.9600,9.44,908.02,2410.96
6.9700,9.78,876.71,2317.03
6.9800,11.41,751.47,2191.78
6.9900,12.45,688.85,5197.65
7.0000,11.91,720.16,5886.50
7.0100,13.69,626.22,2536.20
7.0200,21.07,407.05,2598.83
7.0400,16.11,532.29,2598.83
7.0500,15.21,563.60,2536.20
7.0600,21.07,407.05,2410.96
7.0700,9.78,876.71,5917.81
7.0800,8.83,970.65,3162.43
