Time (s),Vocal Tract Length (cm),f1 (Hz),f2 (Hz)
0.0000,20.29,422.70,6622.31
0.0100,16.60,516.63,6857.14
0.0200,18.26,469.67,6622.31
0.0300,26.08,328.77,6387.48
0.0400,20.29,422.70,6481.41
0.0500,14.04,610.57,6622.31
0.0600,15.21,563.60,6340.51
0.0700,13.04,657.53,6246.58
0.0800,12.17,704.50,6011.74
0.0900,12.17,704.50,5589.04
0.1000,12.17,704.50,5870.84
0.1100,12.17,704.50,5964.77
0.1200,11.41,751.47,6011.74
0.1300,12.17,704.50,6293.54
0.1400,11.41,751.47,6199.61
0.1500,10.74,798.43,6528.38
0.1600,10.14,845.40,6716.24
0.1700,10.74,798.43,6763.21
0.1800,13.04,657.53,6481.41
0.1900,13.04,657.53,6528.38
0.2000,11.41,751.47,6528.38
0.2100,10.14,845.40,6481.41
0.2200,10.14,845.40,6246.58
0.2300,10.14,845.40,6152.64
0.2400,10.74,798.43,6528.38
0.2500,11.41,751.47,6575.34
0.2600,12.17,704.50,6481.41
0.3000,12.17,704.50,6199.61
0.3100,11.41,751.47,5636.01
0.3200,11.41,751.47,5354.21
0.3300,11.41,751.47,5166.34
0.3400,14.04,610.57,5119.37
0.3900,18.26,469.67,4180.04
0.4000,20.29,422.70,4320.94
0.4600,8.30,1033.27,4696.67
0.4700,9.61,892.37,5072.41
0.4800,9.13,939.33,5213.31
0.4900,8.69,986.30,5589.04
0.5000,7.94,1080.23,5682.97
0.5100,9.13,939.33,6199.61
0.5200,10.14,845.40,5682.97
0.5300,10.14,845.40,5495.11
0.5400,10.14,845.40,5401.17
0.5500,10.14,845.40,5636.01
0.5600,10.14,845.40,5636.01
0.5700,9.61,892.37,6011.74
0.5800,9.13,939.33,6481.41
0.5900,8.69,986.30,6763.21
0.6000,8.30,1033.27,6810.18
0.6100,7.61,1127.20,8407.05
0.6200,8.69,986.30,5072.41
0.6300,8.30,1033.27,5401.17
0.6400,9.61,892.37,5589.04
0.6500,10.14,845.40,5589.04
0.6600,8.69,986.30,5636.01
0.6700,9.13,939.33,4602.74
0.6800,9.13,939.33,6387.48
0.6900,10.14,845.40,5870.84
0.7000,10.14,845.40,5448.14
0.7100,9.61,892.37,5448.14
0.7200,9.61,892.37,5729.94
0.7500,8.69,986.30,10520.55
0.7600,8.30,1033.27,10567.51
0.7700,7.61,1127.20,6387.48
0.7800,8.30,1033.27,5917.81
0.7900,8.30,1033.27,5870.84
0.8000,8.69,986.30,5823.87
0.8300,9.13,939.33,6199.61
0.8400,8.69,986.30,6058.71
0.8500,8.69,986.30,5870.84
0.8600,8.69,986.30,5636.01
0.8700,8.69,986.30,5166.34
0.8800,7.94,1080.23,5072.41
0.8900,8.69,986.30,4837.57
0.9000,10.74,798.43,10332.68
0.9400,7.61,1127.20,6246.58
0.9900,7.61,1127.20,12399.22
1.0000,7.94,1080.23,11647.75
1.0100,9.13,939.33,19209.39
1.1300,18.26,469.67,6058.71
1.1400,12.17,704.50,19256.36
1.1500,10.14,845.40,5401.17
1.1600,9.61,892.37,5307.24
1.1700,9.61,892.37,5589.04
1.1800,7.61,1127.20,17142.86
1.1900,7.94,1080.23,17048.92
1.2000,8.30,1033.27,21463.80
1.2100,8.30,1033.27,17142.86
1.2200,8.30,1033.27,21604.70
1.2500,10.74,798.43,6105.68
1.2600,10.74,798.43,6199.61
1.2900,10.74,798.43,14888.45
1.3000,9.13,939.33,6669.28
1.3100,8.69,986.30,15076.32
1.3200,8.30,1033.27,14888.45
1.3300,7.61,1127.20,19397.26
1.3400,7.30,1174.17,19068.49
1.4700,7.94,1080.23,5589.04
1.4800,7.61,1127.20,5354.21
1.4900,8.30,1033.27,5260.27
1.5000,8.30,1033.27,5260.27
1.5100,7.94,1080.23,5542.07
1.5300,7.30,1174.17,5776.91
1.5400,7.94,1080.23,5823.87
1.5500,7.30,1174.17,5823.87
1.5600,7.61,1127.20,5823.87
1.5700,16.60,516.63,5917.81
1.5800,18.26,469.67,5917.81
1.5900,12.17,704.50,5823.87
1.6000,13.04,657.53,5636.01
1.6100,14.04,610.57,5917.81
1.6200,13.04,657.53,5729.94
1.6300,13.04,657.53,5682.97
1.6400,11.41,751.47,6199.61
1.6500,11.41,751.47,6340.51
1.6600,10.74,798.43,6105.68
1.8000,26.08,328.77,6058.71
1.8100,16.60,516.63,6058.71
1.9900,45.64,187.87,21651.66
2.0000,60.86,140.90,21651.66
2.1000,15.21,563.60,14888.45
2.1100,13.04,657.53,6105.68
2.1200,8.30,1033.27,6481.41
