Time (s),Vocal Tract Length (cm),f1 (Hz),f2 (Hz)
0.0000,9.13,939.33,2630.14
0.0500,10.95,782.78,6700.59
0.1000,16.11,532.29,6481.41
0.1100,16.11,532.29,6512.72
0.1200,19.56,438.36,6512.72
0.1300,30.43,281.80,6512.72
0.1400,27.39,313.11,6512.72
0.1500,30.43,281.80,6512.72
0.1700,30.43,281.80,6512.72
0.1800,24.90,344.42,6512.72
0.1900,27.39,313.11,6481.41
0.2000,39.12,219.18,6512.72
0.2800,27.39,313.11,3318.98
0.2900,68.47,125.24,3193.74
0.3700,19.56,438.36,3569.47
0.3800,18.26,469.67,3506.85
0.3900,17.12,500.98,3694.72
0.4000,16.11,532.29,3663.41
0.4100,15.21,563.60,3632.09
0.4200,15.21,563.60,3600.78
0.4300,16.11,532.29,3506.85
0.4400,17.12,500.98,3600.78
0.4500,34.23,250.49,3600.78
0.4700,12.45,688.85,5886.50
0.5400,21.07,407.05,2818.00
0.5700,22.82,375.73,4759.30
0.6000,13.69,626.22,2786.69
0.6100,18.26,469.67,3005.87
0.6600,12.45,688.85,4821.92
0.6800,22.82,375.73,5886.50
0.6900,16.11,532.29,2630.14
0.7800,24.90,344.42,2724.07
0.8100,30.43,281.80,3475.54
0.8200,34.23,250.49,11491.19
0.8300,30.43,281.80,5698.63
0.8400,34.23,250.49,11428.57
0.8500,34.23,250.49,14403.13
0.8800,7.40,1158.51,3976.52
1.1700,30.43,281.80,2818.00
1.1800,39.12,219.18,2755.38
1.1900,54.77,156.56,2818.00
1.2000,39.12,219.18,2911.94
1.2100,91.29,93.93,3193.74
1.2200,22.82,375.73,3225.05
1.2300,30.43,281.80,3068.49
1.2600,91.29,93.93,3131.12
1.2700,27.39,313.11,3225.05
1.2800,27.39,313.11,2974.56
1.2900,27.39,313.11,11491.19
1.3000,27.39,313.11,8454.01
1.3100,27.39,313.11,8454.01
1.3200,27.39,313.11,11365.95
1.3300,27.39,313.11,3350.29
1.3400,30.43,281.80,3381.60
1.3800,30.43,281.80,2254.40
1.3900,54.77,156.56,2191.78
1.5200,27.39,313.11,4414.87
1.5300,30.43,281.80,4508.81
1.5400,34.23,250.49,4665.36
1.5800,24.90,344.42,6418.79
1.7200,27.39,313.11,4665.36
1.7300,19.56,438.36,3193.74
1.7400,19.56,438.36,2974.56
1.7500,19.56,438.36,2818.00
1.7600,18.26,469.67,2786.69
1.7700,19.56,438.36,2818.00
1.7800,21.07,407.05,2818.00
1.7900,21.07,407.05,2880.63
1.8000,22.82,375.73,2974.56
1.8100,24.90,344.42,3037.18
1.8200,22.82,375.73,3037.18
1.8300,21.07,407.05,3068.49
