Time (s),Vocal Tract Length (cm),f1 (Hz),f2 (Hz)
0.0000,68.47,125.24,2880.63
0.6700,18.26,469.67,5510.76
0.6800,27.39,313.11,5573.39
0.6900,21.07,407.05,6293.54
0.7000,18.26,469.67,2160.47
0.7100,17.12,500.98,2379.65
0.7200,17.12,500.98,6136.99
0.7300,17.12,500.98,6011.74
0.7400,18.26,469.67,6074.36
0.7500,21.07,407.05,6136.99
0.7600,34.23,250.49,9142.86
0.7700,39.12,219.18,9017.61
0.7800,27.39,313.11,9111.55
0.7900,22.82,375.73,9017.61
0.8000,22.82,375.73,8892.37
0.8100,24.90,344.42,9675.15
0.8200,24.90,344.42,4352.25
0.8600,34.23,250.49,3318.98
0.8700,39.12,219.18,3318.98
0.8800,39.12,219.18,3632.09
0.8900,34.23,250.49,3788.65
0.9000,30.43,281.80,3788.65
0.9100,30.43,281.80,3475.54
0.9200,39.12,219.18,3381.60
0.9300,34.23,250.49,10457.93
0.9400,27.39,313.11,3037.18
0.9500,27.39,313.11,3131.12
0.9600,27.39,313.11,3131.12
0.9700,30.43,281.80,3162.43
0.9800,30.43,281.80,3131.12
0.9900,30.43,281.80,3099.80
1.0000,30.43,281.80,3005.87
1.0100,34.23,250.49,6011.74
1.0200,30.43,281.80,5698.63
1.0300,27.39,313.11,5823.87
1.0400,18.26,469.67,5792.56
1.0500,22.82,375.73,5729.94
1.1100,27.39,313.11,3225.05
1.1200,24.90,344.42,2880.63
1.1300,22.82,375.73,2630.14
1.1400,24.90,344.42,5855.19
1.1500,24.90,344.42,10645.79
1.1600,24.90,344.42,10583.17
1.1700,27.39,313.11,10426.61
1.1800,22.82,375.73,6356.16
1.1900,22.82,375.73,6387.48
1.2000,21.07,407.05,3099.80
1.2100,19.56,438.36,3005.87
1.2200,19.56,438.36,2849.32
1.2300,18.26,469.67,9925.64
1.2400,18.26,469.67,3694.72
1.2500,18.26,469.67,3976.52
1.2600,18.26,469.67,3788.65
1.2700,18.26,469.67,3287.67
1.2800,18.26,469.67,9330.72
1.2900,19.56,438.36,9080.23
1.3000,24.90,344.42,5416.83
1.3100,21.07,407.05,5416.83
