Time (s),Vocal Tract Length (cm),f1 (Hz),f2 (Hz)
0.0800,68.47,125.24,3945.21
1.1500,45.64,187.87,5479.45
1.1600,39.12,219.18,5448.14
1.1700,45.64,187.87,5510.76
1.1800,54.77,156.56,5949.12
1.2300,45.64,187.87,5761.25
1.2400,45.64,187.87,5604.70
1.2500,34.23,250.49,8422.70
1.2600,34.23,250.49,5448.14
1.2700,54.77,156.56,5416.83
1.2800,27.39,313.11,5385.52
1.2900,21.07,407.05,5260.27
1.5000,54.77,156.56,5228.96
1.6100,34.23,250.49,8516.63
1.6200,27.39,313.11,2692.76
1.6300,24.90,344.42,2818.00
1.6400,22.82,375.73,2911.94
1.6500,22.82,375.73,2943.25
1.6600,22.82,375.73,2567.51
1.6700,24.90,344.42,8360.08
1.6800,21.07,407.05,8454.01
1.6900,19.56,438.36,8391.39
1.7000,19.56,438.36,11553.82
1.7100,19.56,438.36,14465.75
1.7200,22.82,375.73,14403.13
1.7300,24.90,344.42,11491.19
1.7400,24.90,344.42,5510.76
1.7500,24.90,344.42,5698.63
1.7600,27.39,313.11,14434.44
1.7700,45.64,187.87,8892.37
1.8500,19.56,438.36,5072.41
1.9300,24.90,344.42,2692.76
1.9400,22.82,375.73,2974.56
1.9500,30.43,281.80,2692.76
1.9600,68.47,125.24,2661.45
2.0800,54.77,156.56,9518.59
2.0900,39.12,219.18,9487.28
2.1000,39.12,219.18,9487.28
2.2500,21.07,407.05,9737.77
2.2600,21.07,407.05,9737.77
2.2800,18.26,469.67,14309.20
2.3000,17.12,500.98,9863.01
2.3400,14.41,594.91,12743.64
2.3500,14.41,594.91,12806.26
2.3800,17.12,500.98,12962.82
2.4300,8.05,1064.58,5667.32
2.4400,91.29,93.93,1158.51
2.4500,7.61,1127.20,5542.07
2.5500,54.77,156.56,5573.39
2.5600,45.64,187.87,5698.63
2.6900,9.44,908.02,4727.98
2.7000,9.78,876.71,4821.92
2.7100,10.53,814.09,4853.23
2.7200,18.26,469.67,4947.16
2.7400,34.23,250.49,14152.64
2.7600,17.12,500.98,12618.40
2.7800,16.11,532.29,8422.70
2.7900,14.41,594.91,14434.44
2.8100,13.04,657.53,9800.39
2.8200,14.41,594.91,12837.57
2.8300,22.82,375.73,12774.95
2.8600,18.26,469.67,5448.14
2.8900,27.39,313.11,8547.95
2.9000,27.39,313.11,8610.57
2.9100,30.43,281.80,8328.77
2.9200,39.12,219.18,5291.59
2.9300,54.77,156.56,5322.90
2.9400,68.47,125.24,5009.78
3.0800,54.77,156.56,2003.91
3.1100,18.26,469.67,5448.14
3.1200,34.23,250.49,8297.46
3.1300,30.43,281.80,8422.70
3.1400,22.82,375.73,11365.95
3.1900,30.43,281.80,14246.58
3.2000,30.43,281.80,14403.13
3.2100,21.07,407.05,14277.89
3.2200,19.56,438.36,12712.33
3.2300,68.47,125.24,11428.57
3.3800,91.29,93.93,2254.40
3.4200,54.77,156.56,8547.95
3.4300,54.77,156.56,8579.26
3.6600,9.44,908.02,3444.23
3.7200,19.56,438.36,11397.26
3.7300,21.07,407.05,11365.95
3.7500,17.12,500.98,9487.28
3.7600,16.11,532.29,9518.59
3.7700,17.12,500.98,4007.83
3.7800,21.07,407.05,4195.69
3.7900,19.56,438.36,10050.88
3.8000,19.56,438.36,10050.88
3.8100,19.56,438.36,10082.19
3.8300,19.56,438.36,10050.88
3.8800,91.29,93.93,8892.37
3.8900,91.29,93.93,5354.21
3.9000,91.29,93.93,5291.59
4.0700,39.12,219.18,4414.87
4.0800,39.12,219.18,4289.63
4.0900,34.23,250.49,4164.38
4.1000,34.23,250.49,3882.58
4.1100,39.12,219.18,3475.54
4.1200,54.77,156.56,3350.29
