Time (s),Vocal Tract Length (cm),f1 (Hz),f2 (Hz)
0.0000,7.82,1095.89,3193.74
0.0200,13.04,657.53,3506.85
0.0300,10.95,782.78,3506.85
0.0400,8.56,1001.96,3506.85
0.0700,8.56,1001.96,4227.01
0.1100,9.78,876.71,6606.65
0.1200,8.83,970.65,6606.65
0.1300,39.12,219.18,6544.03
0.2200,15.21,563.60,2473.58
0.2400,21.07,407.05,2880.63
0.2500,17.12,500.98,2567.51
0.3300,9.78,876.71,3318.98
0.3400,7.82,1095.89,3131.12
0.4200,16.11,532.29,5636.01
0.4300,22.82,375.73,5729.94
0.4500,39.12,219.18,5698.63
0.4600,9.78,876.71,2379.65
0.4700,10.14,845.40,2818.00
0.4800,11.41,751.47,3005.87
0.5300,34.23,250.49,2849.32
0.5400,27.39,313.11,2473.58
0.5700,9.78,876.71,2818.00
0.5800,7.61,1127.20,2786.69
0.6000,19.56,438.36,2943.25
0.6100,45.64,187.87,2755.38
0.6200,30.43,281.80,5886.50
0.6300,27.39,313.11,6011.74
0.6400,22.82,375.73,3225.05
0.6500,27.39,313.11,3256.36
0.6600,14.41,594.91,3099.80
0.6700,14.41,594.91,3318.98
0.6800,13.04,657.53,3350.29
0.6900,13.69,626.22,6105.68
0.7000,39.12,219.18,5823.87
0.8000,45.64,187.87,5949.12
0.8100,19.56,438.36,6043.05
0.8200,15.21,563.60,5949.12
0.8300,13.69,626.22,5792.56
0.8400,13.04,657.53,5698.63
0.8500,13.04,657.53,5792.56
0.8600,13.04,657.53,2223.09
0.8700,12.45,688.85,2035.23
0.8900,13.04,657.53,14277.89
1.0200,7.21,1189.82,4289.63
1.0300,8.05,1064.58,4320.94
1.0400,9.44,908.02,4383.56
1.0500,9.78,876.71,4446.18
1.0600,9.13,939.33,4571.43
1.0700,8.56,1001.96,4634.05
1.0900,8.56,1001.96,4508.81
1.1000,8.30,1033.27,4508.81
1.1100,10.95,782.78,5009.78
1.1200,8.30,1033.27,2285.71
1.1300,8.56,1001.96,2410.96
1.1400,8.56,1001.96,2567.51
1.1500,22.82,375.73,2598.83
1.1900,30.43,281.80,2786.69
1.2000,24.90,344.42,2724.07
1.2100,24.90,344.42,2692.76
1.2200,30.43,281.80,2692.76
1.2300,45.64,187.87,2692.76
1.3200,68.47,125.24,2724.07
1.3300,45.64,187.87,2724.07
1.4200,34.23,250.49,5980.43
1.4300,24.90,344.42,5980.43
1.4400,22.82,375.73,6011.74
1.4500,21.07,407.05,5886.50
1.4600,21.07,407.05,5761.25
1.4700,21.07,407.05,5823.87
1.4800,24.90,344.42,5886.50
1.4900,39.12,219.18,6074.36
1.5100,45.64,187.87,6105.68
1.5600,34.23,250.49,6199.61
1.5700,27.39,313.11,6230.92
1.5800,22.82,375.73,6199.61
1.5900,22.82,375.73,5980.43
1.6000,22.82,375.73,5917.81
1.6100,27.39,313.11,5917.81
1.6200,39.12,219.18,5980.43
1.6300,34.23,250.49,6011.74
1.6400,34.23,250.49,5917.81
1.6500,30.43,281.80,3632.09
1.6600,27.39,313.11,4258.32
1.6700,27.39,313.11,4195.69
1.7800,68.47,125.24,5949.12
1.7900,22.82,375.73,2536.20
1.8000,17.12,500.98,5980.43
1.8100,16.11,532.29,14183.95
1.8600,16.11,532.29,9769.08
1.8700,30.43,281.80,9362.04
1.9000,30.43,281.80,14309.20
2.0300,24.90,344.42,3225.05
2.0400,21.07,407.05,14371.82
2.0800,16.11,532.29,9831.70
2.0900,11.91,720.16,10050.88
2.1000,10.95,782.78,12712.33
2.1100,10.95,782.78,12806.26
2.1200,11.91,720.16,9956.95
2.1300,14.41,594.91,12806.26
2.1500,17.12,500.98,12743.64
2.1600,16.11,532.29,3976.52
2.1700,13.69,626.22,4414.87
2.1800,18.26,469.67,12931.51
2.2200,91.29,93.93,14434.44
2.2700,7.82,1095.89,9988.26
2.2800,7.40,1158.51,10019.57
2.3200,7.40,1158.51,9988.26
2.3300,7.40,1158.51,6951.08
2.3400,7.40,1158.51,7138.94
2.3500,7.61,1127.20,3632.09
2.3600,7.82,1095.89,3444.23
2.3700,8.30,1033.27,3412.92
2.3800,8.05,1064.58,3663.41
2.3900,9.13,939.33,3882.58
2.4000,9.78,876.71,3882.58
2.4200,14.41,594.91,14277.89
2.4300,17.12,500.98,14309.20
2.4400,17.12,500.98,3381.60
2.4500,13.69,626.22,3475.54
2.4600,13.04,657.53,6919.77
2.4700,13.69,626.22,12900.20
2.4900,8.83,970.65,14246.58
2.5000,8.05,1064.58,11146.77
2.5500,9.13,939.33,8109.59
2.5600,9.13,939.33,8234.83
2.5700,11.41,751.47,12806.26
2.6800,8.83,970.65,5886.50
2.7100,11.91,720.16,5917.81
2.7200,30.43,281.80,5949.12
2.7300,18.26,469.67,5980.43
2.8600,54.77,156.56,3099.80
2.9500,45.64,187.87,2943.25
2.9600,54.77,156.56,2974.56
3.0100,54.77,156.56,8547.95
3.0200,91.29,93.93,11491.19
3.0700,45.64,187.87,11491.19
3.0800,34.23,250.49,2442.27
3.0900,34.23,250.49,2379.65
3.1200,39.12,219.18,2410.96
3.1300,30.43,281.80,2504.89
3.1400,39.12,219.18,5886.50
3.1700,39.12,219.18,2442.27
3.1800,54.77,156.56,5855.19
3.2000,54.77,156.56,2567.51
3.2100,39.12,219.18,2567.51
3.2200,34.23,250.49,2504.89
3.2700,8.30,1033.27,4258.32
3.2800,9.13,939.33,12712.33
3.3100,9.13,939.33,12806.26
3.3200,9.44,908.02,14340.51
3.3300,10.14,845.40,12837.57
3.3400,11.91,720.16,9956.95
3.3500,22.82,375.73,9863.01
3.3600,10.14,845.40,9956.95
3.3800,8.05,1064.58,6982.39
3.3900,8.05,1064.58,9956.95
