Time (s),Vocal Tract Length (cm),f1 (Hz),f2 (Hz)
0.0000,19.56,438.36,2786.69
0.0400,91.29,93.93,11772.99
0.0500,34.23,250.49,5260.27
0.0600,30.43,281.80,14434.44
0.1400,24.90,344.42,12962.82
0.1500,19.56,438.36,13025.44
0.1700,21.07,407.05,14215.26
0.1800,21.07,407.05,14371.82
0.1900,19.56,438.36,14277.89
0.2100,22.82,375.73,6043.05
0.2200,22.82,375.73,5667.32
0.2300,27.39,313.11,5385.52
0.2400,39.12,219.18,11178.08
0.2500,68.47,125.24,10395.30
0.2600,13.69,626.22,5917.81
0.2800,13.69,626.22,4320.94
0.2900,24.90,344.42,4320.94
0.3000,18.26,469.67,6700.59
0.3100,21.07,407.05,6575.34
0.3200,22.82,375.73,6544.03
0.5400,91.29,93.93,3569.47
0.6200,22.82,375.73,11428.57
0.6300,22.82,375.73,8735.81
0.6400,22.82,375.73,5855.19
0.6500,30.43,281.80,5792.56
0.6600,27.39,313.11,5510.76
0.6700,21.07,407.05,5228.96
0.6800,39.12,219.18,5228.96
0.7700,30.43,281.80,5260.27
0.7800,19.56,438.36,5448.14
0.7900,24.90,344.42,5573.39
0.8000,27.39,313.11,6763.21
0.8100,27.39,313.11,6544.03
0.8200,34.23,250.49,14434.44
0.8300,39.12,219.18,14403.13
0.8400,39.12,219.18,7138.94
0.8600,30.43,281.80,6794.52
0.8900,7.61,1127.20,6763.21
0.9000,7.40,1158.51,6575.34
0.9100,7.21,1189.82,10019.57
0.9700,8.30,1033.27,6199.61
0.9800,10.95,782.78,1440.31
0.9900,19.56,438.36,1784.74
1.0000,19.56,438.36,1909.98
1.0100,19.56,438.36,2129.16
1.0200,19.56,438.36,2317.03
1.0300,24.90,344.42,2504.89
1.0500,30.43,281.80,2818.00
1.0600,27.39,313.11,2880.63
1.0700,27.39,313.11,2880.63
1.1000,45.64,187.87,2974.56
1.1100,30.43,281.80,2911.94
1.1200,30.43,281.80,2911.94
1.1300,30.43,281.80,2880.63
1.1400,39.12,219.18,11491.19
1.1500,39.12,219.18,14465.75
1.1600,34.23,250.49,14465.75
1.1700,34.23,250.49,14434.44
1.1800,34.23,250.49,14277.89
1.2000,39.12,219.18,2661.45
1.3000,45.64,187.87,14434.44
1.3300,91.29,93.93,11428.57
1.3400,45.64,187.87,14434.44
1.3500,68.47,125.24,14121.33
1.3600,22.82,375.73,5354.21
1.4000,8.05,1064.58,3068.49
1.4100,8.05,1064.58,3225.05
1.4800,27.39,313.11,6951.08
1.4900,17.12,500.98,6794.52
1.5000,17.12,500.98,6575.34
1.5100,18.26,469.67,6418.79
1.5200,19.56,438.36,6450.10
1.5300,19.56,438.36,6637.96
1.5400,21.07,407.05,6575.34
1.5500,24.90,344.42,6481.41
1.5600,30.43,281.80,3475.54
1.6000,14.41,594.91,3600.78
1.6300,7.21,1189.82,4446.18
1.7100,30.43,281.80,3632.09
1.7200,22.82,375.73,6136.99
1.7300,91.29,93.93,6168.30
1.7800,45.64,187.87,14340.51
1.7900,39.12,219.18,14434.44
1.8300,30.43,281.80,14465.75
1.8400,30.43,281.80,14434.44
1.8500,39.12,219.18,8579.26
1.8600,39.12,219.18,8673.19
1.8700,30.43,281.80,2661.45
1.8800,30.43,281.80,2911.94
1.8900,30.43,281.80,2911.94
1.9000,34.23,250.49,2786.69
1.9100,34.23,250.49,2849.32
1.9200,30.43,281.80,2911.94
1.9300,68.47,125.24,2786.69
1.9600,39.12,219.18,2943.25
1.9700,30.43,281.80,2974.56
1.9800,30.43,281.80,2911.94
1.9900,30.43,281.80,2880.63
2.0000,30.43,281.80,3068.49
2.0100,30.43,281.80,3256.36
2.0200,39.12,219.18,3506.85
2.1100,91.29,93.93,3600.78
2.1200,30.43,281.80,3068.49
2.1300,24.90,344.42,2818.00
2.1400,24.90,344.42,2818.00
2.1500,24.90,344.42,2786.69
2.1600,27.39,313.11,2755.38
2.1700,24.90,344.42,2630.14
2.1800,21.07,407.05,2661.45
2.1900,21.07,407.05,2661.45
2.2000,21.07,407.05,2630.14
2.2100,22.82,375.73,2724.07
2.2200,24.90,344.42,2849.32
2.2300,34.23,250.49,2880.63
2.2400,45.64,187.87,2849.32
2.2600,22.82,375.73,2724.07
2.2700,19.56,438.36,2536.20
2.2800,18.26,469.67,5729.94
2.2900,17.12,500.98,8704.50
2.3000,18.26,469.67,8673.19
2.3100,21.07,407.05,11334.64
2.3900,30.43,281.80,3350.29
2.4000,22.82,375.73,3005.87
2.4100,22.82,375.73,2630.14
2.4200,22.82,375.73,2630.14
2.4300,34.23,250.49,5667.32
2.4400,21.07,407.05,5573.39
2.4500,19.56,438.36,5542.07
2.4600,18.26,469.67,5573.39
2.4700,19.56,438.36,9643.84
2.4800,18.26,469.67,5823.87
2.7200,21.07,407.05,2849.32
2.7300,21.07,407.05,6043.05
2.7400,21.07,407.05,6011.74
2.7500,21.07,407.05,5917.81
2.7600,19.56,438.36,6136.99
2.7700,17.12,500.98,6324.85
2.7800,17.12,500.98,2473.58
2.7900,19.56,438.36,2849.32
2.8100,30.43,281.80,2567.51
2.8200,30.43,281.80,2692.76
2.8300,34.23,250.49,2724.07
2.8400,34.23,250.49,2786.69
2.8500,34.23,250.49,2786.69
2.8600,30.43,281.80,6450.10
2.8700,45.64,187.87,8547.95
2.8800,45.64,187.87,8673.19
2.8900,39.12,219.18,8579.26
2.9000,34.23,250.49,14465.75
2.9100,34.23,250.49,8579.26
2.9200,34.23,250.49,8673.19
2.9300,39.12,219.18,8485.32
2.9500,68.47,125.24,8516.63
2.9600,45.64,187.87,5260.27
3.0300,7.61,1127.20,3569.47
3.0400,7.82,1095.89,3569.47
3.0700,16.11,532.29,3538.16
3.0800,18.26,469.67,3569.47
3.1200,34.23,250.49,4634.05
3.1400,15.21,563.60,6356.16
3.1500,13.04,657.53,6356.16
3.1600,11.91,720.16,6356.16
3.1700,11.91,720.16,6481.41
3.1800,12.45,688.85,6575.34
3.1900,11.91,720.16,6450.10
3.2000,10.14,845.40,6324.85
3.2100,10.95,782.78,6356.16
3.2200,11.41,751.47,6387.48
3.2300,16.11,532.29,6387.48
3.2400,17.12,500.98,6356.16
3.2500,18.26,469.67,6450.10
3.2600,19.56,438.36,6544.03
3.2700,27.39,313.11,6575.34
3.3000,45.64,187.87,2786.69
3.3100,34.23,250.49,2786.69
3.3200,54.77,156.56,2911.94
3.3300,39.12,219.18,2911.94
3.3400,30.43,281.80,2911.94
3.3500,30.43,281.80,2911.94
3.3600,30.43,281.80,2911.94
3.3700,27.39,313.11,2911.94
3.3800,30.43,281.80,2943.25
3.3900,34.23,250.49,3005.87
3.4000,39.12,219.18,3037.18
3.6900,18.26,469.67,5636.01
3.7000,19.56,438.36,5855.19
3.7100,21.07,407.05,5886.50
3.7200,22.82,375.73,5886.50
3.7300,24.90,344.42,5886.50
4.0200,19.56,438.36,8485.32
4.0300,30.43,281.80,5855.19
4.0600,34.23,250.49,5291.59
4.0700,21.07,407.05,5479.45
