Time (s),Vocal Tract Length (cm),f1 (Hz),f2 (Hz)
0.0300,14.41,594.91,8454.01
0.3700,68.47,125.24,7138.94
0.3800,34.23,250.49,9080.23
0.3900,34.23,250.49,14246.58
0.4000,39.12,219.18,4070.45
0.4100,34.23,250.49,4414.87
0.4200,17.12,500.98,4414.87
0.4300,17.12,500.98,4320.94
0.4400,15.21,563.60,4446.18
0.4500,15.21,563.60,4414.87
0.4600,15.21,563.60,4352.25
0.4700,15.21,563.60,4227.01
0.4800,16.11,532.29,4195.69
0.4900,22.82,375.73,4477.50
0.5000,39.12,219.18,4602.74
0.6500,12.45,688.85,4540.12
0.6600,11.91,720.16,4571.43
0.6700,13.69,626.22,4571.43
0.6800,9.13,939.33,4508.81
0.6900,7.61,1127.20,4446.18
0.7000,7.61,1127.20,4477.50
0.7100,8.30,1033.27,4477.50
0.7200,8.56,1001.96,4414.87
0.7300,8.05,1064.58,4446.18
0.7400,7.61,1127.20,4477.50
0.7500,7.21,1189.82,4477.50
0.8200,7.40,1158.51,4477.50
0.8700,45.64,187.87,4602.74
0.9200,12.45,688.85,4571.43
0.9300,11.41,751.47,4602.74
0.9400,11.41,751.47,4634.05
0.9500,9.44,908.02,4571.43
0.9600,10.14,845.40,4320.94
0.9700,13.04,657.53,4289.63
0.9900,14.41,594.91,4446.18
1.0000,13.04,657.53,4540.12
1.0100,13.04,657.53,8547.95
1.0200,15.21,563.60,8516.63
1.0300,21.07,407.05,8266.14
1.0400,54.77,156.56,11178.08
1.2600,54.77,156.56,4540.12
1.2700,45.64,187.87,4477.50
1.2900,45.64,187.87,3788.65
1.3000,54.77,156.56,3694.72
1.3400,8.56,1001.96,4446.18
1.3800,11.41,751.47,4571.43
1.3900,10.95,782.78,3193.74
1.4000,11.41,751.47,3131.12
1.4200,9.44,908.02,3318.98
1.4300,11.41,751.47,7045.01
1.4400,8.83,970.65,3162.43
1.4500,8.56,1001.96,3350.29
1.4600,8.30,1033.27,3475.54
1.4700,8.30,1033.27,3475.54
1.4800,8.05,1064.58,3412.92
1.4900,7.61,1127.20,14215.26
1.5200,24.90,344.42,11021.53
1.5400,18.26,469.67,8078.28
1.5500,17.12,500.98,8266.14
1.5600,27.39,313.11,8547.95
1.6100,30.43,281.80,8610.57
1.6200,30.43,281.80,8547.95
1.6500,34.23,250.49,9737.77
1.6900,45.64,187.87,14309.20
1.7000,45.64,187.87,14403.13
1.7100,91.29,93.93,14403.13
1.7200,68.47,125.24,14434.44
1.7300,8.30,1033.27,12868.88
1.7400,7.82,1095.89,7765.17
1.7500,8.05,1064.58,8422.70
1.7600,7.61,1127.20,8078.28
1.8300,7.82,1095.89,8015.66
1.8400,7.40,1158.51,8109.59
1.8500,7.82,1095.89,8140.90
1.8600,8.30,1033.27,8140.90
1.8700,9.78,876.71,8297.46
