Time (s),Vocal Tract Length (cm),f1 (Hz),f2 (Hz)
0.0000,11.91,720.16,2849.32
0.0100,17.12,500.98,3913.89
0.0200,17.12,500.98,6982.39
0.0700,7.82,1095.89,6857.14
0.1600,9.13,939.33,10301.37
0.1700,8.56,1001.96,6888.45
0.1800,8.56,1001.96,7045.01
0.1900,9.13,939.33,7201.57
0.2000,14.41,594.91,7107.63
0.4400,45.64,187.87,3506.85
0.4700,17.12,500.98,4571.43
0.4800,15.21,563.60,4258.32
0.4900,22.82,375.73,4227.01
0.6300,22.82,375.73,6356.16
0.6400,21.07,407.05,6011.74
0.6500,18.26,469.67,3663.41
0.6600,15.21,563.60,3976.52
0.6700,13.04,657.53,4414.87
0.6800,14.41,594.91,3569.47
0.6900,19.56,438.36,10019.57
0.7000,15.21,563.60,6951.08
0.7100,15.21,563.60,6293.54
0.7200,16.11,532.29,6074.36
0.7300,18.26,469.67,6230.92
0.7400,19.56,438.36,6199.61
0.7500,18.26,469.67,6074.36
0.7600,17.12,500.98,6043.05
0.7700,16.11,532.29,9612.52
0.7800,16.11,532.29,9549.90
0.7900,19.56,438.36,9111.55
0.8000,27.39,313.11,11272.02
0.8100,19.56,438.36,14371.82
0.8200,17.12,500.98,9581.21
0.8300,18.26,469.67,9769.08
0.8400,54.77,156.56,9299.41
0.9400,68.47,125.24,3005.87
0.9500,34.23,250.49,3099.80
0.9600,24.90,344.42,3162.43
0.9700,22.82,375.73,3099.80
0.9800,22.82,375.73,3068.49
0.9900,24.90,344.42,3162.43
1.0000,27.39,313.11,3162.43
1.0100,24.90,344.42,8829.75
1.0200,21.07,407.05,8673.19
1.0300,19.56,438.36,8735.81
1.0400,22.82,375.73,8892.37
1.0500,24.90,344.42,8641.88
1.0600,24.90,344.42,14465.75
1.0700,24.90,344.42,14465.75
1.0800,22.82,375.73,9080.23
1.0900,21.07,407.05,2974.56
1.1000,19.56,438.36,3099.80
1.1100,19.56,438.36,9894.32
1.1200,18.26,469.67,9831.70
1.1300,19.56,438.36,9518.59
1.1400,54.77,156.56,9487.28
1.2000,34.23,250.49,5604.70
1.2100,34.23,250.49,5636.01
1.2400,34.23,250.49,5604.70
1.2500,17.12,500.98,14403.13
1.2600,17.12,500.98,14465.75
1.2700,18.26,469.67,11272.02
1.2800,19.56,438.36,14403.13
1.2900,19.56,438.36,9894.32
1.3000,21.07,407.05,9988.26
1.3100,27.39,313.11,6262.23
1.3200,27.39,313.11,6606.65
1.5400,34.23,250.49,3475.54
1.5500,34.23,250.49,3318.98
1.5600,45.64,187.87,3005.87
1.6800,68.47,125.24,6825.83
1.7500,45.64,187.87,6606.65
1.7600,30.43,281.80,6606.65
1.7700,30.43,281.80,10301.37
1.7900,21.07,407.05,9894.32
1.8000,19.56,438.36,9612.52
1.8100,21.07,407.05,9612.52
1.8200,22.82,375.73,9706.46
1.8300,24.90,344.42,10050.88
1.8400,34.23,250.49,6168.30
1.8600,30.43,281.80,5761.25
1.8700,24.90,344.42,10113.50
1.8800,27.39,313.11,9988.26
1.8900,34.23,250.49,6700.59
1.9100,34.23,250.49,6606.65
1.9200,22.82,375.73,6356.16
1.9300,22.82,375.73,6262.23
1.9400,22.82,375.73,6575.34
1.9500,22.82,375.73,6575.34
1.9700,34.23,250.49,3162.43
1.9800,22.82,375.73,3287.67
2.0500,39.12,219.18,3287.67
2.0600,34.23,250.49,3287.67
2.0700,68.47,125.24,3131.12
2.1000,54.77,156.56,3506.85
2.1800,54.77,156.56,9863.01
2.1900,30.43,281.80,9956.95
2.2000,24.90,344.42,2974.56
2.2100,34.23,250.49,6763.21
2.3100,22.82,375.73,5385.52
2.3200,18.26,469.67,5385.52
2.3300,17.12,500.98,5385.52
2.3400,17.12,500.98,5416.83
2.3500,18.26,469.67,5228.96
2.3600,19.56,438.36,5041.10
2.3700,19.56,438.36,4853.23
2.3800,18.26,469.67,4821.92
2.3900,21.07,407.05,9737.77
2.4000,24.90,344.42,9737.77
2.4100,30.43,281.80,10082.19
2.4200,39.12,219.18,10019.57
2.4300,22.82,375.73,9925.64
2.4400,21.07,407.05,9831.70
2.4500,19.56,438.36,9956.95
2.4600,18.26,469.67,9988.26
2.4700,19.56,438.36,10019.57
2.4800,24.90,344.42,9925.64
2.4900,24.90,344.42,6418.79
2.5000,24.90,344.42,3037.18
2.5100,34.23,250.49,3005.87
2.5200,24.90,344.42,2661.45
2.5300,22.82,375.73,5792.56
2.5400,22.82,375.73,10082.19
2.5500,21.07,407.05,10082.19
2.5600,21.07,407.05,9988.26
2.5700,22.82,375.73,9894.32
2.5800,22.82,375.73,8767.12
2.5900,22.82,375.73,8579.26
2.6000,22.82,375.73,8735.81
2.6100,24.90,344.42,8923.68
2.6200,24.90,344.42,9080.23
2.6300,22.82,375.73,9268.10
2.6400,21.07,407.05,9581.21
2.6500,19.56,438.36,3506.85
2.6600,18.26,469.67,3726.03
2.6700,24.90,344.42,3819.96
2.6800,54.77,156.56,3882.58
2.7100,45.64,187.87,4039.14
2.7200,39.12,219.18,4070.45
2.7300,34.23,250.49,3788.65
2.7400,34.23,250.49,3506.85
2.7500,39.12,219.18,3632.09
2.7600,34.23,250.49,3851.27
2.7700,22.82,375.73,3193.74
2.7800,21.07,407.05,9675.15
2.8000,16.11,532.29,5636.01
2.8100,17.12,500.98,5855.19
2.8200,17.12,500.98,5792.56
2.8300,18.26,469.67,5698.63
2.8400,21.07,407.05,5573.39
2.8500,22.82,375.73,5980.43
2.8600,21.07,407.05,5823.87
2.8700,21.07,407.05,5573.39
2.8800,19.56,438.36,9017.61
2.8900,18.26,469.67,5667.32
2.9000,17.12,500.98,6387.48
2.9100,17.12,500.98,6387.48
2.9200,24.90,344.42,3287.67
2.9900,27.39,313.11,3318.98
3.0000,22.82,375.73,2974.56
3.0100,22.82,375.73,2911.94
3.0200,27.39,313.11,2943.25
3.0300,24.90,344.42,2911.94
3.0400,24.90,344.42,2818.00
3.0500,22.82,375.73,2849.32
3.0600,22.82,375.73,6011.74
3.0700,24.90,344.42,9643.84
3.0800,24.90,344.42,9299.41
3.0900,24.90,344.42,9518.59
3.1000,27.39,313.11,8861.06
3.1100,27.39,313.11,8767.12
3.1200,27.39,313.11,8391.39
3.1300,27.39,313.11,9205.48
3.1400,27.39,313.11,5823.87
3.1500,24.90,344.42,9925.64
3.1600,16.11,532.29,5917.81
3.1700,14.41,594.91,9988.26
3.1800,14.41,594.91,9894.32
3.1900,14.41,594.91,5636.01
3.2000,14.41,594.91,5949.12
3.2100,15.21,563.60,6105.68
3.2200,16.11,532.29,6512.72
3.2300,18.26,469.67,6043.05
3.2400,68.47,125.24,9956.95
3.2500,91.29,93.93,9455.97
3.2900,27.39,313.11,8641.88
3.3000,39.12,219.18,5667.32
3.3500,68.47,125.24,14371.82
3.3600,30.43,281.80,9299.41
3.3700,27.39,313.11,8923.68
3.3800,27.39,313.11,5573.39
3.3900,27.39,313.11,5698.63
3.4000,39.12,219.18,9236.79
3.4100,91.29,93.93,8986.30
3.4600,45.64,187.87,9956.95
3.4700,34.23,250.49,9581.21
3.5500,39.12,219.18,2974.56
3.5600,30.43,281.80,2943.25
3.5900,22.82,375.73,2974.56
3.6000,21.07,407.05,3037.18
3.6100,21.07,407.05,3005.87
3.6200,19.56,438.36,2880.63
3.6300,19.56,438.36,2849.32
3.6400,21.07,407.05,2818.00
3.6500,54.77,156.56,10207.44
3.7400,16.11,532.29,6136.99
3.7500,15.21,563.60,6230.92
3.7600,15.21,563.60,6418.79
3.7700,16.11,532.29,6418.79
3.7800,24.90,344.42,6387.48
3.7900,24.90,344.42,6356.16
3.8000,16.11,532.29,6356.16
3.8100,16.11,532.29,6199.61
3.8200,16.11,532.29,10363.99
3.8300,14.41,594.91,10082.19
3.8400,13.69,626.22,3068.49
3.8500,18.26,469.67,10332.68
