Time (s),Vocal Tract Length (cm),f1 (Hz),f2 (Hz)
0.0000,7.61,1127.20,3663.41
0.0100,11.41,751.47,3663.41
0.0200,8.30,1033.27,4884.54
0.0300,10.14,845.40,13338.55
0.0600,18.26,469.67,13385.52
0.0700,7.61,1127.20,12868.88
0.0800,7.61,1127.20,11506.85
0.2700,7.94,1080.23,5260.27
0.2800,12.17,704.50,11694.72
0.3000,9.13,939.33,15217.22
0.3200,7.94,1080.23,3710.37
0.3300,7.30,1174.17,3287.67
0.7400,10.74,798.43,4978.47
0.8900,7.61,1127.20,4461.84
0.9800,8.69,986.30,12493.15
0.9900,7.94,1080.23,12211.35
1.0000,11.41,751.47,5119.37
1.0700,9.13,939.33,4133.07
1.1200,11.41,751.47,4320.94
1.1900,10.14,845.40,4086.11
1.6800,45.64,187.87,12774.95
1.6900,60.86,140.90,12774.95
1.7000,91.29,93.93,12681.02
1.7600,60.86,140.90,17142.86
1.7800,36.52,234.83,17189.82
1.7900,30.43,281.80,16861.06
1.8000,30.43,281.80,21416.83
1.8100,30.43,281.80,17236.79
1.8200,36.52,234.83,17236.79
1.8600,30.43,281.80,21651.66
1.8800,60.86,140.90,17095.89
1.8900,30.43,281.80,21698.63
1.9000,22.82,375.73,21322.90
2.1100,13.04,657.53,12540.12
2.1200,12.17,704.50,8172.21
2.1300,11.41,751.47,8266.14
2.4200,18.26,469.67,3334.64
2.4300,16.60,516.63,3334.64
2.4400,15.21,563.60,3287.67
2.4500,20.29,422.70,6387.48
2.4700,15.21,563.60,21510.76
2.4800,13.04,657.53,17142.86
2.4900,13.04,657.53,17142.86
2.5000,13.04,657.53,17189.82
2.5100,16.60,516.63,3099.80
2.5200,16.60,516.63,8641.88
2.5300,16.60,516.63,8641.88
2.5400,15.21,563.60,8547.95
2.5500,16.60,516.63,8407.05
2.5600,16.60,516.63,17095.89
2.5700,16.60,516.63,17142.86
2.5800,15.21,563.60,17048.92
2.5900,14.04,610.57,16861.06
2.6000,14.04,610.57,21698.63
2.6100,14.04,610.57,21604.70
2.6200,18.26,469.67,21698.63
2.6300,20.29,422.70,17189.82
2.6400,20.29,422.70,17236.79
2.6500,20.29,422.70,16954.99
2.6600,20.29,422.70,21651.66
2.6700,60.86,140.90,17048.92
2.6800,30.43,281.80,17189.82
2.6900,30.43,281.80,17236.79
2.7000,26.08,328.77,17142.86
2.7100,26.08,328.77,17189.82
2.7200,26.08,328.77,17189.82
2.7300,26.08,328.77,17048.92
2.7400,30.43,281.80,21416.83
2.7700,22.82,375.73,17142.86
2.7800,20.29,422.70,21651.66
2.7900,20.29,422.70,21369.86
2.8400,60.86,140.90,21182.00
2.8500,60.86,140.90,21604.70
2.8600,91.29,93.93,17048.92
3.2800,22.82,375.73,21604.70
3.2900,20.29,422.70,16908.02
3.3000,18.26,469.67,21651.66
3.3100,18.26,469.67,21651.66
3.3200,18.26,469.67,21651.66
3.3300,18.26,469.67,21416.83
3.3400,18.26,469.67,8313.11
3.3500,18.26,469.67,8407.05
3.3600,16.60,516.63,21322.90
3.4000,16.60,516.63,18692.76
3.4300,20.29,422.70,17189.82
3.4400,20.29,422.70,17001.96
3.4500,20.29,422.70,16908.02
3.4600,22.82,375.73,21698.63
3.4700,22.82,375.73,21698.63
3.4800,20.29,422.70,21604.70
3.4900,22.82,375.73,21698.63
3.5000,22.82,375.73,21698.63
3.5100,22.82,375.73,21698.63
3.5200,60.86,140.90,16954.99
3.5300,22.82,375.73,17048.92
3.5400,20.29,422.70,17095.89
3.5500,22.82,375.73,17142.86
3.5600,26.08,328.77,17189.82
3.5700,22.82,375.73,16908.02
3.5800,30.43,281.80,17001.96
3.6400,22.82,375.73,8266.14
3.6800,15.21,563.60,17142.86
3.6900,14.04,610.57,16814.09
3.7000,14.04,610.57,21604.70
3.7600,8.69,986.30,3193.74
3.7700,7.61,1127.20,3099.80
4.6300,7.61,1127.20,3287.67
4.7900,16.60,516.63,2818.00
4.9700,45.64,187.87,8641.88
5.0500,26.08,328.77,10144.81
5.0600,26.08,328.77,14700.59
5.0800,26.08,328.77,21698.63
5.0900,22.82,375.73,18974.56
5.1000,20.29,422.70,21557.73
5.1100,16.60,516.63,21604.70
5.1400,18.26,469.67,6152.64
5.1500,26.08,328.77,5823.87
5.2000,91.29,93.93,21463.80
5.4000,10.14,845.40,4884.54
5.4100,8.69,986.30,4837.57
5.4200,9.13,939.33,4790.61
5.6800,7.30,1174.17,3898.24
5.7100,8.69,986.30,4461.84
5.7900,10.74,798.43,4273.97
5.9100,8.69,986.30,5776.91
6.1300,18.26,469.67,5166.34
6.1500,8.69,986.30,5072.41
6.4200,36.52,234.83,21275.93
6.4300,22.82,375.73,21510.76
6.4400,22.82,375.73,21228.96
6.4500,22.82,375.73,21651.66
6.4600,22.82,375.73,17048.92
6.4700,22.82,375.73,21651.66
6.4900,26.08,328.77,21463.80
6.5200,26.08,328.77,21416.83
6.7100,7.94,1080.23,5166.34
7.2600,45.64,187.87,4180.04
7.2700,45.64,187.87,8688.85
