Time (s),Vocal Tract Length (cm),f1 (Hz),f2 (Hz)
0.0200,10.74,798.43,3663.41
0.0300,11.41,751.47,2958.90
0.0400,14.04,610.57,5448.14
0.1200,13.04,657.53,4133.07
0.1600,13.04,657.53,6481.41
0.1700,26.08,328.77,21604.70
0.5100,7.30,1174.17,3851.27
0.6000,7.30,1174.17,4790.61
0.7000,91.29,93.93,12540.12
0.7100,20.29,422.70,5870.84
0.8100,7.94,1080.23,6387.48
0.8600,8.69,986.30,5401.17
0.8800,8.69,986.30,4837.57
0.8900,22.82,375.73,4837.57
1.0700,36.52,234.83,17048.92
1.0800,26.08,328.77,12868.88
1.0900,26.08,328.77,12915.85
1.1000,22.82,375.73,19115.46
1.1100,18.26,469.67,14794.52
1.1400,13.04,657.53,21510.76
1.1500,12.17,704.50,16861.06
1.1600,12.17,704.50,16954.99
1.1700,11.41,751.47,21698.63
1.1800,11.41,751.47,16861.06
1.1900,11.41,751.47,17095.89
1.2000,11.41,751.47,21651.66
1.2300,14.04,610.57,16954.99
1.2400,16.60,516.63,21557.73
1.2500,20.29,422.70,16908.02
1.2600,20.29,422.70,16954.99
1.2700,20.29,422.70,17095.89
1.2800,20.29,422.70,17189.82
1.2900,20.29,422.70,17236.79
1.3000,20.29,422.70,17236.79
1.3100,18.26,469.67,16908.02
1.3200,18.26,469.67,21510.76
1.3600,20.29,422.70,21651.66
1.3700,16.60,516.63,21557.73
1.3900,16.60,516.63,21557.73
1.4000,16.60,516.63,17001.96
1.4100,16.60,516.63,17189.82
1.4200,16.60,516.63,17142.86
1.4400,11.41,751.47,6011.74
1.4500,11.41,751.47,5448.14
1.4600,13.04,657.53,4696.67
1.4700,12.17,704.50,4696.67
1.4800,11.41,751.47,4555.77
1.4900,11.41,751.47,4508.81
1.5000,12.17,704.50,4461.84
1.5100,13.04,657.53,4461.84
1.5200,9.13,939.33,4180.04
1.5300,9.13,939.33,3851.27
1.5400,12.17,704.50,12352.25
1.5500,12.17,704.50,8782.78
1.5600,11.41,751.47,12821.92
1.5700,12.17,704.50,12821.92
1.5800,13.04,657.53,12821.92
1.5900,14.04,610.57,12821.92
1.6000,26.08,328.77,21604.70
1.7200,30.43,281.80,4320.94
1.7300,16.60,516.63,4320.94
1.7400,16.60,516.63,4367.91
1.7500,18.26,469.67,4461.84
1.7600,22.82,375.73,4555.77
1.7800,22.82,375.73,21369.86
1.7900,26.08,328.77,21510.76
1.8000,45.64,187.87,21510.76
1.8100,36.52,234.83,21369.86
1.8200,91.29,93.93,21369.86
1.8400,16.60,516.63,8219.18
1.8500,18.26,469.67,8172.21
1.8600,60.86,140.90,12727.98
2.2200,45.64,187.87,12634.05
2.2300,30.43,281.80,17095.89
2.3400,22.82,375.73,12587.08
2.3500,20.29,422.70,8078.28
2.3600,20.29,422.70,12774.95
2.3700,22.82,375.73,17142.86
2.3800,26.08,328.77,21557.73
2.3900,30.43,281.80,21557.73
2.4000,26.08,328.77,21651.66
2.4100,22.82,375.73,16954.99
2.4200,22.82,375.73,17095.89
2.4300,20.29,422.70,17048.92
2.4400,22.82,375.73,21416.83
2.4900,10.74,798.43,19303.33
2.5000,10.14,845.40,14700.59
2.5100,7.94,1080.23,5823.87
2.5300,11.41,751.47,19397.26
2.5400,11.41,751.47,19397.26
2.5800,14.04,610.57,19162.43
2.6000,15.21,563.60,21698.63
2.6100,15.21,563.60,21651.66
2.6400,22.82,375.73,5072.41
2.6500,15.21,563.60,4320.94
2.6600,12.17,704.50,4414.87
2.6700,12.17,704.50,4555.77
2.8400,22.82,375.73,4414.87
2.8500,7.61,1127.20,4414.87
2.8600,7.61,1127.20,4227.01
2.8700,8.30,1033.27,4320.94
2.8800,7.94,1080.23,6105.68
2.8900,12.17,704.50,6105.68
2.9000,9.61,892.37,6152.64
2.9100,8.30,1033.27,6011.74
2.9200,7.94,1080.23,4367.91
2.9300,7.94,1080.23,4039.14
2.9400,7.30,1174.17,3945.21
2.9700,7.61,1127.20,4273.97
2.9800,7.94,1080.23,4555.77
2.9900,11.41,751.47,5166.34
3.0000,12.17,704.50,4649.71
3.0100,18.26,469.67,3992.17
3.0200,20.29,422.70,5448.14
3.0300,18.26,469.67,5964.77
3.0400,16.60,516.63,21510.76
3.0500,20.29,422.70,21604.70
3.0600,60.86,140.90,21510.76
3.3400,91.29,93.93,3381.60
3.3500,11.41,751.47,14841.49
3.3600,10.74,798.43,17236.79
3.3700,11.41,751.47,17001.96
3.3800,13.04,657.53,21604.70
3.3900,14.04,610.57,21557.73
3.4000,14.04,610.57,16954.99
3.4300,26.08,328.77,21651.66
3.4400,36.52,234.83,17095.89
3.4600,36.52,234.83,16954.99
3.4700,18.26,469.67,17095.89
3.4800,22.82,375.73,8172.21
3.4900,26.08,328.77,16954.99
3.5000,26.08,328.77,21416.83
3.6600,22.82,375.73,5213.31
3.6700,20.29,422.70,4790.61
3.6800,20.29,422.70,17048.92
3.6900,15.21,563.60,8547.95
3.7200,18.26,469.67,21463.80
3.7300,36.52,234.83,21275.93
3.7400,60.86,140.90,21463.80
3.7500,20.29,422.70,21651.66
3.7600,18.26,469.67,17142.86
3.7700,30.43,281.80,16954.99
3.8000,30.43,281.80,2442.27
3.8600,7.94,1080.23,5166.34
3.8700,7.94,1080.23,12493.15
3.8800,8.30,1033.27,4602.74
3.8900,9.13,939.33,4978.47
3.9100,7.30,1174.17,5589.04
3.9200,8.30,1033.27,4884.54
3.9300,8.69,986.30,5260.27
3.9400,11.41,751.47,5260.27
3.9500,9.13,939.33,4649.71
3.9600,9.61,892.37,4555.77
3.9700,8.69,986.30,4649.71
4.0100,8.69,986.30,4227.01
4.0200,7.61,1127.20,4273.97
4.0300,7.61,1127.20,4884.54
4.0400,13.04,657.53,5260.27
4.1600,20.29,422.70,3334.64
4.1700,20.29,422.70,3099.80
4.3900,20.29,422.70,3146.77
4.4300,10.74,798.43,5542.07
4.4500,12.17,704.50,18927.59
4.4600,14.04,610.57,19162.43
4.5100,26.08,328.77,4086.11
4.5400,16.60,516.63,4790.61
