Time (s),Vocal Tract Length (cm),f1 (Hz),f2 (Hz)
0.0000,9.44,908.02,2692.76
0.5900,39.12,219.18,3538.16
0.6000,39.12,219.18,5729.94
0.6100,45.64,187.87,8547.95
0.6600,30.43,281.80,2943.25
0.6700,24.90,344.42,2379.65
0.6800,24.90,344.42,2536.20
0.6900,24.90,344.42,2536.20
0.7000,24.90,344.42,2504.89
0.7100,34.23,250.49,2630.14
0.7300,21.07,407.05,2379.65
0.7400,16.11,532.29,2379.65
0.7500,15.21,563.60,2473.58
0.7600,14.41,594.91,2598.83
0.7700,14.41,594.91,2473.58
0.7800,14.41,594.91,2379.65
0.7900,15.21,563.60,2379.65
0.8000,22.82,375.73,2254.40
0.8100,11.41,751.47,5197.65
0.8200,10.95,782.78,8641.88
0.8300,10.95,782.78,8610.57
0.8400,10.95,782.78,2661.45
0.8500,12.45,688.85,2379.65
0.8600,10.95,782.78,1909.98
0.8700,10.53,814.09,2035.23
0.9100,39.12,219.18,8579.26
0.9200,14.41,594.91,2504.89
0.9300,15.21,563.60,2630.14
0.9400,16.11,532.29,2536.20
0.9500,18.26,469.67,2536.20
0.9600,19.56,438.36,2567.51
0.9700,21.07,407.05,2630.14
0.9800,24.90,344.42,2786.69
0.9900,27.39,313.11,2880.63
1.0000,30.43,281.80,2786.69
1.0100,39.12,219.18,2755.38
1.0200,34.23,250.49,2818.00
1.0300,27.39,313.11,2818.00
1.0400,27.39,313.11,2786.69
1.0500,34.23,250.49,2724.07
1.0600,68.47,125.24,2849.32
1.2200,27.39,313.11,2692.76
1.2300,30.43,281.80,2943.25
1.2400,24.90,344.42,2943.25
1.2500,21.07,407.05,2849.32
1.2600,21.07,407.05,2786.69
1.2700,22.82,375.73,2755.38
1.2800,21.07,407.05,2661.45
1.2900,19.56,438.36,2536.20
1.3000,22.82,375.73,2536.20
1.3100,30.43,281.80,2504.89
1.3200,19.56,438.36,2348.34
1.3300,17.12,500.98,2254.40
1.3400,17.12,500.98,2191.78
1.3500,17.12,500.98,1909.98
1.3600,27.39,313.11,7045.01
1.3800,12.45,688.85,11240.70
1.3900,12.45,688.85,11334.64
1.4000,13.69,626.22,14465.75
1.4400,22.82,375.73,11178.08
1.4800,15.21,563.60,6387.48
1.4900,12.45,688.85,14277.89
1.5200,13.69,626.22,9988.26
1.5300,14.41,594.91,6982.39
1.5400,16.11,532.29,6857.14
1.5500,18.26,469.67,12743.64
1.5800,34.23,250.49,14340.51
1.5900,39.12,219.18,11334.64
1.6000,54.77,156.56,3350.29
1.7400,17.12,500.98,9988.26
1.7600,16.11,532.29,7045.01
1.7800,18.26,469.67,4352.25
1.7900,21.07,407.05,4759.30
1.8000,22.82,375.73,4759.30
1.8100,24.90,344.42,4101.76
1.8200,27.39,313.11,3788.65
1.8300,21.07,407.05,4195.69
1.8600,13.04,657.53,4634.05
1.8800,11.91,720.16,5761.25
1.8900,14.41,594.91,3193.74
1.9000,27.39,313.11,3225.05
1.9700,45.64,187.87,2849.32
1.9800,34.23,250.49,2911.94
1.9900,27.39,313.11,2786.69
2.0000,24.90,344.42,2786.69
2.0100,22.82,375.73,2692.76
2.0200,21.07,407.05,2661.45
2.0300,22.82,375.73,2786.69
2.0400,24.90,344.42,2911.94
2.0500,30.43,281.80,2911.94
2.0600,45.64,187.87,2943.25
2.0700,91.29,93.93,11459.88
2.0800,39.12,219.18,8297.46
2.0900,30.43,281.80,8422.70
2.1000,30.43,281.80,14434.44
2.1100,30.43,281.80,14340.51
2.1300,91.29,93.93,2755.38
2.1900,39.12,219.18,3005.87
2.2100,30.43,281.80,6919.77
2.2300,34.23,250.49,14309.20
2.2800,68.47,125.24,8641.88
2.4200,34.23,250.49,2630.14
2.4300,22.82,375.73,2536.20
2.4400,18.26,469.67,2160.47
2.4500,16.11,532.29,6606.65
2.4600,15.21,563.60,6356.16
2.4900,14.41,594.91,14434.44
2.5000,21.07,407.05,12555.77
2.5100,17.12,500.98,9549.90
2.5200,13.69,626.22,14215.26
2.5300,17.12,500.98,9706.46
2.5400,17.12,500.98,11272.02
2.5800,16.11,532.29,12868.88
2.5900,14.41,594.91,14309.20
2.6100,17.12,500.98,9925.64
2.6200,15.21,563.60,7201.57
2.6300,16.11,532.29,7170.25
2.6400,16.11,532.29,7076.32
2.6800,27.39,313.11,6888.45
2.6900,27.39,313.11,6450.10
2.7100,39.12,219.18,14340.51
2.7200,45.64,187.87,14434.44
2.7500,45.64,187.87,11428.57
2.7600,34.23,250.49,14403.13
2.7700,34.23,250.49,14152.64
2.7900,30.43,281.80,12681.02
2.8000,30.43,281.80,6888.45
2.8100,30.43,281.80,7076.32
2.8200,30.43,281.80,3475.54
2.8500,24.90,344.42,12837.57
2.8800,22.82,375.73,9925.64
2.8900,15.21,563.60,6982.39
