Time (s),Vocal Tract Length (cm),f1 (Hz),f2 (Hz)
1.1800,9.61,892.37,19256.36
1.2800,10.74,798.43,17142.86
1.2900,9.13,939.33,12540.12
1.3300,7.61,1127.20,17001.96
1.3400,8.30,1033.27,17095.89
1.3500,9.13,939.33,12634.05
1.3600,10.74,798.43,12540.12
1.3700,12.17,704.50,17189.82
1.3800,13.04,657.53,17095.89
1.3900,14.04,610.57,17048.92
1.4000,13.04,657.53,16767.12
1.4300,9.61,892.37,19115.46
1.4500,9.61,892.37,18927.59
1.4700,7.30,1174.17,10614.48
2.3300,26.08,328.77,2536.20
2.6700,26.08,328.77,7702.54
2.6800,26.08,328.77,12868.88
2.6900,30.43,281.80,12868.88
2.7000,36.52,234.83,17330.72
2.7100,36.52,234.83,8829.75
2.7800,36.52,234.83,8313.11
3.3300,36.52,234.83,8500.98
3.3400,22.82,375.73,2630.14
3.3500,30.43,281.80,8125.24
3.3600,30.43,281.80,17236.79
3.3700,36.52,234.83,17142.86
3.8900,11.41,751.47,7608.61
3.9000,13.04,657.53,8078.28
3.9100,60.86,140.90,8219.18
4.0300,30.43,281.80,3099.80
4.0400,30.43,281.80,8500.98
4.0500,91.29,93.93,8454.01
4.0900,45.64,187.87,13009.78
4.1300,36.52,234.83,17236.79
4.1400,26.08,328.77,17189.82
4.1500,22.82,375.73,12681.02
4.1600,26.08,328.77,8500.98
4.3800,14.04,610.57,2113.50
4.3900,26.08,328.77,2207.44
4.5600,26.08,328.77,21604.70
4.5800,26.08,328.77,12868.88
4.5900,20.29,422.70,12868.88
4.6000,20.29,422.70,12681.02
4.6100,22.82,375.73,12727.98
4.6200,60.86,140.90,8360.08
