Time (s),Vocal Tract Length (cm),f1 (Hz),f2 (Hz)
0.0000,7.61,1127.20,2504.89
0.1200,7.82,1095.89,3819.96
0.1300,10.14,845.40,3882.58
0.6500,13.69,626.22,2724.07
0.6600,16.11,532.29,2786.69
0.6700,15.21,563.60,2598.83
0.6800,13.04,657.53,2630.14
0.6900,15.21,563.60,2598.83
0.7000,15.21,563.60,2536.20
0.7100,15.21,563.60,2504.89
0.7200,17.12,500.98,6575.34
0.7300,24.90,344.42,14434.44
0.7500,24.90,344.42,2724.07
0.7600,21.07,407.05,2911.94
0.7700,19.56,438.36,2974.56
0.7800,54.77,156.56,2974.56
0.8100,13.04,657.53,2943.25
0.8200,10.95,782.78,2598.83
0.9000,8.83,970.65,14309.20
0.9100,8.83,970.65,11146.77
0.9200,8.83,970.65,8485.32
0.9300,9.13,939.33,8391.39
0.9400,9.13,939.33,11459.88
0.9500,9.13,939.33,14434.44
0.9600,9.44,908.02,11303.33
0.9700,10.14,845.40,2442.27
0.9800,11.41,751.47,2598.83
0.9900,12.45,688.85,2630.14
1.0000,14.41,594.91,2724.07
1.0100,16.11,532.29,2786.69
1.0200,19.56,438.36,2786.69
1.0300,22.82,375.73,2724.07
1.0400,24.90,344.42,2786.69
1.0500,30.43,281.80,2880.63
1.0600,30.43,281.80,2943.25
1.2100,18.26,469.67,2849.32
1.2200,14.41,594.91,2567.51
1.2300,12.45,688.85,8140.90
1.2400,10.95,782.78,2661.45
1.2500,10.53,814.09,2598.83
1.2600,10.14,845.40,2630.14
1.2700,10.14,845.40,2630.14
1.2800,10.14,845.40,2724.07
1.2900,10.14,845.40,2630.14
1.3000,10.53,814.09,14183.95
1.3300,10.95,782.78,9831.70
1.3500,10.95,782.78,2786.69
1.3600,16.11,532.29,9706.46
1.3700,10.95,782.78,6731.90
1.3800,11.91,720.16,9894.32
1.3900,11.41,751.47,6418.79
1.4200,11.41,751.47,12868.88
1.4300,11.91,720.16,9863.01
1.4400,12.45,688.85,9800.39
1.4500,12.45,688.85,12806.26
1.4600,12.45,688.85,12931.51
1.4700,12.45,688.85,12900.20
1.4800,11.91,720.16,12900.20
1.4900,11.91,720.16,12868.88
1.5000,12.45,688.85,12900.20
1.5100,13.69,626.22,12900.20
1.5200,14.41,594.91,12900.20
1.5300,14.41,594.91,12712.33
1.5500,19.56,438.36,12900.20
1.5600,19.56,438.36,3381.60
1.5700,18.26,469.67,3475.54
1.6100,17.12,500.98,3350.29
1.6200,16.11,532.29,3412.92
1.6300,14.41,594.91,3412.92
1.6400,11.41,751.47,3068.49
1.6500,10.14,845.40,6951.08
1.6700,9.13,939.33,8140.90
1.6800,9.44,908.02,14246.58
1.6900,9.13,939.33,14371.82
1.7000,8.83,970.65,8360.08
1.7100,7.61,1127.20,11178.08
1.7200,13.69,626.22,1409.00
1.7300,14.41,594.91,1534.25
1.7400,16.11,532.29,1565.56
1.7500,30.43,281.80,8391.39
1.7600,27.39,313.11,14403.13
1.7700,22.82,375.73,14434.44
1.7800,22.82,375.73,3193.74
1.7900,22.82,375.73,3225.05
1.8000,24.90,344.42,2911.94
1.8100,30.43,281.80,2880.63
1.8200,39.12,219.18,2911.94
1.9000,19.56,438.36,3193.74
1.9200,14.41,594.91,9988.26
1.9300,12.45,688.85,6637.96
1.9400,10.53,814.09,10050.88
1.9500,10.95,782.78,9863.01
1.9600,11.41,751.47,7013.70
1.9700,10.95,782.78,3882.58
1.9800,10.53,814.09,3757.34
1.9900,10.14,845.40,3444.23
2.0000,10.53,814.09,6982.39
2.0100,9.78,876.71,9956.95
2.0200,9.13,939.33,9863.01
2.0400,8.30,1033.27,11115.46
2.0600,11.41,751.47,14215.26
2.0700,13.69,626.22,14309.20
2.0800,14.41,594.91,2191.78
2.0900,15.21,563.60,2348.34
2.1000,17.12,500.98,2442.27
2.1100,21.07,407.05,2755.38
2.1600,34.23,250.49,5636.01
2.1700,27.39,313.11,5855.19
2.1800,30.43,281.80,8454.01
2.1900,27.39,313.11,5792.56
2.2000,18.26,469.67,2974.56
2.2100,16.11,532.29,2974.56
2.2200,14.41,594.91,2974.56
2.2300,12.45,688.85,2786.69
2.2400,11.41,751.47,2724.07
2.2500,11.41,751.47,2755.38
2.2600,11.91,720.16,2755.38
2.2700,11.91,720.16,2786.69
2.2800,13.04,657.53,2536.20
2.2900,14.41,594.91,2317.03
2.3000,15.21,563.60,11334.64
2.3100,17.12,500.98,5855.19
2.3200,18.26,469.67,5980.43
2.3600,21.07,407.05,2943.25
2.3700,21.07,407.05,2943.25
2.3800,19.56,438.36,5917.81
2.3900,16.11,532.29,5886.50
2.4000,17.12,500.98,5949.12
2.4100,17.12,500.98,2348.34
2.4200,18.26,469.67,2348.34
2.4300,30.43,281.80,2035.23
2.4600,54.77,156.56,11428.57
2.4700,45.64,187.87,11303.33
2.5100,18.26,469.67,2692.76
2.5200,15.21,563.60,2317.03
2.5300,15.21,563.60,5886.50
2.5400,15.21,563.60,2567.51
2.5500,15.21,563.60,2598.83
2.5600,16.11,532.29,2724.07
2.5700,18.26,469.67,2880.63
2.5800,17.12,500.98,2911.94
2.5900,17.12,500.98,2880.63
2.6000,17.12,500.98,2849.32
2.6100,19.56,438.36,2755.38
2.6200,34.23,250.49,2724.07
2.6700,39.12,219.18,2849.32
2.6800,22.82,375.73,2849.32
2.6900,21.07,407.05,2943.25
2.7000,21.07,407.05,2943.25
2.7100,21.07,407.05,3037.18
2.7200,21.07,407.05,3068.49
2.7300,24.90,344.42,8673.19
2.8600,54.77,156.56,3663.41
2.8900,22.82,375.73,12743.64
2.9500,24.90,344.42,11303.33
2.9600,22.82,375.73,14340.51
2.9700,21.07,407.05,3193.74
2.9800,19.56,438.36,3475.54
2.9900,17.12,500.98,3569.47
3.0000,17.12,500.98,3600.78
3.0100,18.26,469.67,3381.60
3.0200,18.26,469.67,3162.43
3.0300,19.56,438.36,3068.49
3.0400,21.07,407.05,2974.56
3.0500,34.23,250.49,2974.56
3.0600,24.90,344.42,3193.74
3.0700,19.56,438.36,3318.98
3.0800,24.90,344.42,3350.29
3.0900,21.07,407.05,3350.29
3.1000,21.07,407.05,3287.67
3.1100,39.12,219.18,3162.43
3.1200,21.07,407.05,2755.38
3.1300,15.21,563.60,11365.95
3.1400,16.11,532.29,14246.58
3.1600,16.11,532.29,13964.77
3.1700,30.43,281.80,3506.85
3.1900,30.43,281.80,4007.83
3.2100,30.43,281.80,14340.51
3.2200,27.39,313.11,8610.57
3.2300,30.43,281.80,14403.13
3.2400,30.43,281.80,11334.64
3.2500,34.23,250.49,11428.57
3.2700,91.29,93.93,11303.33
3.2800,24.90,344.42,6825.83
3.2900,13.04,657.53,5604.70
3.3000,12.45,688.85,9863.01
3.3100,10.95,782.78,6324.85
3.3200,11.41,751.47,12681.02
3.3300,11.41,751.47,9737.77
3.3400,10.53,814.09,2880.63
3.3500,9.78,876.71,9549.90
3.3600,9.44,908.02,9549.90
3.3700,9.13,939.33,9581.21
3.3800,8.83,970.65,2880.63
3.3900,9.44,908.02,3099.80
3.4000,10.14,845.40,3225.05
3.4100,10.95,782.78,3256.36
3.4200,10.95,782.78,3350.29
3.4300,9.78,876.71,3381.60
3.4400,9.44,908.02,6951.08
3.4500,9.78,876.71,9956.95
3.4600,10.95,782.78,9894.32
3.4700,10.95,782.78,9988.26
3.4800,9.78,876.71,3068.49
3.4900,9.44,908.02,6919.77
3.5000,10.14,845.40,9925.64
3.5100,12.45,688.85,12774.95
3.5300,18.26,469.67,14340.51
3.5400,18.26,469.67,14465.75
3.5500,19.56,438.36,14403.13
3.5900,68.47,125.24,11459.88
3.6000,68.47,125.24,8454.01
3.6100,54.77,156.56,3037.18
3.6200,54.77,156.56,3068.49
3.7900,21.07,407.05,3600.78
3.8000,21.07,407.05,6105.68
3.8100,21.07,407.05,5886.50
3.8200,22.82,375.73,6136.99
3.8300,24.90,344.42,6011.74
3.8400,24.90,344.42,5886.50
3.8500,22.82,375.73,8485.32
3.8600,19.56,438.36,8673.19
3.8700,14.41,594.91,5573.39
3.8900,11.91,720.16,9831.70
3.9000,10.95,782.78,9863.01
3.9100,10.95,782.78,6731.90
3.9200,10.53,814.09,6951.08
3.9300,10.53,814.09,6857.14
3.9400,10.53,814.09,3506.85
3.9500,10.14,845.40,3600.78
3.9600,10.14,845.40,3538.16
3.9700,10.14,845.40,3318.98
3.9800,9.78,876.71,3350.29
3.9900,9.78,876.71,3381.60
4.0000,9.78,876.71,7013.70
4.0100,9.78,876.71,12649.71
4.0200,9.78,876.71,6857.14
4.0300,9.78,876.71,6919.77
4.0400,9.78,876.71,6731.90
4.1400,9.78,876.71,12681.02
4.1700,10.53,814.09,12868.88
4.1800,10.95,782.78,12900.20
4.1900,12.45,688.85,12774.95
4.2500,45.64,187.87,11491.19
4.2600,54.77,156.56,11459.88
4.2700,39.12,219.18,11491.19
4.2800,39.12,219.18,11397.26
4.2900,39.12,219.18,14277.89
4.3000,39.12,219.18,14309.20
4.3100,39.12,219.18,11459.88
4.3200,45.64,187.87,11365.95
4.4300,7.82,1095.89,3788.65
4.4400,7.82,1095.89,3726.03
4.4500,8.05,1064.58,3819.96
4.4600,9.44,908.02,3976.52
4.4700,9.44,908.02,3538.16
4.4800,9.44,908.02,3569.47
4.4900,9.44,908.02,3726.03
4.5000,9.13,939.33,3757.34
4.5100,9.13,939.33,3726.03
4.8300,7.82,1095.89,3788.65
4.8400,8.05,1064.58,3851.27
