Time (s),Vocal Tract Length (cm),f1 (Hz),f2 (Hz)
0.0000,7.82,1095.89,3287.67
0.0100,9.44,908.02,2911.94
0.0200,10.95,782.78,3099.80
0.0300,10.95,782.78,3068.49
0.0600,8.83,970.65,4947.16
0.1400,8.83,970.65,5041.10
0.3000,7.21,1189.82,3913.89
0.3100,8.30,1033.27,3600.78
0.3200,8.05,1064.58,11240.70
0.3300,8.30,1033.27,14277.89
0.3400,9.78,876.71,4915.85
0.4400,39.12,219.18,4978.47
0.4500,7.21,1189.82,2536.20
0.4700,8.30,1033.27,2692.76
0.5200,9.13,939.33,4133.07
0.5300,8.05,1064.58,3976.52
0.5400,7.40,1158.51,3726.03
0.9100,11.91,720.16,3318.98
0.9400,17.12,500.98,3287.67
0.9500,13.69,626.22,3381.60
0.9600,13.69,626.22,3350.29
0.9700,13.04,657.53,3350.29
0.9800,13.04,657.53,3350.29
0.9900,13.69,626.22,3350.29
1.0900,17.12,500.98,3287.67
1.1500,22.82,375.73,3225.05
1.1600,45.64,187.87,3225.05
1.1800,54.77,156.56,3225.05
1.2000,15.21,563.60,3538.16
1.2100,17.12,500.98,3350.29
1.2200,19.56,438.36,4915.85
1.2400,22.82,375.73,4320.94
1.2500,19.56,438.36,3976.52
1.2600,19.56,438.36,14465.75
1.2700,18.26,469.67,14371.82
1.2800,16.11,532.29,11522.50
1.2900,16.11,532.29,8547.95
1.3000,16.11,532.29,8673.19
1.3100,16.11,532.29,2849.32
1.3200,15.21,563.60,5823.87
1.3300,17.12,500.98,11209.39
1.3400,22.82,375.73,14340.51
1.3500,24.90,344.42,2536.20
1.3600,24.90,344.42,5980.43
1.3700,22.82,375.73,2786.69
1.3800,19.56,438.36,3162.43
1.6200,68.47,125.24,13870.84
1.6300,19.56,438.36,2442.27
1.6400,18.26,469.67,2692.76
1.6500,17.12,500.98,2598.83
1.6600,27.39,313.11,2567.51
1.8000,30.43,281.80,2911.94
1.8100,34.23,250.49,2880.63
1.8200,54.77,156.56,2943.25
1.8300,24.90,344.42,3037.18
1.8400,21.07,407.05,2974.56
1.8500,19.56,438.36,2911.94
1.8600,18.26,469.67,2818.00
1.8700,19.56,438.36,2911.94
1.8800,21.07,407.05,3005.87
1.8900,30.43,281.80,11522.50
1.9000,54.77,156.56,14465.75
2.0500,21.07,407.05,3350.29
2.0600,18.26,469.67,3099.80
