Time (s),Vocal Tract Length (cm),f1 (Hz),f2 (Hz)
0.2100,18.26,469.67,10050.88
0.3200,20.29,422.70,9299.41
0.3300,20.29,422.70,8876.71
0.4300,45.64,187.87,6904.11
0.5000,10.14,845.40,18598.83
0.5900,7.94,1080.23,19162.43
0.6000,20.29,422.70,11929.55
2.5000,45.64,187.87,8172.21
2.5100,91.29,93.93,7984.34
2.7200,30.43,281.80,4461.84
2.7300,22.82,375.73,4367.91
2.7400,20.29,422.70,4461.84
2.7500,20.29,422.70,4649.71
2.7600,18.26,469.67,4602.74
2.7700,18.26,469.67,4414.87
2.7800,18.26,469.67,4273.97
2.7900,20.29,422.70,3898.24
3.0200,8.69,986.30,7185.91
3.1300,22.82,375.73,17095.89
3.1400,20.29,422.70,8500.98
3.1500,16.60,516.63,3193.74
3.1600,18.26,469.67,2864.97
3.1700,36.52,234.83,8594.91
3.2900,36.52,234.83,8454.01
3.4000,45.64,187.87,3146.77
3.5900,14.04,610.57,4696.67
3.6000,10.74,798.43,8125.24
3.6100,10.74,798.43,13056.75
3.6400,11.41,751.47,13902.15
4.1200,22.82,375.73,2677.10
4.2300,36.52,234.83,17283.76
4.2400,36.52,234.83,12821.92
