Time (s),Vocal Tract Length (cm),f1 (Hz),f2 (Hz)
1.2900,8.30,1033.27,2943.25
1.3100,16.11,532.29,14121.33
1.4000,8.30,1033.27,6919.77
1.4100,8.30,1033.27,2724.07
1.4200,11.41,751.47,6825.83
1.4400,9.44,908.02,6825.83
1.4500,8.30,1033.27,6794.52
1.4600,8.30,1033.27,9643.84
1.4700,8.56,1001.96,12774.95
1.4800,8.56,1001.96,6669.28
1.4900,8.30,1033.27,7013.70
1.5100,8.05,1064.58,6606.65
1.5200,8.30,1033.27,12806.26
1.5300,8.83,970.65,12806.26
1.5400,9.44,908.02,6637.96
1.5500,10.14,845.40,5573.39
1.5600,10.53,814.09,8454.01
1.5900,19.56,438.36,14434.44
1.6000,21.07,407.05,8610.57
1.6100,22.82,375.73,8579.26
1.6200,34.23,250.49,2880.63
1.6300,45.64,187.87,11428.57
1.7100,15.21,563.60,14309.20
1.7200,14.41,594.91,11365.95
1.7300,15.21,563.60,14340.51
1.7400,14.41,594.91,14434.44
1.7500,14.41,594.91,14121.33
1.7700,14.41,594.91,14309.20
1.7800,14.41,594.91,14465.75
1.7900,15.21,563.60,14465.75
1.8000,15.21,563.60,14403.13
1.8100,15.21,563.60,14246.58
1.8200,15.21,563.60,14309.20
1.8300,15.21,563.60,14434.44
1.8400,16.11,532.29,11397.26
1.8500,17.12,500.98,14403.13
1.8700,17.12,500.98,14121.33
1.8800,18.26,469.67,14246.58
1.9100,18.26,469.67,14434.44
1.9200,18.26,469.67,14434.44
1.9500,91.29,93.93,14465.75
1.9700,54.77,156.56,3068.49
2.0200,91.29,93.93,3005.87
2.0300,39.12,219.18,2849.32
2.0400,45.64,187.87,2724.07
2.0500,45.64,187.87,2598.83
2.0600,34.23,250.49,11491.19
2.0700,30.43,281.80,11459.88
2.0800,34.23,250.49,5636.01
2.0900,27.39,313.11,2285.71
2.1000,22.82,375.73,2661.45
2.1100,21.07,407.05,2724.07
2.1200,19.56,438.36,2598.83
2.1300,22.82,375.73,2630.14
2.1400,27.39,313.11,2786.69
2.1500,19.56,438.36,2880.63
2.1600,19.56,438.36,2849.32
2.1700,21.07,407.05,2818.00
2.1800,24.90,344.42,2786.69
2.1900,30.43,281.80,2849.32
2.2000,30.43,281.80,2943.25
2.2100,24.90,344.42,2974.56
2.2200,21.07,407.05,2880.63
2.2300,24.90,344.42,2818.00
2.2400,91.29,93.93,2818.00
2.2500,45.64,187.87,2818.00
2.2600,27.39,313.11,2818.00
2.2700,24.90,344.42,2786.69
2.2800,24.90,344.42,2786.69
2.2900,24.90,344.42,2755.38
2.3000,30.43,281.80,2661.45
2.3100,39.12,219.18,2504.89
2.3200,30.43,281.80,5855.19
2.3300,39.12,219.18,11459.88
2.3400,39.12,219.18,11459.88
2.3500,39.12,219.18,11365.95
2.3600,45.64,187.87,11272.02
2.3700,45.64,187.87,8579.26
2.3800,45.64,187.87,5761.25
2.3900,45.64,187.87,2786.69
2.4600,34.23,250.49,14340.51
2.4700,34.23,250.49,14340.51
2.4800,54.77,156.56,11209.39
2.4900,24.90,344.42,14371.82
2.5000,21.07,407.05,14434.44
2.5100,22.82,375.73,14340.51
2.5200,27.39,313.11,11459.88
2.5300,30.43,281.80,11209.39
2.5400,27.39,313.11,11303.33
2.5500,24.90,344.42,14371.82
2.5600,27.39,313.11,11459.88
2.5700,45.64,187.87,11397.26
2.5800,27.39,313.11,5448.14
2.5900,24.90,344.42,11365.95
2.6000,27.39,313.11,5636.01
2.6300,30.43,281.80,5729.94
2.6400,22.82,375.73,2442.27
2.6500,22.82,375.73,2786.69
2.6600,22.82,375.73,2786.69
2.6700,22.82,375.73,2692.76
2.6800,21.07,407.05,2661.45
2.6900,22.82,375.73,2630.14
2.7000,27.39,313.11,2630.14
2.7100,24.90,344.42,2630.14
2.7200,22.82,375.73,2630.14
2.7300,22.82,375.73,2630.14
2.7400,21.07,407.05,2598.83
2.7500,22.82,375.73,2567.51
2.7600,27.39,313.11,5667.32
2.8000,19.56,438.36,14121.33
2.8100,19.56,438.36,11272.02
2.8200,34.23,250.49,11272.02
2.8500,24.90,344.42,8454.01
2.8600,21.07,407.05,8266.14
