Time (s),Vocal Tract Length (cm),f1 (Hz),f2 (Hz)
0.0100,14.41,594.91,3788.65
0.1300,22.82,375.73,5604.70
0.1400,8.05,1064.58,2818.00
0.1500,10.14,845.40,2880.63
0.1600,11.91,720.16,2818.00
0.1700,14.41,594.91,2755.38
0.2100,19.56,438.36,3068.49
0.2200,21.07,407.05,3131.12
0.5700,30.43,281.80,2818.00
0.5900,45.64,187.87,3162.43
0.6600,34.23,250.49,3193.74
1.0600,9.78,876.71,5103.72
1.2100,30.43,281.80,5698.63
1.2200,21.07,407.05,5542.07
1.2300,21.07,407.05,5823.87
1.2400,21.07,407.05,5698.63
1.2500,18.26,469.67,2191.78
1.2600,17.12,500.98,2254.40
1.2700,16.11,532.29,2317.03
1.2800,15.21,563.60,2410.96
1.4500,24.90,344.42,5542.07
1.4600,22.82,375.73,5354.21
1.4700,22.82,375.73,5322.90
1.4800,21.07,407.05,5385.52
1.4900,21.07,407.05,5416.83
1.5000,21.07,407.05,5667.32
1.5100,22.82,375.73,6136.99
1.5200,22.82,375.73,2911.94
1.5300,24.90,344.42,3005.87
1.5400,24.90,344.42,3099.80
1.5500,24.90,344.42,3131.12
1.5600,24.90,344.42,3162.43
1.5700,22.82,375.73,3444.23
1.5800,24.90,344.42,3976.52
1.5900,34.23,250.49,4978.47
1.6000,45.64,187.87,5260.27
1.6100,39.12,219.18,5103.72
1.6900,30.43,281.80,5197.65
1.7000,22.82,375.73,2755.38
1.7100,22.82,375.73,2504.89
1.7200,22.82,375.73,6011.74
1.7300,30.43,281.80,5855.19
1.7400,24.90,344.42,3131.12
1.7500,24.90,344.42,3068.49
1.7600,45.64,187.87,5667.32
1.8100,39.12,219.18,5792.56
1.8200,45.64,187.87,5604.70
1.9100,30.43,281.80,2410.96
1.9200,24.90,344.42,2348.34
1.9300,54.77,156.56,2348.34
1.9400,39.12,219.18,5604.70
1.9500,24.90,344.42,11397.26
1.9600,30.43,281.80,5573.39
2.0100,39.12,219.18,2630.14
2.0200,27.39,313.11,2598.83
2.0300,24.90,344.42,2598.83
2.0400,30.43,281.80,2598.83
2.0500,39.12,219.18,2504.89
2.0600,39.12,219.18,2630.14
2.0700,45.64,187.87,2724.07
2.1000,39.12,219.18,2536.20
2.1100,27.39,313.11,2536.20
2.1200,22.82,375.73,2536.20
2.1300,24.90,344.42,2504.89
2.1400,24.90,344.42,2473.58
2.1500,21.07,407.05,2473.58
2.1600,21.07,407.05,2504.89
2.1700,27.39,313.11,2504.89
2.1800,27.39,313.11,2567.51
2.2000,91.29,93.93,2661.45
2.2200,39.12,219.18,2692.76
2.2300,34.23,250.49,2504.89
2.2400,39.12,219.18,6136.99
2.2500,45.64,187.87,6105.68
2.2600,39.12,219.18,6136.99
2.2700,39.12,219.18,6199.61
2.2800,39.12,219.18,6199.61
2.2900,45.64,187.87,6199.61
2.3200,54.77,156.56,5949.12
2.3300,45.64,187.87,6011.74
2.3400,68.47,125.24,6011.74
2.5600,91.29,93.93,14434.44
2.5700,68.47,125.24,5636.01
2.5900,45.64,187.87,6199.61
2.6300,19.56,438.36,6293.54
2.6400,22.82,375.73,5698.63
2.6500,39.12,219.18,5667.32
2.6600,45.64,187.87,5479.45
2.6700,24.90,344.42,5322.90
2.6800,22.82,375.73,4790.61
2.6900,19.56,438.36,4978.47
2.7000,34.23,250.49,5291.59
2.7600,8.30,1033.27,5103.72
2.7800,24.90,344.42,5448.14
2.8100,7.82,1095.89,5792.56
2.8200,17.12,500.98,5135.03
2.8600,24.90,344.42,4665.36
2.8700,39.12,219.18,4602.74
2.9100,13.04,657.53,4602.74
2.9200,13.69,626.22,5072.41
2.9300,13.04,657.53,5009.78
2.9400,18.26,469.67,5103.72
2.9500,16.11,532.29,5072.41
2.9600,16.11,532.29,5009.78
2.9700,18.26,469.67,4978.47
2.9800,30.43,281.80,5072.41
3.0000,39.12,219.18,5260.27
3.0100,39.12,219.18,5228.96
3.0200,45.64,187.87,5448.14
3.0300,30.43,281.80,5573.39
3.0400,34.23,250.49,5604.70
3.0500,34.23,250.49,5667.32
3.0600,34.23,250.49,5855.19
3.0700,45.64,187.87,8579.26
3.1100,24.90,344.42,2724.07
3.1200,18.26,469.67,2536.20
3.1300,17.12,500.98,2348.34
3.1400,15.21,563.60,2129.16
3.1500,15.21,563.60,5667.32
3.1600,15.21,563.60,11209.39
3.1700,15.21,563.60,4508.81
3.1800,14.41,594.91,4571.43
3.1900,15.21,563.60,4665.36
3.2000,16.11,532.29,4665.36
3.2100,16.11,532.29,4727.98
3.2200,18.26,469.67,4915.85
3.2300,21.07,407.05,5041.10
3.2400,21.07,407.05,2567.51
3.2500,34.23,250.49,5322.90
3.3500,16.11,532.29,5197.65
3.3700,7.40,1158.51,5604.70
3.4100,54.77,156.56,5385.52
3.4200,34.23,250.49,5542.07
3.4300,39.12,219.18,5761.25
3.4400,54.77,156.56,5823.87
3.4600,68.47,125.24,5729.94
3.6000,7.82,1095.89,4759.30
3.6700,8.30,1033.27,4007.83
3.6800,10.53,814.09,4039.14
3.6900,10.53,814.09,4101.76
3.7000,9.13,939.33,4164.38
3.7100,8.30,1033.27,4133.07
3.7200,9.44,908.02,3757.34
3.7300,14.41,594.91,4790.61
3.7400,14.41,594.91,5041.10
3.7500,16.11,532.29,4884.54
3.7600,17.12,500.98,4446.18
3.7700,17.12,500.98,8641.88
3.7800,18.26,469.67,8485.32
3.7900,18.26,469.67,4446.18
3.8000,18.26,469.67,4727.98
3.8100,17.12,500.98,4477.50
3.8600,10.53,814.09,4070.45
3.8700,7.61,1127.20,4227.01
3.8900,30.43,281.80,2473.58
3.9000,24.90,344.42,2442.27
3.9100,22.82,375.73,2911.94
3.9200,24.90,344.42,2911.94
3.9300,24.90,344.42,2911.94
3.9400,27.39,313.11,3005.87
3.9500,24.90,344.42,2880.63
3.9600,24.90,344.42,2536.20
3.9700,24.90,344.42,2755.38
3.9800,34.23,250.49,2880.63
4.5000,30.43,281.80,2880.63
