Time (s),Vocal Tract Length (cm),f1 (Hz),f2 (Hz)
0.0000,10.53,814.09,4602.74
0.0500,21.07,407.05,6011.74
0.0600,11.91,720.16,5260.27
0.0700,11.91,720.16,5698.63
0.0800,11.91,720.16,5792.56
0.0900,12.45,688.85,5980.43
0.1000,13.04,657.53,5009.78
0.1400,12.45,688.85,3068.49
0.1500,12.45,688.85,3068.49
0.1600,13.04,657.53,3162.43
0.1700,13.69,626.22,3225.05
0.1800,14.41,594.91,3287.67
0.1900,13.04,657.53,3225.05
0.2000,12.45,688.85,3131.12
0.2100,12.45,688.85,3099.80
0.2200,12.45,688.85,3131.12
0.2300,13.69,626.22,3256.36
0.2400,15.21,563.60,3287.67
0.2500,18.26,469.67,3256.36
0.2600,27.39,313.11,3068.49
0.3900,10.14,845.40,4915.85
0.4000,14.41,594.91,4477.50
0.4100,27.39,313.11,4164.38
0.4200,22.82,375.73,3788.65
0.7200,7.21,1189.82,12774.95
0.9500,34.23,250.49,2755.38
0.9600,39.12,219.18,2818.00
0.9700,30.43,281.80,2630.14
0.9800,34.23,250.49,2692.76
1.0300,34.23,250.49,2692.76
1.0400,24.90,344.42,2630.14
1.0500,22.82,375.73,2504.89
1.0600,22.82,375.73,2442.27
1.0700,22.82,375.73,2442.27
1.0800,22.82,375.73,2818.00
1.0900,22.82,375.73,2786.69
1.1000,22.82,375.73,5667.32
1.1100,24.90,344.42,3913.89
1.1200,24.90,344.42,3851.27
1.1300,24.90,344.42,3882.58
1.1400,24.90,344.42,3726.03
1.1500,22.82,375.73,3851.27
1.1600,21.07,407.05,3663.41
1.1700,19.56,438.36,14434.44
1.1800,21.07,407.05,11334.64
1.1900,22.82,375.73,11240.70
1.2000,24.90,344.42,11459.88
1.2100,24.90,344.42,11491.19
1.2200,24.90,344.42,11491.19
1.2400,22.82,375.73,3005.87
1.2500,30.43,281.80,2974.56
1.2800,27.39,313.11,11365.95
1.2900,19.56,438.36,14434.44
1.3000,18.26,469.67,14371.82
1.3100,18.26,469.67,8485.32
1.3200,17.12,500.98,5698.63
1.3300,17.12,500.98,5729.94
1.3400,18.26,469.67,11428.57
1.3500,17.12,500.98,8454.01
1.3600,16.11,532.29,8547.95
1.3700,18.26,469.67,11303.33
1.3800,17.12,500.98,14434.44
1.3900,17.12,500.98,14371.82
1.4300,21.07,407.05,2724.07
1.4400,21.07,407.05,3193.74
1.4500,21.07,407.05,2974.56
1.4600,22.82,375.73,2692.76
1.4700,22.82,375.73,3131.12
1.4800,22.82,375.73,3193.74
1.5300,91.29,93.93,14465.75
1.5400,68.47,125.24,14434.44
1.5500,91.29,93.93,11491.19
1.5800,91.29,93.93,8516.63
1.5900,19.56,438.36,11303.33
1.6000,17.12,500.98,14090.02
1.6300,8.30,1033.27,11178.08
1.6400,8.05,1064.58,8297.46
1.7100,9.13,939.33,9894.32
1.7200,8.83,970.65,6951.08
1.7300,8.56,1001.96,7076.32
1.7400,8.56,1001.96,7107.63
1.7500,8.30,1033.27,6951.08
1.7600,8.05,1064.58,9831.70
1.7700,8.30,1033.27,12837.57
1.7800,8.30,1033.27,9643.84
1.7900,8.30,1033.27,6794.52
1.8000,8.83,970.65,6637.96
1.8100,14.41,594.91,12555.77
1.9400,54.77,156.56,2880.63
1.9600,30.43,281.80,12931.51
2.0300,39.12,219.18,14309.20
2.0400,34.23,250.49,14434.44
2.0500,45.64,187.87,14465.75
2.0600,54.77,156.56,14434.44
2.0700,54.77,156.56,14434.44
2.0800,54.77,156.56,11272.02
2.0900,39.12,219.18,14403.13
2.1200,9.44,908.02,9706.46
2.1300,8.56,1001.96,7076.32
2.1400,8.30,1033.27,10019.57
2.1500,8.30,1033.27,12774.95
2.1600,8.05,1064.58,12774.95
2.1800,8.30,1033.27,12931.51
2.1900,8.56,1001.96,12806.26
2.2000,9.44,908.02,12837.57
2.2300,9.13,939.33,12931.51
2.2400,8.83,970.65,6888.45
2.2500,9.13,939.33,10019.57
2.2700,19.56,438.36,2943.25
2.2800,12.45,688.85,2943.25
2.3600,24.90,344.42,3225.05
2.3700,24.90,344.42,3287.67
2.3800,24.90,344.42,3193.74
2.3900,27.39,313.11,2911.94
2.4000,27.39,313.11,3506.85
2.4100,30.43,281.80,3788.65
2.4200,45.64,187.87,3726.03
2.5600,54.77,156.56,12712.33
2.5800,39.12,219.18,12681.02
2.6100,39.12,219.18,14434.44
2.6200,91.29,93.93,11334.64
2.6600,45.64,187.87,11334.64
2.6800,17.12,500.98,7013.70
2.6900,14.41,594.91,6731.90
2.7000,14.41,594.91,11272.02
2.7100,13.69,626.22,14465.75
2.7500,24.90,344.42,12806.26
2.8000,27.39,313.11,11428.57
2.8100,24.90,344.42,5855.19
2.8200,22.82,375.73,2849.32
2.8300,21.07,407.05,14434.44
2.9400,22.82,375.73,14277.89
2.9500,21.07,407.05,14340.51
2.9600,19.56,438.36,14340.51
3.0300,19.56,438.36,14246.58
3.1500,34.23,250.49,14058.71
3.1600,45.64,187.87,14246.58
3.1700,45.64,187.87,14371.82
3.2200,11.41,751.47,4289.63
3.2300,11.41,751.47,4383.56
3.2400,12.45,688.85,4634.05
3.2800,13.69,626.22,5322.90
3.2900,13.04,657.53,5135.03
3.3000,13.04,657.53,4978.47
3.3100,13.69,626.22,4821.92
3.3200,16.11,532.29,4853.23
3.3700,11.41,751.47,3193.74
3.3800,11.91,720.16,3256.36
3.3900,12.45,688.85,3318.98
3.4000,12.45,688.85,3318.98
3.4100,12.45,688.85,3225.05
3.4200,12.45,688.85,3193.74
3.4300,13.69,626.22,3287.67
3.4400,17.12,500.98,3538.16
3.4500,15.21,563.60,3381.60
3.4600,14.41,594.91,3256.36
3.4700,27.39,313.11,3256.36
3.6100,30.43,281.80,3099.80
3.6200,27.39,313.11,3068.49
