Time (s),Vocal Tract Length (cm),f1 (Hz),f2 (Hz)
0.0000,10.14,845.40,3475.54
0.0100,34.23,250.49,4915.85
0.0800,7.21,1189.82,5448.14
0.8800,27.39,313.11,9111.55
0.8900,27.39,313.11,5729.94
0.9000,27.39,313.11,9581.21
0.9100,27.39,313.11,9706.46
0.9200,27.39,313.11,10551.86
0.9300,30.43,281.80,10708.41
0.9400,30.43,281.80,10583.17
0.9500,30.43,281.80,3381.60
0.9600,30.43,281.80,4195.69
0.9700,27.39,313.11,4446.18
0.9800,34.23,250.49,4414.87
0.9900,39.12,219.18,4383.56
1.0000,34.23,250.49,4352.25
1.0100,34.23,250.49,3851.27
1.0200,39.12,219.18,3538.16
1.0300,68.47,125.24,9017.61
1.0500,91.29,93.93,9080.23
1.0900,11.41,751.47,4665.36
1.1000,11.91,720.16,9205.48
1.1100,11.91,720.16,9894.32
1.1200,13.69,626.22,6011.74
1.1300,14.41,594.91,5886.50
1.1400,14.41,594.91,5604.70
1.1500,12.45,688.85,5823.87
1.1600,11.91,720.16,6074.36
1.1700,10.53,814.09,5761.25
1.2000,8.05,1064.58,4571.43
1.2100,9.13,939.33,4383.56
1.2200,9.78,876.71,4289.63
1.2300,11.41,751.47,4414.87
1.2400,11.91,720.16,4477.50
1.2500,13.04,657.53,4696.67
1.2600,10.95,782.78,4821.92
1.2700,12.45,688.85,4915.85
1.2800,16.11,532.29,4821.92
1.2900,16.11,532.29,10332.68
1.3000,16.11,532.29,10176.13
1.3100,17.12,500.98,5416.83
1.3200,18.26,469.67,10176.13
1.3300,17.12,500.98,5354.21
1.3400,16.11,532.29,5855.19
1.3500,17.12,500.98,6168.30
1.3600,22.82,375.73,6230.92
1.3700,19.56,438.36,6356.16
1.3800,17.12,500.98,6136.99
1.3900,18.26,469.67,6074.36
1.4000,18.26,469.67,6262.23
1.4100,17.12,500.98,6450.10
1.4200,22.82,375.73,6293.54
1.4300,21.07,407.05,5416.83
1.4700,68.47,125.24,6324.85
1.4900,54.77,156.56,5448.14
1.5000,24.90,344.42,9080.23
1.5100,22.82,375.73,8798.43
1.5200,22.82,375.73,8735.81
1.5300,22.82,375.73,14215.26
1.5400,34.23,250.49,9988.26
1.6100,54.77,156.56,14340.51
1.6200,91.29,93.93,14434.44
1.6500,91.29,93.93,10019.57
1.6600,22.82,375.73,10645.79
1.6700,19.56,438.36,6919.77
1.7000,17.12,500.98,12273.97
1.7100,19.56,438.36,6544.03
1.7300,18.26,469.67,14340.51
1.7400,18.26,469.67,14403.13
1.7600,18.26,469.67,12587.08
1.7700,19.56,438.36,12900.20
1.7800,22.82,375.73,12618.40
1.8000,22.82,375.73,6857.14
1.9100,18.26,469.67,5041.10
1.9200,17.12,500.98,5980.43
1.9400,14.41,594.91,9675.15
1.9500,15.21,563.60,9706.46
1.9600,14.41,594.91,9643.84
1.9800,16.11,532.29,14246.58
1.9900,17.12,500.98,14309.20
2.0000,21.07,407.05,13933.46
2.0200,22.82,375.73,10990.22
2.0300,22.82,375.73,10927.59
2.0400,19.56,438.36,10927.59
2.0500,17.12,500.98,10677.10
2.0600,16.11,532.29,10426.61
2.0700,17.12,500.98,6763.21
2.1100,10.95,782.78,6700.59
2.1200,13.69,626.22,10739.73
2.1300,14.41,594.91,6481.41
2.1400,16.11,532.29,6700.59
2.1500,18.26,469.67,6763.21
2.1600,18.26,469.67,6637.96
2.1700,17.12,500.98,3256.36
2.1800,18.26,469.67,9800.39
2.1900,17.12,500.98,11459.88
2.2000,17.12,500.98,14434.44
2.2200,18.26,469.67,12900.20
2.2500,21.07,407.05,12900.20
2.2600,39.12,219.18,12774.95
2.2700,30.43,281.80,12774.95
2.2800,27.39,313.11,12900.20
2.2900,24.90,344.42,9205.48
2.3000,21.07,407.05,14434.44
2.3100,18.26,469.67,14434.44
2.3200,19.56,438.36,8673.19
2.3300,30.43,281.80,10050.88
2.3400,27.39,313.11,10270.06
2.3500,22.82,375.73,9831.70
2.3600,19.56,438.36,10551.86
2.3700,18.26,469.67,10614.48
2.3800,18.26,469.67,2097.85
2.3900,18.26,469.67,6199.61
2.4000,19.56,438.36,6356.16
2.4100,21.07,407.05,10614.48
2.4200,24.90,344.42,10551.86
2.4300,45.64,187.87,10520.55
2.4500,45.64,187.87,10332.68
2.4600,39.12,219.18,8735.81
2.4700,45.64,187.87,8391.39
2.4800,68.47,125.24,8547.95
2.4900,68.47,125.24,8422.70
2.5200,39.12,219.18,8266.14
2.5300,68.47,125.24,3913.89
2.5700,45.64,187.87,2567.51
2.5800,30.43,281.80,2473.58
2.5900,24.90,344.42,2442.27
2.6000,22.82,375.73,2504.89
2.6100,30.43,281.80,2536.20
2.6700,27.39,313.11,2598.83
2.6800,39.12,219.18,2630.14
2.6900,54.77,156.56,2692.76
2.7000,45.64,187.87,2661.45
2.7100,91.29,93.93,2567.51
2.7400,54.77,156.56,5917.81
2.7500,54.77,156.56,5917.81
2.8400,21.07,407.05,2630.14
2.9000,45.64,187.87,2724.07
2.9100,30.43,281.80,10927.59
2.9200,30.43,281.80,10864.97
2.9300,30.43,281.80,9675.15
2.9400,45.64,187.87,9549.90
2.9500,39.12,219.18,9048.92
2.9900,54.77,156.56,9988.26
3.0000,68.47,125.24,10082.19
3.0300,54.77,156.56,10583.17
3.0400,30.43,281.80,10708.41
3.0500,34.23,250.49,7514.68
3.0600,39.12,219.18,7733.86
3.0700,34.23,250.49,3287.67
3.0800,39.12,219.18,5855.19
3.0900,45.64,187.87,5917.81
3.1000,39.12,219.18,3068.49
3.1100,34.23,250.49,3131.12
3.1200,39.12,219.18,2974.56
3.1300,45.64,187.87,10677.10
3.1400,39.12,219.18,10833.66
3.1500,30.43,281.80,5761.25
3.1600,27.39,313.11,5949.12
3.1700,45.64,187.87,5980.43
3.1800,22.82,375.73,6074.36
3.1900,18.26,469.67,6262.23
3.2000,18.26,469.67,6418.79
3.2100,16.11,532.29,6731.90
3.2200,10.14,845.40,6731.90
3.2300,9.78,876.71,6637.96
3.2400,8.05,1064.58,6637.96
3.2500,10.53,814.09,6575.34
3.2600,13.04,657.53,6356.16
3.2700,14.41,594.91,5729.94
3.2800,15.21,563.60,11491.19
3.2900,15.21,563.60,11334.64
3.3100,22.82,375.73,7013.70
3.3200,18.26,469.67,7107.63
3.3300,18.26,469.67,7170.25
3.3400,17.12,500.98,6825.83
3.3500,16.11,532.29,9581.21
3.3600,16.11,532.29,9487.28
3.3700,15.21,563.60,9988.26
3.3800,13.69,626.22,10583.17
3.3900,13.69,626.22,2630.14
3.4000,13.04,657.53,2661.45
3.4100,12.45,688.85,5416.83
3.4700,27.39,313.11,2598.83
3.4800,27.39,313.11,2598.83
3.4900,27.39,313.11,2661.45
3.5000,24.90,344.42,2567.51
3.5100,27.39,313.11,2473.58
3.5200,27.39,313.11,2473.58
3.5300,24.90,344.42,2598.83
3.5400,24.90,344.42,2692.76
3.5500,24.90,344.42,2880.63
3.5600,27.39,313.11,2880.63
3.5700,24.90,344.42,5886.50
3.5800,24.90,344.42,5855.19
3.5900,24.90,344.42,2379.65
3.6000,24.90,344.42,2536.20
3.6100,34.23,250.49,2536.20
3.6700,30.43,281.80,2630.14
3.6800,24.90,344.42,2598.83
3.6900,24.90,344.42,2661.45
3.7000,27.39,313.11,2724.07
3.7100,24.90,344.42,2692.76
3.7200,22.82,375.73,5636.01
3.7300,22.82,375.73,5698.63
3.7400,22.82,375.73,5855.19
3.7500,24.90,344.42,2536.20
3.7600,68.47,125.24,2348.34
3.7900,34.23,250.49,2598.83
3.8000,30.43,281.80,2598.83
3.8100,30.43,281.80,2598.83
3.8200,39.12,219.18,2630.14
3.8700,30.43,281.80,2630.14
3.8800,30.43,281.80,2786.69
3.8900,30.43,281.80,6074.36
3.9000,34.23,250.49,6418.79
3.9100,34.23,250.49,6669.28
3.9200,24.90,344.42,6982.39
3.9300,19.56,438.36,3162.43
3.9400,19.56,438.36,8109.59
3.9500,27.39,313.11,10551.86
3.9600,24.90,344.42,6763.21
3.9700,21.07,407.05,6606.65
3.9800,21.07,407.05,6011.74
3.9900,21.07,407.05,10144.81
4.0000,19.56,438.36,10113.50
4.0100,17.12,500.98,5698.63
4.0200,16.11,532.29,9769.08
4.0300,16.11,532.29,9362.04
4.0400,9.13,939.33,9268.10
4.0500,9.78,876.71,9675.15
4.0600,10.14,845.40,3757.34
4.0700,10.14,845.40,3913.89
4.0800,10.14,845.40,3945.21
4.0900,10.53,814.09,3851.27
4.1000,13.04,657.53,10144.81
4.1100,13.04,657.53,4195.69
4.1200,12.45,688.85,4133.07
4.1300,11.91,720.16,10238.75
4.1400,12.45,688.85,10050.88
4.1500,14.41,594.91,10050.88
4.1600,19.56,438.36,6919.77
4.1700,11.91,720.16,4133.07
4.1800,11.41,751.47,4446.18
4.1900,10.95,782.78,4164.38
4.2000,10.53,814.09,4007.83
4.2400,39.12,219.18,14434.44
4.2500,39.12,219.18,8454.01
4.2600,45.64,187.87,11553.82
4.2700,39.12,219.18,11553.82
4.2800,39.12,219.18,14465.75
4.2900,39.12,219.18,14434.44
4.3000,34.23,250.49,14309.20
4.3200,27.39,313.11,12994.13
4.3300,19.56,438.36,6888.45
4.3400,15.21,563.60,7138.94
4.3500,13.69,626.22,10207.44
4.3600,13.04,657.53,10238.75
4.3700,11.91,720.16,10332.68
4.3800,11.91,720.16,10363.99
4.3900,12.45,688.85,10332.68
4.4000,11.41,751.47,10426.61
4.4100,11.41,751.47,14246.58
4.4200,10.95,782.78,14277.89
4.4300,11.41,751.47,10363.99
4.4400,11.41,751.47,10614.48
4.4500,10.95,782.78,10395.30
4.4600,10.95,782.78,10019.57
4.4700,11.91,720.16,9769.08
4.4800,13.04,657.53,10082.19
4.5000,14.41,594.91,14215.26
4.5100,14.41,594.91,9863.01
4.5200,19.56,438.36,10207.44
4.5300,34.23,250.49,10332.68
4.5400,54.77,156.56,2786.69
4.5500,54.77,156.56,2786.69
4.5600,30.43,281.80,2786.69
4.5700,39.12,219.18,2724.07
4.5900,54.77,156.56,2724.07
4.6000,34.23,250.49,2724.07
4.6100,30.43,281.80,2630.14
4.6200,45.64,187.87,2536.20
4.6600,54.77,156.56,9330.72
4.6900,45.64,187.87,8704.50
4.7000,54.77,156.56,5072.41
4.7300,54.77,156.56,4696.67
4.7400,39.12,219.18,2504.89
4.7500,34.23,250.49,2536.20
4.7600,30.43,281.80,2536.20
4.7700,30.43,281.80,2661.45
4.7800,30.43,281.80,9268.10
4.7900,30.43,281.80,9330.72
4.8000,30.43,281.80,9393.35
4.8100,30.43,281.80,5166.34
4.8200,34.23,250.49,5636.01
4.8300,91.29,93.93,9080.23
4.8400,39.12,219.18,5698.63
4.8500,39.12,219.18,5855.19
5.0400,13.69,626.22,4446.18
5.0500,11.41,751.47,4258.32
5.1100,21.07,407.05,5385.52
5.1200,27.39,313.11,5260.27
5.1300,13.04,657.53,5166.34
5.1400,34.23,250.49,5135.03
