Time (s),Vocal Tract Length (cm),f1 (Hz),f2 (Hz)
0.6600,10.53,814.09,2880.63
0.6700,10.95,782.78,3600.78
0.7000,45.64,187.87,6074.36
0.7200,18.26,469.67,2442.27
0.7300,18.26,469.67,3131.12
0.7400,16.11,532.29,8360.08
0.7500,18.26,469.67,8203.52
0.7600,30.43,281.80,2724.07
0.8500,39.12,219.18,3193.74
0.8600,30.43,281.80,3037.18
0.8700,30.43,281.80,3068.49
0.9300,45.64,187.87,4446.18
0.9400,30.43,281.80,4195.69
1.0000,91.29,93.93,4571.43
1.0100,21.07,407.05,4571.43
1.0200,21.07,407.05,2849.32
1.0500,68.47,125.24,4540.12
1.0600,22.82,375.73,4540.12
1.1700,45.64,187.87,4227.01
1.2000,34.23,250.49,4383.56
1.2100,24.90,344.42,2692.76
1.2300,39.12,219.18,4258.32
1.2400,21.07,407.05,4227.01
1.2500,18.26,469.67,4195.69
1.2600,18.26,469.67,4258.32
1.2700,17.12,500.98,4258.32
1.2800,17.12,500.98,4227.01
1.2900,17.12,500.98,4227.01
1.3000,17.12,500.98,4227.01
1.3100,17.12,500.98,4289.63
1.3200,17.12,500.98,4289.63
1.3300,17.12,500.98,4227.01
1.3400,17.12,500.98,4195.69
1.3500,18.26,469.67,3882.58
1.3600,21.07,407.05,4195.69
1.3700,27.39,313.11,4101.76
1.5500,24.90,344.42,2755.38
1.5600,22.82,375.73,3099.80
1.5700,21.07,407.05,3068.49
1.5800,19.56,438.36,3068.49
1.5900,19.56,438.36,14403.13
1.6000,22.82,375.73,11334.64
1.6100,27.39,313.11,5949.12
1.6200,45.64,187.87,6356.16
1.6400,54.77,156.56,2974.56
1.7800,19.56,438.36,3162.43
1.7900,15.21,563.60,11209.39
1.8000,13.04,657.53,11303.33
1.8100,11.41,751.47,3757.34
1.8200,10.53,814.09,3600.78
1.8300,10.14,845.40,3506.85
1.8400,9.78,876.71,3757.34
1.8500,10.14,845.40,4007.83
1.8600,10.14,845.40,3945.21
1.8700,10.53,814.09,3788.65
1.8800,10.95,782.78,3757.34
1.8900,11.41,751.47,3506.85
1.9000,12.45,688.85,11303.33
1.9100,15.21,563.60,4352.25
1.9200,17.12,500.98,4540.12
1.9300,17.12,500.98,11303.33
1.9400,18.26,469.67,3444.23
1.9500,21.07,407.05,6074.36
1.9600,27.39,313.11,6512.72
1.9700,30.43,281.80,6512.72
1.9800,14.41,594.91,6387.48
1.9900,15.21,563.60,14277.89
2.0000,21.07,407.05,3350.29
2.0100,15.21,563.60,2943.25
2.0200,10.14,845.40,3131.12
2.0300,14.41,594.91,3193.74
2.0500,8.30,1033.27,7138.94
2.0700,91.29,93.93,1909.98
2.0900,22.82,375.73,4508.81
2.1000,22.82,375.73,4540.12
2.1100,30.43,281.80,4477.50
2.1600,15.21,563.60,4289.63
2.1700,14.41,594.91,4195.69
2.1800,14.41,594.91,4164.38
2.1900,14.41,594.91,8328.77
2.2000,14.41,594.91,5416.83
2.2100,15.21,563.60,5823.87
2.2200,16.11,532.29,5792.56
2.2300,17.12,500.98,5448.14
2.2400,17.12,500.98,14371.82
2.2500,16.11,532.29,14246.58
2.2600,19.56,438.36,8328.77
2.2700,34.23,250.49,5448.14
2.2900,22.82,375.73,11459.88
2.3000,17.12,500.98,14309.20
2.3100,18.26,469.67,2410.96
2.3200,22.82,375.73,2567.51
2.3300,34.23,250.49,2755.38
2.3400,21.07,407.05,2786.69
2.3500,18.26,469.67,2911.94
2.3600,18.26,469.67,2911.94
2.3700,18.26,469.67,2943.25
2.3800,19.56,438.36,3005.87
2.3900,34.23,250.49,3037.18
2.4000,54.77,156.56,11365.95
2.4200,54.77,156.56,11397.26
2.4300,45.64,187.87,11491.19
2.4400,68.47,125.24,11491.19
2.4600,54.77,156.56,4352.25
2.4700,34.23,250.49,3913.89
2.4900,68.47,125.24,3976.52
2.5000,27.39,313.11,4007.83
2.5100,22.82,375.73,4070.45
2.5200,19.56,438.36,4164.38
2.5300,19.56,438.36,3287.67
2.5400,24.90,344.42,2724.07
2.5500,21.07,407.05,2630.14
2.5600,15.21,563.60,2661.45
2.5700,14.41,594.91,2567.51
2.5800,13.69,626.22,4414.87
2.5900,12.45,688.85,4383.56
2.6000,11.91,720.16,4320.94
2.6100,11.91,720.16,4289.63
2.6200,11.91,720.16,4258.32
2.6500,13.04,657.53,4320.94
2.6600,13.69,626.22,4289.63
2.6700,14.41,594.91,3913.89
2.6800,15.21,563.60,3663.41
2.6900,16.11,532.29,6825.83
2.7000,16.11,532.29,5917.81
2.7400,13.69,626.22,4884.54
2.7500,8.83,970.65,4853.23
2.7900,18.26,469.67,4602.74
2.8000,17.12,500.98,4665.36
2.8100,17.12,500.98,4665.36
2.8200,16.11,532.29,4853.23
2.8300,12.45,688.85,4696.67
2.8400,13.69,626.22,3757.34
2.8500,11.91,720.16,4320.94
2.8600,12.45,688.85,3913.89
2.8700,11.91,720.16,4227.01
2.8800,10.95,782.78,4258.32
2.8900,11.41,751.47,4320.94
2.9000,11.41,751.47,4289.63
2.9100,11.91,720.16,4289.63
2.9200,11.91,720.16,4289.63
2.9300,12.45,688.85,4320.94
2.9400,11.91,720.16,4383.56
2.9500,11.91,720.16,4383.56
2.9600,11.91,720.16,4320.94
2.9700,11.91,720.16,4320.94
2.9800,12.45,688.85,4320.94
2.9900,11.91,720.16,4352.25
3.0000,12.45,688.85,4383.56
3.0100,13.04,657.53,4352.25
3.0200,13.04,657.53,4070.45
3.0300,13.69,626.22,9956.95
3.0500,17.12,500.98,5636.01
3.0600,16.11,532.29,6418.79
3.0700,13.04,657.53,4978.47
3.0800,10.95,782.78,4915.85
3.0900,10.14,845.40,4947.16
3.1000,10.14,845.40,4884.54
3.1100,10.53,814.09,4915.85
3.1200,16.11,532.29,4884.54
3.1500,9.13,939.33,6575.34
3.1600,9.78,876.71,5009.78
3.2000,34.23,250.49,4665.36
3.2100,22.82,375.73,3851.27
3.2200,21.07,407.05,6230.92
3.2300,21.07,407.05,6262.23
3.2400,21.07,407.05,5636.01
3.2500,21.07,407.05,3726.03
3.2600,19.56,438.36,4289.63
3.2700,19.56,438.36,4508.81
3.2800,19.56,438.36,4477.50
3.2900,21.07,407.05,4540.12
3.3000,21.07,407.05,4477.50
3.3100,24.90,344.42,4352.25
3.3200,21.07,407.05,4289.63
3.3300,19.56,438.36,4383.56
3.3400,19.56,438.36,4383.56
3.3500,21.07,407.05,4446.18
3.3600,22.82,375.73,4477.50
3.3700,27.39,313.11,4477.50
3.3800,39.12,219.18,4446.18
3.4100,39.12,219.18,3506.85
3.4200,30.43,281.80,3632.09
3.4300,30.43,281.80,3444.23
3.4800,10.95,782.78,3694.72
3.4900,10.14,845.40,3851.27
3.5000,9.78,876.71,3788.65
3.5100,9.44,908.02,3757.34
3.5200,9.13,939.33,3913.89
3.5300,8.83,970.65,4007.83
3.5400,7.61,1127.20,4133.07
3.5700,7.40,1158.51,4227.01
3.5800,7.40,1158.51,4320.94
3.5900,10.14,845.40,4320.94
3.6000,10.14,845.40,4383.56
3.6100,10.14,845.40,4571.43
3.6200,14.41,594.91,4696.67
3.6300,12.45,688.85,4665.36
3.6400,13.04,657.53,4665.36
3.6500,12.45,688.85,4634.05
3.6600,13.04,657.53,2974.56
3.6700,14.41,594.91,2880.63
3.6800,14.41,594.91,4571.43
3.6900,14.41,594.91,4571.43
3.7000,15.21,563.60,4540.12
3.7100,16.11,532.29,3256.36
3.7200,21.07,407.05,3694.72
3.7300,39.12,219.18,4164.38
3.7400,30.43,281.80,3851.27
3.7500,34.23,250.49,4070.45
3.7600,45.64,187.87,4227.01
3.7700,54.77,156.56,4070.45
3.7800,30.43,281.80,6324.85
3.7900,24.90,344.42,6105.68
3.8000,24.90,344.42,11459.88
3.8100,24.90,344.42,8422.70
3.8200,8.56,1001.96,4227.01
3.8300,7.82,1095.89,4164.38
3.8400,7.61,1127.20,3976.52
3.8500,8.30,1033.27,4070.45
3.8600,8.56,1001.96,3976.52
3.8700,8.56,1001.96,3976.52
3.8800,9.13,939.33,4070.45
3.8900,9.44,908.02,4133.07
3.9000,9.13,939.33,4164.38
3.9100,9.44,908.02,4195.69
3.9200,9.78,876.71,4258.32
3.9300,10.53,814.09,4227.01
3.9400,10.95,782.78,4227.01
3.9500,12.45,688.85,4133.07
3.9600,13.69,626.22,3851.27
3.9700,18.26,469.67,3444.23
3.9800,24.90,344.42,3976.52
3.9900,27.39,313.11,4727.98
4.0400,14.41,594.91,6293.54
4.1000,30.43,281.80,6575.34
4.1100,17.12,500.98,6700.59
4.1200,18.26,469.67,6982.39
4.1300,17.12,500.98,6794.52
4.1900,91.29,93.93,6450.10
4.2000,68.47,125.24,6418.79
4.3000,10.53,814.09,6637.96
4.3100,10.95,782.78,6043.05
4.3200,10.53,814.09,11272.02
4.3600,11.91,720.16,12618.40
4.3800,14.41,594.91,12806.26
4.3900,22.82,375.73,6418.79
4.4600,17.12,500.98,2567.51
4.4700,19.56,438.36,2504.89
4.4800,18.26,469.67,5886.50
4.4900,17.12,500.98,8422.70
4.5000,18.26,469.67,3663.41
4.5100,19.56,438.36,4352.25
4.5200,19.56,438.36,2473.58
4.5300,18.26,469.67,4164.38
4.5400,18.26,469.67,8454.01
4.5500,18.26,469.67,5636.01
4.5600,18.26,469.67,8641.88
4.5700,19.56,438.36,6418.79
4.5800,27.39,313.11,6982.39
4.6400,14.41,594.91,5291.59
4.6600,7.21,1189.82,5823.87
4.7100,24.90,344.42,5228.96
4.7200,22.82,375.73,5322.90
4.7300,22.82,375.73,4383.56
4.7400,24.90,344.42,4320.94
4.7500,24.90,344.42,4258.32
4.7600,27.39,313.11,4258.32
4.7700,27.39,313.11,4227.01
4.7800,27.39,313.11,4289.63
4.7900,24.90,344.42,4289.63
4.8000,24.90,344.42,4289.63
4.8100,24.90,344.42,4195.69
4.8200,24.90,344.42,4101.76
4.8300,24.90,344.42,4101.76
4.8400,24.90,344.42,3569.47
4.8500,30.43,281.80,11522.50
4.8600,45.64,187.87,6168.30
4.8800,39.12,219.18,6857.14
