Time (s),Vocal Tract Length (cm),f1 (Hz),f2 (Hz)
0.0000,10.14,845.40,3256.36
0.0500,68.47,125.24,4352.25
0.0600,91.29,93.93,4477.50
0.0700,91.29,93.93,5322.90
0.1300,13.04,657.53,3005.87
0.3600,22.82,375.73,3193.74
0.3700,45.64,187.87,3193.74
0.3800,45.64,187.87,3131.12
0.3900,54.77,156.56,11491.19
0.4000,91.29,93.93,11303.33
0.4700,30.43,281.80,14403.13
0.6300,39.12,219.18,2630.14
0.6400,45.64,187.87,2410.96
0.6500,45.64,187.87,2849.32
0.6600,68.47,125.24,2974.56
0.8600,68.47,125.24,3193.74
0.8700,17.12,500.98,3381.60
0.8800,18.26,469.67,5009.78
0.9300,30.43,281.80,3193.74
0.9400,30.43,281.80,3131.12
0.9500,30.43,281.80,3193.74
0.9600,30.43,281.80,3131.12
0.9700,34.23,250.49,3005.87
0.9800,30.43,281.80,2974.56
0.9900,45.64,187.87,2974.56
1.0500,21.07,407.05,2911.94
1.0600,13.69,626.22,2849.32
1.0700,12.45,688.85,2974.56
1.0800,13.04,657.53,2974.56
1.0900,11.41,751.47,2943.25
1.1000,11.41,751.47,2911.94
1.1100,11.41,751.47,2818.00
1.1200,10.53,814.09,2536.20
1.1300,10.14,845.40,2348.34
1.1400,9.44,908.02,2191.78
1.1500,8.83,970.65,4696.67
1.1600,8.83,970.65,11178.08
1.1700,8.83,970.65,11084.15
1.1800,9.78,876.71,14340.51
1.1900,10.95,782.78,11365.95
1.2000,13.04,657.53,5448.14
1.2200,16.11,532.29,2035.23
1.2300,11.41,751.47,2066.54
1.2400,10.53,814.09,2097.85
1.2500,8.56,1001.96,2003.91
1.2600,7.40,1158.51,5354.21
1.3600,7.40,1158.51,9894.32
1.3700,8.56,1001.96,12962.82
1.4300,17.12,500.98,11491.19
1.4400,16.11,532.29,2066.54
1.4500,13.69,626.22,2317.03
1.4600,13.04,657.53,2348.34
1.4700,12.45,688.85,2598.83
1.4800,11.91,720.16,2724.07
1.4900,11.91,720.16,2630.14
1.5000,11.41,751.47,2442.27
1.5100,11.41,751.47,2410.96
1.5200,11.41,751.47,2410.96
1.5300,11.41,751.47,2379.65
1.5400,11.91,720.16,2348.34
1.5500,13.04,657.53,2317.03
1.5600,13.69,626.22,2379.65
1.5700,14.41,594.91,2536.20
1.5800,13.69,626.22,2473.58
1.5900,13.04,657.53,2410.96
1.6000,14.41,594.91,2379.65
1.6100,17.12,500.98,2348.34
1.6200,19.56,438.36,2348.34
1.6300,39.12,219.18,2285.71
1.6400,45.64,187.87,2442.27
1.6500,34.23,250.49,5761.25
1.6600,34.23,250.49,5636.01
1.6700,54.77,156.56,5667.32
1.6800,54.77,156.56,8579.26
1.6900,39.12,219.18,8579.26
1.7000,54.77,156.56,8360.08
1.7900,34.23,250.49,2943.25
1.8000,21.07,407.05,2630.14
1.8100,21.07,407.05,11272.02
1.8200,22.82,375.73,14371.82
1.8300,30.43,281.80,14246.58
1.8400,45.64,187.87,11428.57
1.8500,45.64,187.87,5886.50
1.8600,39.12,219.18,6168.30
1.8700,91.29,93.93,14465.75
1.8900,91.29,93.93,6011.74
1.9700,14.41,594.91,2473.58
1.9800,11.91,720.16,2504.89
1.9900,11.91,720.16,2504.89
2.0000,11.41,751.47,2442.27
2.0100,10.95,782.78,2410.96
2.0200,10.14,845.40,14403.13
2.0300,10.14,845.40,2285.71
2.0400,10.53,814.09,2285.71
2.0500,10.95,782.78,2254.40
2.0600,10.53,814.09,2223.09
2.0700,10.53,814.09,4853.23
2.0800,10.95,782.78,11397.26
2.0900,10.95,782.78,11303.33
2.1000,11.41,751.47,11303.33
2.1100,13.04,657.53,6136.99
2.1200,15.21,563.60,6011.74
2.1500,14.41,594.91,2724.07
2.3400,91.29,93.93,2536.20
2.3500,39.12,219.18,2567.51
2.3600,34.23,250.49,2598.83
2.3700,30.43,281.80,2630.14
2.3800,34.23,250.49,2661.45
2.4200,27.39,313.11,2755.38
2.7000,30.43,281.80,13933.46
2.7100,24.90,344.42,12493.15
2.7200,68.47,125.24,14434.44
2.7300,91.29,93.93,11334.64
2.7400,91.29,93.93,11491.19
2.8000,11.41,751.47,4665.36
2.8100,7.40,1158.51,11146.77
2.8300,7.40,1158.51,14121.33
2.8400,7.40,1158.51,10614.48
2.8600,7.40,1158.51,12774.95
2.8700,7.82,1095.89,9925.64
2.8800,7.82,1095.89,9988.26
2.8900,8.05,1064.58,6293.54
2.9800,91.29,93.93,6168.30
3.0000,54.77,156.56,5949.12
3.0600,14.41,594.91,4821.92
3.0900,39.12,219.18,3068.49
3.1000,27.39,313.11,2849.32
3.1100,24.90,344.42,2911.94
3.1200,24.90,344.42,2943.25
3.1300,27.39,313.11,2849.32
3.1400,34.23,250.49,2692.76
3.3300,91.29,93.93,3037.18
3.3400,45.64,187.87,3005.87
3.3500,39.12,219.18,2849.32
3.3600,30.43,281.80,2755.38
3.3700,30.43,281.80,5823.87
3.3800,30.43,281.80,5980.43
3.3900,39.12,219.18,5917.81
3.4800,39.12,219.18,2849.32
3.4900,68.47,125.24,2410.96
3.5000,22.82,375.73,2880.63
3.5100,21.07,407.05,2911.94
3.5200,22.82,375.73,2692.76
3.5700,27.39,313.11,11428.57
3.5800,22.82,375.73,2880.63
3.5900,19.56,438.36,3131.12
3.6600,7.21,1189.82,3538.16
3.6900,7.61,1127.20,3256.36
3.7000,9.13,939.33,3193.74
3.7100,8.83,970.65,9831.70
3.7300,8.05,1064.58,6168.30
3.7400,7.61,1127.20,5980.43
3.7500,7.61,1127.20,6043.05
3.7600,11.41,751.47,6324.85
3.7700,15.21,563.60,2348.34
3.8600,30.43,281.80,2786.69
3.8700,22.82,375.73,2755.38
3.8800,22.82,375.73,2786.69
3.8900,22.82,375.73,2818.00
3.9000,22.82,375.73,2818.00
3.9100,22.82,375.73,2786.69
3.9200,27.39,313.11,3099.80
4.1200,11.91,720.16,2379.65
4.1300,10.95,782.78,2317.03
4.1400,11.41,751.47,2348.34
4.1500,11.41,751.47,2348.34
4.1600,11.91,720.16,2348.34
4.1700,11.91,720.16,2410.96
4.1800,10.53,814.09,5855.19
4.1900,11.41,751.47,5886.50
4.2000,12.45,688.85,2410.96
4.2100,12.45,688.85,2473.58
4.2200,13.04,657.53,2504.89
4.2300,13.04,657.53,2442.27
4.2400,13.69,626.22,2410.96
4.2500,14.41,594.91,2379.65
4.2600,16.11,532.29,2473.58
4.2700,15.21,563.60,2504.89
4.2800,15.21,563.60,2473.58
4.2900,15.21,563.60,2567.51
4.3000,13.69,626.22,2536.20
4.3100,14.41,594.91,2317.03
4.3200,13.69,626.22,2254.40
4.3300,13.69,626.22,2317.03
4.5100,16.11,532.29,3913.89
4.5900,54.77,156.56,3162.43
4.6300,91.29,93.93,3131.12
4.6400,45.64,187.87,2630.14
4.6500,45.64,187.87,2974.56
4.7400,22.82,375.73,8579.26
4.7500,18.26,469.67,8579.26
4.7600,15.21,563.60,8140.90
4.7700,13.69,626.22,11334.64
4.7800,13.04,657.53,11303.33
4.7900,13.69,626.22,8078.28
4.8000,13.69,626.22,5448.14
4.8100,13.69,626.22,8485.32
4.8200,13.04,657.53,11365.95
4.8300,13.04,657.53,11272.02
4.8400,14.41,594.91,11365.95
4.8500,17.12,500.98,11459.88
4.8600,27.39,313.11,5823.87
4.8700,27.39,313.11,10958.90
4.8800,54.77,156.56,4821.92
5.1100,30.43,281.80,2348.34
5.1200,30.43,281.80,2692.76
5.1300,34.23,250.49,3005.87
5.1400,34.23,250.49,3037.18
5.1500,45.64,187.87,3068.49
5.1600,45.64,187.87,3068.49
5.1700,34.23,250.49,3225.05
5.1800,45.64,187.87,3037.18
5.1900,45.64,187.87,3131.12
5.2000,45.64,187.87,3131.12
5.2100,45.64,187.87,3099.80
5.2200,45.64,187.87,2974.56
5.3000,54.77,156.56,2724.07
5.3300,54.77,156.56,2911.94
5.3400,30.43,281.80,2818.00
5.3500,30.43,281.80,2880.63
5.3600,34.23,250.49,2880.63
5.3700,91.29,93.93,2880.63
5.4100,18.26,469.67,2755.38
5.4900,34.23,250.49,2880.63
5.5000,30.43,281.80,2755.38
5.5100,27.39,313.11,2692.76
5.5200,24.90,344.42,2692.76
5.5300,22.82,375.73,2692.76
5.5400,22.82,375.73,2692.76
5.5500,27.39,313.11,2661.45
5.5600,39.12,219.18,8610.57
5.5700,30.43,281.80,5604.70
5.5800,30.43,281.80,6136.99
5.5900,30.43,281.80,6105.68
5.6000,27.39,313.11,6074.36
5.6100,30.43,281.80,2630.14
5.6500,34.23,250.49,2849.32
5.6600,21.07,407.05,2974.56
5.6700,21.07,407.05,2943.25
5.6800,22.82,375.73,2818.00
5.6900,21.07,407.05,2880.63
5.7000,16.11,532.29,2974.56
5.7200,45.64,187.87,2755.38
5.7300,24.90,344.42,2630.14
5.7400,22.82,375.73,2536.20
5.7500,24.90,344.42,2504.89
5.7600,24.90,344.42,2473.58
5.7700,30.43,281.80,2410.96
5.7800,34.23,250.49,2442.27
5.7900,39.12,219.18,2536.20
5.8000,30.43,281.80,2536.20
5.8100,54.77,156.56,5823.87
5.8700,34.23,250.49,2536.20
5.8800,27.39,313.11,2755.38
5.8900,27.39,313.11,2880.63
5.9000,30.43,281.80,2849.32
5.9100,27.39,313.11,2786.69
5.9200,27.39,313.11,2818.00
5.9300,27.39,313.11,5761.25
5.9400,27.39,313.11,5761.25
5.9500,24.90,344.42,5823.87
5.9600,22.82,375.73,11522.50
5.9700,22.82,375.73,14340.51
6.0100,8.30,1033.27,14371.82
