Time (s),Vocal Tract Length (cm),f1 (Hz),f2 (Hz)
0.5900,91.29,93.93,5025.44
0.6000,12.17,704.50,5213.31
0.6100,9.13,939.33,5354.21
0.6400,15.21,563.60,5448.14
0.6500,15.21,563.60,13573.39
0.6600,15.21,563.60,13432.49
0.6700,16.60,516.63,4743.64
0.7600,16.60,516.63,5682.97
0.7700,15.21,563.60,5917.81
0.8800,16.60,516.63,5542.07
1.1900,10.74,798.43,3898.24
1.2300,12.17,704.50,5589.04
1.2400,10.74,798.43,5589.04
1.2500,11.41,751.47,5354.21
1.2600,10.74,798.43,5307.24
1.2700,10.74,798.43,5495.11
1.2800,11.41,751.47,5729.94
1.2900,11.41,751.47,5682.97
1.3000,11.41,751.47,5682.97
1.3100,10.74,798.43,5636.01
1.3200,10.74,798.43,5589.04
1.3300,10.14,845.40,5307.24
1.3400,10.14,845.40,5307.24
1.3500,10.14,845.40,5401.17
1.3600,10.74,798.43,5589.04
1.3700,10.74,798.43,5307.24
1.3800,10.74,798.43,5072.41
1.3900,10.74,798.43,4696.67
1.4000,16.60,516.63,16485.32
1.4200,14.04,610.57,21557.73
1.4300,14.04,610.57,21322.90
1.4500,14.04,610.57,19256.36
1.4600,11.41,751.47,19303.33
1.4700,8.69,986.30,19256.36
1.7100,10.74,798.43,4978.47
1.7200,10.74,798.43,4931.51
1.7300,11.41,751.47,4743.64
1.7400,11.41,751.47,4555.77
1.7500,10.74,798.43,4602.74
1.7600,11.41,751.47,4743.64
1.7700,12.17,704.50,4555.77
1.7800,10.14,845.40,4508.81
1.7900,14.04,610.57,10238.75
1.8100,13.04,657.53,19068.49
1.8200,13.04,657.53,5260.27
1.8300,13.04,657.53,5401.17
1.8400,12.17,704.50,19068.49
1.8600,12.17,704.50,10379.65
1.8800,13.04,657.53,16250.49
1.9400,12.17,704.50,12070.45
1.9500,13.04,657.53,12305.28
1.9600,12.17,704.50,12258.32
1.9700,13.04,657.53,12258.32
1.9800,13.04,657.53,10755.38
1.9900,14.04,610.57,10755.38
2.0900,11.41,751.47,6105.68
2.1000,11.41,751.47,6669.28
2.1100,10.74,798.43,6528.38
2.1200,10.14,845.40,5495.11
2.1300,9.61,892.37,5495.11
2.1400,7.94,1080.23,4931.51
2.3400,22.82,375.73,21510.76
2.3500,22.82,375.73,8641.88
2.3600,22.82,375.73,8641.88
2.3700,20.29,422.70,12774.95
2.3800,22.82,375.73,17095.89
2.3900,22.82,375.73,17189.82
2.4000,22.82,375.73,17189.82
2.4100,22.82,375.73,17142.86
2.4200,22.82,375.73,17095.89
2.4300,26.08,328.77,21698.63
2.4400,30.43,281.80,21322.90
2.4800,18.26,469.67,4039.14
2.5500,10.74,798.43,5495.11
2.5600,8.69,986.30,5495.11
2.5700,10.74,798.43,5589.04
2.5800,11.41,751.47,5636.01
2.5900,11.41,751.47,5260.27
2.6300,13.04,657.53,4884.54
2.6500,12.17,704.50,12540.12
2.6600,11.41,751.47,12681.02
2.6700,12.17,704.50,16954.99
2.6800,13.04,657.53,21463.80
2.7200,18.26,469.67,21510.76
2.8500,11.41,751.47,5682.97
2.8600,11.41,751.47,5636.01
2.8700,12.17,704.50,5682.97
2.8800,13.04,657.53,5682.97
2.8900,13.04,657.53,5682.97
2.9000,10.74,798.43,5729.94
2.9100,10.14,845.40,5682.97
2.9200,11.41,751.47,5636.01
2.9300,11.41,751.47,5589.04
2.9400,12.17,704.50,5542.07
2.9500,12.17,704.50,5589.04
2.9600,12.17,704.50,5307.24
2.9700,12.17,704.50,4978.47
2.9800,11.41,751.47,4320.94
2.9900,11.41,751.47,4273.97
3.0000,11.41,751.47,4555.77
3.0100,11.41,751.47,5260.27
3.0200,11.41,751.47,5401.17
3.0300,11.41,751.47,5354.21
3.0400,15.21,563.60,5542.07
3.1200,13.04,657.53,19444.23
3.1300,12.17,704.50,21369.86
3.1400,11.41,751.47,21604.70
3.1500,9.13,939.33,2911.94
3.1800,36.52,234.83,3287.67
3.1900,22.82,375.73,12774.95
3.2000,22.82,375.73,12493.15
3.2100,22.82,375.73,17236.79
3.2300,26.08,328.77,4837.57
3.2400,26.08,328.77,5119.37
3.2500,26.08,328.77,4931.51
3.2600,26.08,328.77,4790.61
3.2700,26.08,328.77,4931.51
3.2900,20.29,422.70,20994.13
3.3000,20.29,422.70,21275.93
3.3100,18.26,469.67,21510.76
3.3400,18.26,469.67,21604.70
3.3500,20.29,422.70,21604.70
3.3600,22.82,375.73,21604.70
3.3700,20.29,422.70,21651.66
3.3800,20.29,422.70,21557.73
3.3900,22.82,375.73,12352.25
3.4000,26.08,328.77,12211.35
3.4100,18.26,469.67,21557.73
3.4200,18.26,469.67,21510.76
3.4400,22.82,375.73,8313.11
3.4500,22.82,375.73,16814.09
3.4600,22.82,375.73,17095.89
3.4700,22.82,375.73,17142.86
3.4900,26.08,328.77,18786.69
3.5700,22.82,375.73,21463.80
3.5800,16.60,516.63,16814.09
3.5900,16.60,516.63,16861.06
3.6000,18.26,469.67,21463.80
3.6100,22.82,375.73,14653.62
3.6200,45.64,187.87,14747.55
3.7300,9.61,892.37,2818.00
