Time (s),Vocal Tract Length (cm),f1 (Hz),f2 (Hz)
0.4500,9.13,939.33,4414.87
0.8000,22.82,375.73,16814.09
0.8100,22.82,375.73,17095.89
0.8200,20.29,422.70,17142.86
0.8300,18.26,469.67,17095.89
0.8400,18.26,469.67,17095.89
0.8500,18.26,469.67,12774.95
0.8600,18.26,469.67,12868.88
0.8700,18.26,469.67,8735.81
0.8800,20.29,422.70,8688.85
0.8900,22.82,375.73,8454.01
0.9000,36.52,234.83,17095.89
1.1200,45.64,187.87,12587.08
1.3900,30.43,281.80,17189.82
1.4000,30.43,281.80,12868.88
1.4100,22.82,375.73,17236.79
1.6000,22.82,375.73,17048.92
1.6500,36.52,234.83,3522.50
1.8800,9.61,892.37,5636.01
1.8900,11.41,751.47,5307.24
1.9000,11.41,751.47,5307.24
1.9100,12.17,704.50,5260.27
1.9200,12.17,704.50,10661.45
1.9600,26.08,328.77,17142.86
1.9700,36.52,234.83,17189.82
1.9800,45.64,187.87,17095.89
1.9900,45.64,187.87,17095.89
2.0000,45.64,187.87,17236.79
2.0100,60.86,140.90,12821.92
2.0500,45.64,187.87,17095.89
2.1100,36.52,234.83,12634.05
2.1200,22.82,375.73,17142.86
2.1300,22.82,375.73,16908.02
2.1400,20.29,422.70,21604.70
2.1500,18.26,469.67,17001.96
2.1600,18.26,469.67,17095.89
2.1700,16.60,516.63,17142.86
2.1800,16.60,516.63,17189.82
2.1900,18.26,469.67,16954.99
2.2000,18.26,469.67,14700.59
2.2100,18.26,469.67,14747.55
2.2400,15.21,563.60,17189.82
2.2500,15.21,563.60,17189.82
2.2600,15.21,563.60,17142.86
2.3400,14.04,610.57,10426.61
2.3500,14.04,610.57,14090.02
2.3600,14.04,610.57,12868.88
2.3700,16.60,516.63,12868.88
2.3800,18.26,469.67,8641.88
2.3900,20.29,422.70,4414.87
2.4000,20.29,422.70,4461.84
2.4100,22.82,375.73,17095.89
2.4200,26.08,328.77,17048.92
2.4300,30.43,281.80,16954.99
2.4400,45.64,187.87,17236.79
2.4500,60.86,140.90,17236.79
2.4600,36.52,234.83,17283.76
2.4700,30.43,281.80,17048.92
2.4800,26.08,328.77,17048.92
2.4900,22.82,375.73,16626.22
2.5000,26.08,328.77,21604.70
2.5100,20.29,422.70,17001.96
2.5200,20.29,422.70,17095.89
2.5300,18.26,469.67,17189.82
2.5400,20.29,422.70,21463.80
2.5500,22.82,375.73,17001.96
2.7200,22.82,375.73,12962.82
2.7300,26.08,328.77,21510.76
2.7400,30.43,281.80,21604.70
2.7500,30.43,281.80,17142.86
2.7600,26.08,328.77,21557.73
2.7700,26.08,328.77,21463.80
2.7800,22.82,375.73,21604.70
2.7900,36.52,234.83,21275.93
3.0200,20.29,422.70,3287.67
3.0300,20.29,422.70,12634.05
3.0400,18.26,469.67,12634.05
3.0500,18.26,469.67,12493.15
3.0600,18.26,469.67,12493.15
3.0700,18.26,469.67,17001.96
3.0800,18.26,469.67,4696.67
3.0900,20.29,422.70,4884.54
3.1000,20.29,422.70,5119.37
3.1100,20.29,422.70,5589.04
3.1200,22.82,375.73,5072.41
3.2100,30.43,281.80,18692.76
3.2400,15.21,563.60,7091.98
3.2500,16.60,516.63,6105.68
