Time (s),Vocal Tract Length (cm),f1 (Hz),f2 (Hz)
0.2100,8.30,1033.27,2285.71
0.6500,34.23,250.49,2818.00
0.6600,30.43,281.80,2755.38
0.6700,30.43,281.80,2786.69
0.6800,30.43,281.80,2724.07
0.6900,27.39,313.11,2661.45
0.7000,24.90,344.42,2630.14
0.7100,24.90,344.42,2598.83
0.7200,24.90,344.42,2473.58
0.7300,27.39,313.11,8735.81
0.7400,27.39,313.11,8892.37
0.7500,27.39,313.11,9142.86
0.7600,27.39,313.11,9236.79
0.7700,27.39,313.11,9142.86
0.7800,24.90,344.42,8923.68
0.7900,24.90,344.42,8861.06
0.8000,24.90,344.42,8923.68
0.8100,22.82,375.73,12774.95
0.8200,22.82,375.73,5917.81
0.8300,19.56,438.36,12367.91
0.8400,27.39,313.11,12743.64
0.8500,39.12,219.18,9268.10
0.8800,24.90,344.42,9362.04
0.8900,16.11,532.29,9048.92
0.9000,18.26,469.67,8547.95
0.9200,22.82,375.73,12806.26
0.9300,24.90,344.42,9362.04
0.9400,30.43,281.80,9581.21
0.9500,45.64,187.87,10207.44
1.0900,27.39,313.11,2724.07
1.1000,21.07,407.05,2692.76
1.1100,21.07,407.05,2661.45
1.1200,22.82,375.73,2598.83
1.1300,30.43,281.80,2536.20
1.1800,91.29,93.93,6168.30
1.1900,34.23,250.49,6324.85
1.2000,30.43,281.80,2630.14
1.2100,39.12,219.18,8422.70
1.2200,54.77,156.56,11491.19
1.2300,54.77,156.56,11491.19
1.2700,54.77,156.56,2410.96
1.2800,45.64,187.87,2567.51
1.2900,34.23,250.49,2630.14
1.3000,34.23,250.49,2567.51
1.3100,34.23,250.49,2661.45
1.3200,30.43,281.80,2755.38
1.3300,30.43,281.80,2786.69
1.3400,30.43,281.80,2786.69
1.3500,30.43,281.80,2755.38
1.3600,27.39,313.11,2692.76
1.3700,27.39,313.11,2661.45
1.3800,24.90,344.42,2692.76
1.3900,24.90,344.42,2943.25
1.4000,24.90,344.42,2911.94
1.4100,24.90,344.42,2786.69
1.4200,24.90,344.42,2786.69
1.4300,27.39,313.11,2786.69
1.4400,27.39,313.11,2818.00
1.4600,39.12,219.18,2755.38
1.4700,24.90,344.42,3005.87
1.4800,24.90,344.42,2911.94
1.4900,27.39,313.11,3005.87
1.5000,39.12,219.18,2849.32
1.5100,34.23,250.49,2786.69
1.5200,27.39,313.11,2692.76
1.5300,27.39,313.11,2630.14
1.5400,27.39,313.11,2692.76
1.5500,24.90,344.42,2692.76
1.5600,24.90,344.42,5980.43
1.5700,24.90,344.42,5917.81
1.5800,27.39,313.11,5823.87
1.5900,27.39,313.11,8767.12
1.6000,34.23,250.49,9455.97
1.6100,68.47,125.24,5448.14
1.6700,10.14,845.40,6700.59
1.7800,45.64,187.87,14152.64
1.7900,34.23,250.49,8641.88
1.8300,54.77,156.56,1690.80
1.8800,34.23,250.49,6262.23
1.8900,91.29,93.93,5792.56
1.9100,39.12,219.18,8485.32
1.9200,30.43,281.80,5761.25
1.9300,34.23,250.49,9080.23
1.9400,34.23,250.49,8798.43
1.9500,39.12,219.18,8704.50
1.9600,39.12,219.18,8798.43
1.9700,34.23,250.49,14403.13
1.9800,30.43,281.80,8798.43
2.0300,10.53,814.09,10082.19
2.1100,16.11,532.29,14309.20
2.1200,16.11,532.29,11303.33
2.1300,19.56,438.36,11303.33
2.1400,22.82,375.73,5260.27
2.1500,68.47,125.24,5542.07
2.2300,91.29,93.93,8767.12
2.5400,34.23,250.49,11553.82
2.5500,15.21,563.60,14246.58
2.5600,12.45,688.85,9894.32
2.5700,12.45,688.85,9518.59
2.5800,12.45,688.85,12774.95
2.7900,54.77,156.56,4790.61
2.8700,30.43,281.80,9925.64
2.8800,24.90,344.42,9988.26
2.8900,24.90,344.42,9863.01
2.9000,24.90,344.42,12806.26
2.9300,39.12,219.18,14371.82
