Time (s),Vocal Tract Length (cm),f1 (Hz),f2 (Hz)
0.1500,14.04,610.57,5354.21
0.1600,22.82,375.73,5589.04
0.6800,9.61,892.37,4180.04
0.6900,7.61,1127.20,4273.97
0.7000,7.30,1174.17,4227.01
0.7100,7.30,1174.17,4133.07
0.7200,7.94,1080.23,7937.38
0.7300,7.61,1127.20,10943.25
0.7400,7.30,1174.17,10661.45
0.7500,7.30,1174.17,6199.61
0.7600,10.74,798.43,6340.51
1.0800,13.04,657.53,6246.58
1.0900,13.04,657.53,3240.70
1.1000,14.04,610.57,3287.67
1.1100,16.60,516.63,3287.67
1.2400,30.43,281.80,12774.95
1.2500,22.82,375.73,12681.02
1.2600,20.29,422.70,12915.85
1.2700,22.82,375.73,12915.85
1.2900,30.43,281.80,3146.77
1.3100,18.26,469.67,3005.87
1.3200,16.60,516.63,3193.74
1.3300,15.21,563.60,3052.84
1.3400,18.26,469.67,2958.90
1.6700,30.43,281.80,16954.99
1.6800,36.52,234.83,17048.92
1.6900,30.43,281.80,17001.96
1.7000,45.64,187.87,21275.93
1.7600,22.82,375.73,19068.49
1.8500,60.86,140.90,21416.83
1.8600,36.52,234.83,16954.99
1.8700,36.52,234.83,8500.98
2.1000,45.64,187.87,8407.05
2.1100,26.08,328.77,17330.72
2.1200,36.52,234.83,17283.76
2.1500,30.43,281.80,17236.79
2.1600,30.43,281.80,17189.82
2.1700,20.29,422.70,17283.76
2.1800,16.60,516.63,17095.89
2.2000,15.21,563.60,14747.55
2.2300,7.30,1174.17,10520.55
