Time (s),Vocal Tract Length (cm),f1 (Hz),f2 (Hz)
0.0500,14.04,610.57,3616.44
0.0600,9.61,892.37,15264.19
0.0800,9.61,892.37,5401.17
0.3300,10.14,845.40,5448.14
0.3900,7.30,1174.17,15170.25
0.4000,7.30,1174.17,11882.58
0.4300,11.41,751.47,3663.41
0.5700,8.69,986.30,4461.84
0.5800,12.17,704.50,3287.67
0.6100,15.21,563.60,21322.90
0.6200,14.04,610.57,3569.47
0.6300,15.21,563.60,3663.41
0.6400,18.26,469.67,3710.37
0.7000,30.43,281.80,3475.54
0.9300,13.04,657.53,3334.64
0.9400,9.61,892.37,3240.70
0.9500,8.69,986.30,3240.70
0.9600,9.13,939.33,3287.67
0.9700,8.30,1033.27,3240.70
0.9800,7.94,1080.23,3193.74
0.9900,7.30,1174.17,3146.77
1.3600,91.29,93.93,4461.84
1.3700,14.04,610.57,5729.94
1.5100,10.14,845.40,5307.24
1.5200,15.21,563.60,4414.87
1.5300,16.60,516.63,12868.88
1.5400,16.60,516.63,3757.34
1.5500,15.21,563.60,4227.01
1.5600,15.21,563.60,4320.94
1.5700,14.04,610.57,4180.04
1.5800,13.04,657.53,4273.97
1.5900,13.04,657.53,4602.74
1.6000,14.04,610.57,4555.77
1.6100,13.04,657.53,4461.84
1.6200,13.04,657.53,4227.01
2.1000,60.86,140.90,2677.10
2.3200,20.29,422.70,3569.47
2.3300,16.60,516.63,4743.64
2.3500,9.61,892.37,12305.28
2.3600,10.14,845.40,12399.22
2.3700,10.14,845.40,12305.28
2.3800,11.41,751.47,12258.32
2.3900,12.17,704.50,12258.32
2.4000,12.17,704.50,5354.21
2.4100,11.41,751.47,5589.04
2.4200,10.74,798.43,5589.04
2.4300,9.61,892.37,5542.07
2.4400,8.30,1033.27,5636.01
2.4500,7.94,1080.23,5495.11
3.2400,9.13,939.33,3287.67
3.2500,13.04,657.53,12681.02
3.3100,22.82,375.73,16814.09
3.3200,26.08,328.77,16767.12
3.3300,26.08,328.77,21322.90
3.3600,22.82,375.73,4367.91
3.4600,30.43,281.80,4461.84
3.4700,15.21,563.60,4273.97
3.4800,15.21,563.60,3945.21
3.4900,16.60,516.63,3992.17
3.5000,16.60,516.63,3992.17
3.5100,14.04,610.57,17236.79
3.5200,13.04,657.53,12727.98
3.5300,13.04,657.53,8313.11
3.5400,14.04,610.57,17142.86
3.5500,14.04,610.57,21322.90
3.5600,14.04,610.57,21463.80
3.5700,14.04,610.57,3992.17
3.5800,14.04,610.57,4273.97
3.5900,13.04,657.53,4180.04
3.6000,12.17,704.50,4227.01
3.6100,12.17,704.50,4461.84
3.6200,12.17,704.50,4508.81
3.6800,16.60,516.63,4367.91
3.8900,8.30,1033.27,4931.51
3.9000,8.30,1033.27,5119.37
3.9100,8.30,1033.27,5119.37
3.9200,7.30,1174.17,5072.41
3.9400,7.94,1080.23,5307.24
3.9700,91.29,93.93,5260.27
4.0700,9.13,939.33,5119.37
4.0800,8.69,986.30,4931.51
4.1400,20.29,422.70,15076.32
4.1500,16.60,516.63,15499.02
4.1600,8.30,1033.27,4790.61
4.1700,8.30,1033.27,4602.74
4.1800,8.69,986.30,14700.59
4.1900,7.61,1127.20,14418.79
