Time (s),Vocal Tract Length (cm),f1 (Hz),f2 (Hz)
0.0200,10.14,845.40,3913.89
0.0800,8.05,1064.58,3099.80
0.0900,8.30,1033.27,5573.39
0.1000,13.04,657.53,5510.76
0.1200,7.61,1127.20,4164.38
0.1300,14.41,594.91,2880.63
0.1500,10.14,845.40,7264.19
0.1600,10.95,782.78,7201.57
0.1700,14.41,594.91,3256.36
0.1900,30.43,281.80,3256.36
0.2100,12.45,688.85,3037.18
0.2200,13.69,626.22,2692.76
0.2300,21.07,407.05,6011.74
0.2500,10.95,782.78,7452.05
0.2600,11.91,720.16,7514.68
0.2700,45.64,187.87,5354.21
0.3000,13.04,657.53,2849.32
0.3100,13.69,626.22,2880.63
0.3200,17.12,500.98,2911.94
0.3300,13.69,626.22,3193.74
0.3400,12.45,688.85,3381.60
0.3500,13.69,626.22,3225.05
0.3600,19.56,438.36,2692.76
0.3700,15.21,563.60,2724.07
0.3800,39.12,219.18,5197.65
0.4000,24.90,344.42,5228.96
0.4200,45.64,187.87,5135.03
0.4700,12.45,688.85,5072.41
0.4800,15.21,563.60,5260.27
0.4900,17.12,500.98,3225.05
0.5000,12.45,688.85,3193.74
0.5100,19.56,438.36,3412.92
0.5500,22.82,375.73,3225.05
0.5600,18.26,469.67,3131.12
0.5700,14.41,594.91,3037.18
0.5800,15.21,563.60,7483.37
0.5900,15.21,563.60,7295.50
0.6000,22.82,375.73,3632.09
0.6500,19.56,438.36,6481.41
0.6600,18.26,469.67,7107.63
0.6700,39.12,219.18,6951.08
0.7200,19.56,438.36,3193.74
0.7300,15.21,563.60,4821.92
0.7400,14.41,594.91,3632.09
0.7800,17.12,500.98,3193.74
0.7900,14.41,594.91,3005.87
0.8000,27.39,313.11,7201.57
0.8900,9.78,876.71,3350.29
0.9000,10.14,845.40,3318.98
0.9100,11.41,751.47,3193.74
0.9200,27.39,313.11,3381.60
0.9600,16.11,532.29,4101.76
0.9700,13.69,626.22,3726.03
0.9800,14.41,594.91,3475.54
1.0400,21.07,407.05,5103.72
1.0500,13.69,626.22,4978.47
1.0600,13.69,626.22,4727.98
1.0700,13.69,626.22,4727.98
1.0800,27.39,313.11,4853.23
1.1200,39.12,219.18,5009.78
1.1300,13.69,626.22,7201.57
1.1700,17.12,500.98,4007.83
1.1800,15.21,563.60,5573.39
1.1900,13.69,626.22,5698.63
1.2000,13.04,657.53,7639.92
1.2100,13.04,657.53,7545.99
1.2200,13.04,657.53,7514.68
1.5600,7.61,1127.20,4414.87
1.6000,7.61,1127.20,4383.56
1.6600,54.77,156.56,7577.30
1.6900,45.64,187.87,2348.34
1.7000,30.43,281.80,2379.65
1.7100,30.43,281.80,2442.27
1.7200,27.39,313.11,2504.89
1.7300,22.82,375.73,2504.89
1.7400,24.90,344.42,2410.96
1.7500,19.56,438.36,2410.96
1.7600,18.26,469.67,2379.65
1.7700,17.12,500.98,2348.34
1.7800,18.26,469.67,6825.83
1.7900,39.12,219.18,2567.51
1.8400,54.77,156.56,2504.89
1.9600,34.23,250.49,2755.38
2.0200,34.23,250.49,3663.41
2.0300,30.43,281.80,3256.36
2.0400,24.90,344.42,2755.38
2.0500,24.90,344.42,2536.20
2.0600,22.82,375.73,2473.58
2.0700,24.90,344.42,2504.89
2.0800,34.23,250.49,2473.58
2.1200,27.39,313.11,6919.77
2.1300,27.39,313.11,6293.54
2.1400,22.82,375.73,2254.40
2.1500,19.56,438.36,2285.71
2.1600,18.26,469.67,2223.09
2.1700,21.07,407.05,7483.37
2.1800,30.43,281.80,5823.87
2.3800,27.39,313.11,2755.38
2.4900,10.14,845.40,6074.36
