Time (s),Vocal Tract Length (cm),f1 (Hz),f2 (Hz)
0.0000,8.56,1001.96,2755.38
0.0100,24.90,344.42,4853.23
0.5900,39.12,219.18,5604.70
0.6000,13.69,626.22,5385.52
0.6400,27.39,313.11,3099.80
0.7200,19.56,438.36,5291.59
0.7700,68.47,125.24,3287.67
0.8000,17.12,500.98,3131.12
0.8100,45.64,187.87,7733.86
0.8700,45.64,187.87,14215.26
0.8800,30.43,281.80,5792.56
0.8900,24.90,344.42,2724.07
0.9000,24.90,344.42,2724.07
0.9100,27.39,313.11,2849.32
0.9200,54.77,156.56,3068.49
0.9700,34.23,250.49,2755.38
0.9800,24.90,344.42,2630.14
0.9900,22.82,375.73,2567.51
1.0000,91.29,93.93,2567.51
1.0200,30.43,281.80,2724.07
1.0300,34.23,250.49,5228.96
1.0700,91.29,93.93,5197.65
1.1600,21.07,407.05,5322.90
1.1700,17.12,500.98,5667.32
1.1800,16.11,532.29,5792.56
1.1900,16.11,532.29,5792.56
1.2000,17.12,500.98,5729.94
1.2100,19.56,438.36,5792.56
1.2200,21.07,407.05,5886.50
1.2300,21.07,407.05,5761.25
1.2400,22.82,375.73,5729.94
1.2500,34.23,250.49,11428.57
1.2800,39.12,219.18,5103.72
1.4200,24.90,344.42,5322.90
1.4300,27.39,313.11,5322.90
1.4400,27.39,313.11,5135.03
1.4500,27.39,313.11,2943.25
1.4600,24.90,344.42,2974.56
1.4700,24.90,344.42,2911.94
1.4800,24.90,344.42,2661.45
1.4900,27.39,313.11,8673.19
1.5000,27.39,313.11,8641.88
1.5100,24.90,344.42,4383.56
1.5200,24.90,344.42,2911.94
1.5300,24.90,344.42,3099.80
1.5400,22.82,375.73,3037.18
1.5500,24.90,344.42,2911.94
1.5600,22.82,375.73,2755.38
1.5700,22.82,375.73,2786.69
1.5800,22.82,375.73,2943.25
1.5900,22.82,375.73,2880.63
1.6000,24.90,344.42,2692.76
1.6100,27.39,313.11,3381.60
1.7400,21.07,407.05,3225.05
1.7500,22.82,375.73,14465.75
1.7600,27.39,313.11,11365.95
1.7700,34.23,250.49,14434.44
1.7800,39.12,219.18,14434.44
1.7900,39.12,219.18,14434.44
1.8000,34.23,250.49,3225.05
1.8100,34.23,250.49,12649.71
1.8700,16.11,532.29,12931.51
1.8800,16.11,532.29,7076.32
1.8900,19.56,438.36,12806.26
1.9000,21.07,407.05,7107.63
1.9100,18.26,469.67,12868.88
1.9200,15.21,563.60,12962.82
1.9300,12.45,688.85,4007.83
1.9400,13.04,657.53,3945.21
1.9500,27.39,313.11,9956.95
2.0000,16.11,532.29,5354.21
2.0100,21.07,407.05,5103.72
2.0600,27.39,313.11,14434.44
2.0700,30.43,281.80,11334.64
2.0800,34.23,250.49,11459.88
2.0900,27.39,313.11,14434.44
2.1100,24.90,344.42,12649.71
2.1400,34.23,250.49,14183.95
2.1500,45.64,187.87,14434.44
2.1600,45.64,187.87,11397.26
2.1700,34.23,250.49,14403.13
2.1800,30.43,281.80,12868.88
2.1900,22.82,375.73,12900.20
2.2000,19.56,438.36,12806.26
2.2100,21.07,407.05,9675.15
2.2200,19.56,438.36,3506.85
2.2300,19.56,438.36,12743.64
2.2700,68.47,125.24,2974.56
2.2800,27.39,313.11,3256.36
2.2900,27.39,313.11,3318.98
2.3000,24.90,344.42,3162.43
2.4500,39.12,219.18,5698.63
2.4600,22.82,375.73,5667.32
2.4700,24.90,344.42,5385.52
2.4800,24.90,344.42,5636.01
2.4900,27.39,313.11,5636.01
2.5000,30.43,281.80,5573.39
2.5100,39.12,219.18,5479.45
2.5200,54.77,156.56,5354.21
2.6500,68.47,125.24,3444.23
2.6600,91.29,93.93,3600.78
2.7100,22.82,375.73,3131.12
2.7200,17.12,500.98,3099.80
2.7300,15.21,563.60,3068.49
2.7400,13.69,626.22,14277.89
2.7500,13.69,626.22,8579.26
2.7600,15.21,563.60,4759.30
2.7700,19.56,438.36,4665.36
2.8000,21.07,407.05,9831.70
2.8100,21.07,407.05,3663.41
2.8600,34.23,250.49,3976.52
2.8700,34.23,250.49,4039.14
2.8800,34.23,250.49,3256.36
2.8900,34.23,250.49,3131.12
2.9000,34.23,250.49,3131.12
2.9100,34.23,250.49,3256.36
2.9200,30.43,281.80,3506.85
2.9300,34.23,250.49,3976.52
2.9400,34.23,250.49,4289.63
2.9600,68.47,125.24,3976.52
3.0000,22.82,375.73,4289.63
3.0100,19.56,438.36,4039.14
3.0600,12.45,688.85,9737.77
3.0700,13.04,657.53,9863.01
3.1100,13.04,657.53,12743.64
3.1200,13.04,657.53,6794.52
3.1500,24.90,344.42,9800.39
3.1700,45.64,187.87,12900.20
3.1900,34.23,250.49,14371.82
3.2000,39.12,219.18,8422.70
3.2100,45.64,187.87,8547.95
3.2500,68.47,125.24,3256.36
3.2600,54.77,156.56,3350.29
3.2700,91.29,93.93,3350.29
3.3000,34.23,250.49,3193.74
3.3100,30.43,281.80,3225.05
3.3200,30.43,281.80,3381.60
3.3300,12.45,688.85,3256.36
3.3700,17.12,500.98,3475.54
3.3800,16.11,532.29,3412.92
3.3900,16.11,532.29,3475.54
3.4000,16.11,532.29,3475.54
3.4100,17.12,500.98,3350.29
3.5100,68.47,125.24,3131.12
3.5400,22.82,375.73,3256.36
3.5500,19.56,438.36,3412.92
3.5600,8.56,1001.96,3444.23
3.5700,9.78,876.71,3412.92
3.6100,10.14,845.40,3569.47
3.6200,15.21,563.60,3506.85
3.6300,16.11,532.29,3632.09
3.6400,15.21,563.60,3726.03
3.6500,15.21,563.60,3851.27
3.6600,13.04,657.53,14121.33
3.6700,15.21,563.60,14403.13
3.6800,18.26,469.67,3005.87
3.6900,21.07,407.05,3256.36
3.7000,22.82,375.73,9988.26
3.7100,27.39,313.11,6669.28
3.7200,30.43,281.80,9643.84
3.7400,27.39,313.11,3162.43
3.7500,22.82,375.73,3225.05
3.7600,34.23,250.49,3350.29
3.7700,27.39,313.11,3193.74
3.8000,7.82,1095.89,3099.80
3.8100,7.40,1158.51,5072.41
3.8200,7.40,1158.51,4915.85
3.8400,8.83,970.65,4258.32
3.8500,9.44,908.02,3726.03
3.8700,10.95,782.78,11365.95
3.8800,10.95,782.78,11334.64
3.8900,10.14,845.40,4727.98
3.9100,9.44,908.02,9675.15
3.9300,11.91,720.16,5103.72
3.9400,12.45,688.85,5573.39
3.9500,13.04,657.53,4978.47
3.9600,14.41,594.91,5729.94
4.1000,22.82,375.73,3412.92
4.1100,16.11,532.29,3350.29
4.1200,16.11,532.29,3099.80
4.1300,16.11,532.29,3193.74
4.1400,18.26,469.67,3287.67
4.1500,27.39,313.11,3287.67
4.1600,30.43,281.80,3412.92
4.1700,17.12,500.98,3412.92
4.1800,15.21,563.60,3412.92
4.1900,16.11,532.29,3256.36
4.2000,19.56,438.36,3350.29
4.2100,14.41,594.91,3350.29
4.2200,13.04,657.53,3193.74
4.2300,14.41,594.91,3193.74
4.2400,14.41,594.91,3475.54
4.2500,15.21,563.60,3475.54
4.2600,15.21,563.60,3444.23
4.2700,16.11,532.29,3381.60
4.2800,15.21,563.60,3318.98
4.2900,15.21,563.60,3381.60
4.3000,15.21,563.60,3506.85
4.3100,17.12,500.98,3569.47
4.3200,16.11,532.29,3600.78
4.3400,15.21,563.60,12524.46
4.3500,13.69,626.22,3632.09
4.3600,12.45,688.85,3538.16
4.3700,11.41,751.47,3256.36
4.4200,7.82,1095.89,4007.83
4.4300,8.30,1033.27,4039.14
4.4400,10.53,814.09,8454.01
4.4500,11.41,751.47,8454.01
4.4600,11.91,720.16,4320.94
4.4800,7.21,1189.82,3569.47
4.4900,8.56,1001.96,3569.47
4.5200,13.04,657.53,14309.20
4.5500,14.41,594.91,14277.89
4.5600,13.04,657.53,13964.77
4.6100,27.39,313.11,1784.74
4.6900,91.29,93.93,2598.83
4.7000,30.43,281.80,2724.07
4.7100,27.39,313.11,2818.00
4.7200,34.23,250.49,2786.69
4.7800,54.77,156.56,2849.32
4.7900,68.47,125.24,2755.38
4.8900,39.12,219.18,1909.98
