Time (s),Vocal Tract Length (cm),f1 (Hz),f2 (Hz)
0.7700,27.39,313.11,3412.92
0.7800,21.07,407.05,3162.43
0.7900,18.26,469.67,3068.49
0.8000,18.26,469.67,3099.80
0.8100,19.56,438.36,3037.18
0.8200,19.56,438.36,3099.80
0.8300,22.82,375.73,3162.43
0.8400,24.90,344.42,3131.12
0.8500,27.39,313.11,3068.49
0.8600,24.90,344.42,3068.49
0.8700,22.82,375.73,3099.80
0.8800,22.82,375.73,3068.49
0.8900,24.90,344.42,3068.49
0.9000,24.90,344.42,3131.12
0.9100,24.90,344.42,3193.74
0.9200,24.90,344.42,3225.05
0.9300,22.82,375.73,3131.12
0.9400,21.07,407.05,2911.94
0.9500,21.07,407.05,8360.08
0.9600,19.56,438.36,11616.44
0.9700,19.56,438.36,3005.87
0.9800,22.82,375.73,9142.86
0.9900,27.39,313.11,9017.61
1.0000,30.43,281.80,14403.13
1.0100,27.39,313.11,14309.20
1.0200,30.43,281.80,14340.51
1.0300,39.12,219.18,11272.02
1.1100,45.64,187.87,8516.63
1.1200,34.23,250.49,6168.30
1.1300,34.23,250.49,6794.52
1.3700,7.21,1189.82,2129.16
1.5500,91.29,93.93,2911.94
1.6100,91.29,93.93,8485.32
1.8300,45.64,187.87,5886.50
1.8400,54.77,156.56,4258.32
1.9000,68.47,125.24,6951.08
1.9100,45.64,187.87,6763.21
1.9200,45.64,187.87,2786.69
1.9300,34.23,250.49,2818.00
1.9400,34.23,250.49,2880.63
1.9500,39.12,219.18,3005.87
1.9600,39.12,219.18,3162.43
1.9700,39.12,219.18,3131.12
1.9800,45.64,187.87,3005.87
2.0300,68.47,125.24,3099.80
2.0400,39.12,219.18,3225.05
2.0500,39.12,219.18,3600.78
2.1000,30.43,281.80,3099.80
2.1100,34.23,250.49,6544.03
2.1200,34.23,250.49,6825.83
2.1300,39.12,219.18,6982.39
2.1400,54.77,156.56,8954.99
2.1800,45.64,187.87,11459.88
2.2500,39.12,219.18,7013.70
2.2600,39.12,219.18,6888.45
2.3400,8.83,970.65,6387.48
2.3500,7.61,1127.20,9080.23
2.3600,7.21,1189.82,8923.68
2.4100,27.39,313.11,6418.79
2.5000,16.11,532.29,5667.32
2.9400,12.45,688.85,5917.81
2.9500,10.14,845.40,5949.12
