Time (s),Vocal Tract Length (cm),f1 (Hz),f2 (Hz)
0.0400,17.12,500.98,2536.20
0.0500,14.41,594.91,2880.63
0.0600,14.41,594.91,2504.89
0.0700,15.21,563.60,2504.89
0.0800,16.11,532.29,4039.14
0.1200,7.21,1189.82,3976.52
0.1300,7.61,1127.20,4007.83
0.2800,7.61,1127.20,3945.21
0.3500,34.23,250.49,6637.96
0.4100,7.61,1127.20,6230.92
0.4200,8.30,1033.27,9894.32
0.4300,11.91,720.16,1409.00
0.4400,13.69,626.22,1409.00
0.4500,13.69,626.22,1409.00
0.4600,17.12,500.98,1440.31
0.4700,7.21,1189.82,13996.09
0.4800,7.40,1158.51,6199.61
0.4900,7.21,1189.82,10270.06
0.5100,7.21,1189.82,14309.20
0.5300,11.41,751.47,1534.25
0.5400,11.91,720.16,1534.25
0.5500,10.53,814.09,5542.07
0.5600,11.91,720.16,1440.31
0.6300,10.95,782.78,10019.57
0.6400,12.45,688.85,9800.39
0.6500,11.91,720.16,9894.32
0.7200,10.95,782.78,5354.21
0.7300,10.14,845.40,5698.63
0.7400,9.78,876.71,5698.63
0.7500,10.14,845.40,1690.80
0.7600,9.13,939.33,1596.87
0.8100,7.82,1095.89,6230.92
0.8500,15.21,563.60,6136.99
0.8600,15.21,563.60,5823.87
0.8700,13.69,626.22,10457.93
0.8800,14.41,594.91,10426.61
0.8900,16.11,532.29,14403.13
0.9000,17.12,500.98,8673.19
0.9100,17.12,500.98,8641.88
0.9200,17.12,500.98,5166.34
0.9300,16.11,532.29,5103.72
0.9400,15.21,563.60,14152.64
0.9600,15.21,563.60,14152.64
0.9700,15.21,563.60,9017.61
0.9800,17.12,500.98,11021.53
1.1500,68.47,125.24,6011.74
1.1600,24.90,344.42,5729.94
1.1700,22.82,375.73,5917.81
1.1800,22.82,375.73,5792.56
1.1900,22.82,375.73,5448.14
1.2000,21.07,407.05,11491.19
1.2100,21.07,407.05,8579.26
1.2200,21.07,407.05,5228.96
1.2300,22.82,375.73,5416.83
1.2400,24.90,344.42,5729.94
1.2500,54.77,156.56,6168.30
1.2700,54.77,156.56,5604.70
1.2800,45.64,187.87,5573.39
1.2900,30.43,281.80,5573.39
1.3000,22.82,375.73,5448.14
1.3100,24.90,344.42,5416.83
1.3200,21.07,407.05,5542.07
1.3300,18.26,469.67,6043.05
1.3400,17.12,500.98,5354.21
1.3500,16.11,532.29,14403.13
1.3600,16.11,532.29,8547.95
1.3700,19.56,438.36,14277.89
1.3800,21.07,407.05,14277.89
1.3900,17.12,500.98,11303.33
1.4000,17.12,500.98,8422.70
1.4100,17.12,500.98,14371.82
1.4200,18.26,469.67,14434.44
1.4300,24.90,344.42,14403.13
1.4500,30.43,281.80,11428.57
1.4600,24.90,344.42,8328.77
1.4700,27.39,313.11,4853.23
1.4900,9.13,939.33,4884.54
1.5200,19.56,438.36,14403.13
1.5300,21.07,407.05,14403.13
1.5400,21.07,407.05,9737.77
1.5500,13.69,626.22,5667.32
1.5600,13.04,657.53,5729.94
1.5700,16.11,532.29,5823.87
1.5800,17.12,500.98,5823.87
1.5900,17.12,500.98,5072.41
1.6000,16.11,532.29,5041.10
1.6100,17.12,500.98,5448.14
1.6200,17.12,500.98,5667.32
1.6300,17.12,500.98,5761.25
1.6400,18.26,469.67,5636.01
1.6500,18.26,469.67,14465.75
1.6600,21.07,407.05,5698.63
1.6700,22.82,375.73,5698.63
