Time (s),Vocal Tract Length (cm),f1 (Hz),f2 (Hz)
0.0300,14.41,594.91,2911.94
0.1100,39.12,219.18,5197.65
0.5800,30.43,281.80,2943.25
0.5900,24.90,344.42,2974.56
0.6000,27.39,313.11,3037.18
0.6100,24.90,344.42,3068.49
0.6200,22.82,375.73,2943.25
0.6300,22.82,375.73,2911.94
0.6400,22.82,375.73,3068.49
0.6800,9.44,908.02,4790.61
0.6900,10.53,814.09,4947.16
0.7000,11.91,720.16,4947.16
0.7200,21.07,407.05,5197.65
0.7300,12.45,688.85,4978.47
0.7400,12.45,688.85,4634.05
0.7500,12.45,688.85,2630.14
0.7600,12.45,688.85,2504.89
0.7700,13.04,657.53,8391.39
0.7800,14.41,594.91,2661.45
0.7900,16.11,532.29,2849.32
0.8000,27.39,313.11,3350.29
0.8100,30.43,281.80,6763.21
1.0000,34.23,250.49,5448.14
1.0100,39.12,219.18,5886.50
1.0200,24.90,344.42,5479.45
1.0300,24.90,344.42,4414.87
1.0400,24.90,344.42,4602.74
1.0500,24.90,344.42,4477.50
1.0600,22.82,375.73,4540.12
1.0700,16.11,532.29,4571.43
1.0800,12.45,688.85,4477.50
1.0900,13.04,657.53,3976.52
1.1000,12.45,688.85,3913.89
1.1100,12.45,688.85,4446.18
1.1200,11.91,720.16,4258.32
1.1300,11.91,720.16,4289.63
1.1400,13.04,657.53,4477.50
1.1500,21.07,407.05,4383.56
1.1700,30.43,281.80,3193.74
1.1800,30.43,281.80,3099.80
1.1900,34.23,250.49,3037.18
1.2000,39.12,219.18,3037.18
1.2400,45.64,187.87,11522.50
1.2500,39.12,219.18,5636.01
1.2900,27.39,313.11,2379.65
1.3000,24.90,344.42,1847.36
1.3100,22.82,375.73,1753.42
1.3200,22.82,375.73,1659.49
1.3300,24.90,344.42,1565.56
1.3400,24.90,344.42,5135.03
1.3500,24.90,344.42,1502.94
1.3600,24.90,344.42,1502.94
1.3700,24.90,344.42,5510.76
1.3800,39.12,219.18,8861.06
1.4100,54.77,156.56,8735.81
1.4200,45.64,187.87,9174.17
1.4700,13.04,657.53,5354.21
1.4800,10.95,782.78,5636.01
1.4900,13.69,626.22,8641.88
1.5000,13.04,657.53,8234.83
1.5400,14.41,594.91,14371.82
1.5500,19.56,438.36,14434.44
1.5600,16.11,532.29,11397.26
1.5700,16.11,532.29,8360.08
1.5800,17.12,500.98,5041.10
1.5900,17.12,500.98,5103.72
1.6000,18.26,469.67,1816.05
1.6100,18.26,469.67,1909.98
1.6200,18.26,469.67,14465.75
1.6300,18.26,469.67,14434.44
1.6400,18.26,469.67,5636.01
1.6500,18.26,469.67,14403.13
1.6600,19.56,438.36,14309.20
1.6700,24.90,344.42,14121.33
1.6800,34.23,250.49,14371.82
1.6900,45.64,187.87,8610.57
1.7000,45.64,187.87,2849.32
1.7100,39.12,219.18,2943.25
1.8800,19.56,438.36,5135.03
1.8900,17.12,500.98,4853.23
1.9000,10.53,814.09,14309.20
1.9100,11.91,720.16,4133.07
1.9200,12.45,688.85,4477.50
1.9300,13.69,626.22,4508.81
1.9400,14.41,594.91,4414.87
1.9500,13.69,626.22,4602.74
1.9600,13.04,657.53,4853.23
1.9700,13.69,626.22,4821.92
1.9800,16.11,532.29,4696.67
1.9900,24.90,344.42,4540.12
2.0000,91.29,93.93,4320.94
2.0300,27.39,313.11,5949.12
2.2200,22.82,375.73,6136.99
2.2300,17.12,500.98,2974.56
2.2400,16.11,532.29,3162.43
2.2500,14.41,594.91,3131.12
2.2600,13.69,626.22,3099.80
2.2700,13.04,657.53,3131.12
2.2800,13.04,657.53,3663.41
2.2900,13.69,626.22,3099.80
2.3000,15.21,563.60,2911.94
2.3100,17.12,500.98,9706.46
2.3200,16.11,532.29,9769.08
2.3700,13.69,626.22,14309.20
2.3800,13.04,657.53,14340.51
2.4100,10.14,845.40,9894.32
2.4200,8.83,970.65,8454.01
2.4300,9.13,939.33,8422.70
2.4400,9.78,876.71,8454.01
2.4500,8.30,1033.27,9643.84
2.4600,8.56,1001.96,9925.64
2.4700,9.44,908.02,10144.81
2.4800,11.91,720.16,8328.77
2.4900,19.56,438.36,4665.36
2.5000,13.69,626.22,5166.34
2.5100,9.44,908.02,4790.61
2.5400,9.44,908.02,7264.19
2.5500,9.13,939.33,7953.03
2.5600,9.78,876.71,8078.28
2.5800,9.78,876.71,4227.01
2.5900,9.78,876.71,4195.69
2.6000,10.53,814.09,12837.57
2.6200,13.04,657.53,14152.64
2.6300,16.11,532.29,14183.95
2.6500,22.82,375.73,5041.10
2.6600,30.43,281.80,5416.83
2.6700,34.23,250.49,5479.45
2.7800,24.90,344.42,4853.23
2.7900,21.07,407.05,2724.07
2.8000,21.07,407.05,2661.45
2.8100,19.56,438.36,2598.83
2.8200,22.82,375.73,2567.51
2.8300,21.07,407.05,2567.51
2.8400,21.07,407.05,2598.83
2.8500,22.82,375.73,2630.14
2.8700,30.43,281.80,8641.88
2.8800,27.39,313.11,2818.00
2.8900,27.39,313.11,2755.38
2.9000,45.64,187.87,2818.00
2.9100,34.23,250.49,2661.45
2.9200,30.43,281.80,4164.38
2.9300,30.43,281.80,4540.12
2.9400,30.43,281.80,4540.12
2.9500,68.47,125.24,14309.20
2.9600,39.12,219.18,3851.27
2.9700,27.39,313.11,4477.50
2.9800,27.39,313.11,4508.81
2.9900,30.43,281.80,4383.56
3.0000,39.12,219.18,4352.25
3.0100,24.90,344.42,4540.12
3.0300,13.69,626.22,4947.16
3.0400,22.82,375.73,5103.72
3.0500,21.07,407.05,5009.78
3.0600,10.95,782.78,4571.43
3.0700,10.95,782.78,4571.43
3.0800,9.13,939.33,4540.12
3.1300,34.23,250.49,14340.51
3.1400,45.64,187.87,14371.82
3.1600,22.82,375.73,8735.81
3.1700,19.56,438.36,4665.36
3.1800,19.56,438.36,4665.36
3.1900,22.82,375.73,3663.41
3.2300,18.26,469.67,5009.78
3.2400,10.95,782.78,5510.76
3.2500,9.78,876.71,6136.99
3.2600,9.44,908.02,2880.63
3.2700,9.13,939.33,3005.87
3.2800,8.83,970.65,6199.61
3.3200,12.45,688.85,8015.66
3.3300,13.04,657.53,4289.63
3.3400,14.41,594.91,4540.12
3.3500,15.21,563.60,4571.43
3.3600,18.26,469.67,4571.43
3.3700,34.23,250.49,4133.07
3.3900,34.23,250.49,8266.14
3.4500,68.47,125.24,3099.80
3.5200,24.90,344.42,3632.09
3.5300,21.07,407.05,5792.56
3.5400,21.07,407.05,9675.15
3.5500,21.07,407.05,4164.38
3.5600,21.07,407.05,4853.23
3.5700,21.07,407.05,4853.23
3.5800,22.82,375.73,4821.92
3.5900,22.82,375.73,5604.70
3.6000,24.90,344.42,5448.14
3.6100,22.82,375.73,5479.45
3.6200,19.56,438.36,8798.43
3.6300,17.12,500.98,5416.83
3.6400,11.41,751.47,5166.34
3.6500,11.91,720.16,4759.30
3.6600,12.45,688.85,4696.67
3.6700,13.69,626.22,4727.98
3.6800,14.41,594.91,4727.98
3.6900,14.41,594.91,4696.67
3.7000,16.11,532.29,4696.67
3.7100,21.07,407.05,4915.85
