Time (s),Vocal Tract Length (cm),f1 (Hz),f2 (Hz)
0.0000,45.64,187.87,3068.49
0.0100,19.56,438.36,4320.94
0.0200,22.82,375.73,4258.32
0.0300,24.90,344.42,4101.76
0.0600,24.90,344.42,12868.88
0.0700,24.90,344.42,9956.95
0.0800,22.82,375.73,4007.83
0.0900,22.82,375.73,4352.25
0.1000,21.07,407.05,4477.50
0.1100,21.07,407.05,4446.18
0.1200,22.82,375.73,4477.50
0.1300,91.29,93.93,4446.18
0.1500,27.39,313.11,3851.27
0.1600,27.39,313.11,6230.92
0.1700,22.82,375.73,6011.74
0.1800,22.82,375.73,6074.36
0.1900,22.82,375.73,2536.20
0.2000,22.82,375.73,6105.68
0.2100,22.82,375.73,2379.65
0.2200,22.82,375.73,2692.76
0.2300,24.90,344.42,2911.94
0.2400,22.82,375.73,2849.32
0.2500,22.82,375.73,5855.19
0.2600,22.82,375.73,5698.63
0.2800,19.56,438.36,14371.82
0.2900,18.26,469.67,5949.12
0.3000,18.26,469.67,6011.74
0.3100,22.82,375.73,5698.63
0.3200,24.90,344.42,14434.44
0.3300,27.39,313.11,14309.20
0.3500,27.39,313.11,12649.71
0.3600,22.82,375.73,5698.63
0.3700,22.82,375.73,5510.76
0.3800,27.39,313.11,8266.14
0.4000,30.43,281.80,12774.95
0.4100,24.90,344.42,14058.71
0.4200,27.39,313.11,14403.13
0.4300,24.90,344.42,14152.64
0.4600,27.39,313.11,14246.58
0.5000,22.82,375.73,14403.13
0.5100,21.07,407.05,11272.02
0.5200,21.07,407.05,11365.95
0.5400,27.39,313.11,14371.82
0.5500,24.90,344.42,14340.51
0.5700,21.07,407.05,6105.68
0.5800,22.82,375.73,9988.26
0.5900,22.82,375.73,12649.71
0.6500,24.90,344.42,9894.32
0.6900,24.90,344.42,4164.38
0.7000,27.39,313.11,5197.65
0.7200,27.39,313.11,6919.77
0.7800,15.21,563.60,4696.67
0.8000,18.26,469.67,5542.07
0.8100,14.41,594.91,12774.95
0.8600,12.45,688.85,11428.57
0.8700,11.91,720.16,8641.88
0.8900,17.12,500.98,12931.51
0.9800,30.43,281.80,14465.75
0.9900,27.39,313.11,11459.88
1.0000,27.39,313.11,11491.19
1.0100,30.43,281.80,14434.44
1.0800,34.23,250.49,3694.72
1.0900,27.39,313.11,3819.96
1.1000,24.90,344.42,12712.33
1.1100,24.90,344.42,11240.70
1.1200,24.90,344.42,8360.08
1.1300,22.82,375.73,5698.63
1.1400,21.07,407.05,11459.88
1.1500,22.82,375.73,11365.95
1.1600,24.90,344.42,8391.39
1.1700,39.12,219.18,5510.76
1.1800,34.23,250.49,5949.12
1.1900,27.39,313.11,2755.38
1.2000,27.39,313.11,3099.80
1.3300,34.23,250.49,2849.32
1.3400,27.39,313.11,2974.56
1.3500,27.39,313.11,2974.56
1.3600,39.12,219.18,11459.88
1.3900,39.12,219.18,11272.02
1.4000,34.23,250.49,11459.88
1.4100,39.12,219.18,6105.68
1.4200,54.77,156.56,5729.94
1.4400,68.47,125.24,5855.19
1.4500,39.12,219.18,3162.43
1.4600,19.56,438.36,3381.60
